N	2gram	Bakhtin_Pr_3	Myslijsy
1	потому что	12	46
2	в слове	5	32
3	в том	3	32
4	и в	34	30
5	может быть	19	28
6	то же	14	23
7	не только	10	21
8	только в	6	21
9	но и	12	19
10	том что	3	18
11	то что	11	18
12	того что	5	18
13	что в	7	17
14	по себе	3	16
15	в себе	6	16
16	не в	9	15
17	и не	29	15
18	а не	9	15
19	таким образом	5	14
20	что и	5	13
21	так как	4	13
22	вместе с	4	12
23	а в	5	12
24	если бы	4	12
25	этого слова	7	11
26	так и	6	11
27	что оно	2	11
28	в душе	2	10
29	как и	18	10
30	как в	4	10
31	и что	5	10
32	в этом	16	10
33	в то	12	10
34	для него	13	9
35	было бы	2	9
36	в нем	19	9
37	между тем	3	9
38	в самом	8	8
39	в ней	3	8
40	что не	7	8
41	только что	3	8
42	и то	3	8
43	слова в	7	7
44	смысле этого	2	7
45	и без	2	7
46	с другой	4	7
47	вовсе не	11	7
48	к тому	5	7
49	как мы	7	7
50	так что	5	7
51	с тем	5	7
52	но не	4	7
53	тем что	4	7
54	что он	23	6
55	но это	4	6
56	с этим	2	6
57	из них	5	6
58	например в	2	6
59	те же	2	6
60	не может	19	6
61	уже не	2	6
62	и слово	8	6
63	с ним	8	6
64	уже в	3	5
65	в них	2	5
66	по крайней	3	5
67	словом и	3	5
68	и как	3	5
69	же время	12	5
70	в своем	2	5
71	еще не	4	5
72	крайней мере	3	5
73	если б	2	5
74	отношению к	6	5
75	по которому	2	5
76	не менее	3	5
77	по отношению	5	5
78	я как	2	5
79	к одному	3	5
80	есть только	3	5
81	должно быть	3	5
82	слово не	2	5
83	как на	2	5
84	с другими	4	5
85	тому как	2	5
86	сказать что	2	5
87	и т	8	5
88	что я	15	5
89	к ней	2	5
90	слова и	10	5
91	что это	5	4
92	это слово	5	4
93	столь же	2	4
94	и от	5	4
95	мы видели	3	4
96	со словом	3	4
97	все это	16	4
98	что даже	2	4
99	в его	22	4
100	себя и	8	4
101	в котором	3	4
102	один из	2	4
103	другой стороны	3	4
104	бы не	2	4
105	и его	16	4
106	он не	15	4
107	не было	2	4
108	если не	3	4
109	все равно	4	4
110	мы должны	5	4
111	далеко не	3	4
112	и это	4	4
113	и потому	2	4
114	слово в	2	4
115	от другого	3	3
116	одно только	2	3
117	этого не	3	3
118	в человеке	2	3
119	тому что	2	3
120	прежде всего	15	3
121	и все	19	3
122	что все	4	3
123	я и	2	3
124	тем не	2	3
125	а к	2	3
126	в последнем	2	3
127	при этом	4	3
128	как бы	27	3
129	для себя	6	3
130	в целом	5	3
131	на него	7	3
132	только на	4	3
133	т д	2	3
134	не я	2	3
135	как слово	2	3
136	к нему	14	3
137	друг друга	2	3
138	так же	8	3
139	в каждом	3	3
140	слова с	3	3
141	и на	6	3
142	же и	2	3
143	говорить о	3	3
144	в начале	4	3
145	самого себя	2	3
146	за ним	2	3
147	и вообще	2	3
148	не знает	6	3
149	его в	4	3
150	тогда и	2	3
151	там где	7	3
152	в чем	5	3
153	в которой	2	3
154	не то	2	3
155	это было	3	3
156	во время	2	2
157	но все	5	2
158	его с	4	2
159	та же	2	2
160	не как	3	2
161	эти последние	2	2
162	он как	4	2
163	в одном	5	2
164	это в	2	2
165	а как	2	2
166	его внутреннюю	2	2
167	его к	3	2
168	отношение к	6	2
169	сама по	2	2
170	что с	3	2
171	в ее	3	2
172	сливается с	3	2
173	что они	6	2
174	от него	6	2
175	по своему	3	2
176	но как	4	2
177	у него	4	2
178	и слова	2	2
179	и если	2	2
180	к слову	2	2
181	на его	4	2
182	мысли о	2	2
183	мы уже	6	2
184	и внутреннюю	2	2
185	но этот	2	2
186	за пределы	2	2
187	был бы	2	2
188	даже в	5	2
189	с таким	4	2
190	все же	7	2
191	слова не	2	2
192	жизни и	3	2
193	в своей	3	2
194	что же	8	2
195	в форме	2	2
196	так в	2	2
197	т п	6	2
198	входит в	2	2
199	в виде	4	2
200	а с	3	2
201	это и	2	2
202	к своему	5	2
203	но только	2	2
204	самом деле	13	2
205	что такое	2	2
206	и наконец	5	2
207	и даже	7	2
208	той же	2	2
209	такая же	2	2
210	отказаться от	2	2
211	слов в	3	2
212	в которых	2	2
213	с этой	2	2
214	их в	3	2
215	ни в	4	2
216	теперь не	2	2
217	эти слова	3	2
218	точки зрения	8	2
219	подобно тому	2	2
220	у меня	6	2
221	а между	3	2
222	бы в	3	2
223	отношении к	7	2
224	о том	2	2
225	слово с	6	2
226	так сказать	2	2
227	нет ни	2	2
228	и с	15	2
229	вне себя	2	2
