N	2gram	Bakhtin_Fr_5	Analitik
1	в этом	14	18
2	и в	45	16
3	не только	14	16
4	так и	6	15
5	как и	10	14
6	в том	10	12
7	своего рода	4	12
8	но и	10	12
9	и не	15	12
10	том что	7	12
11	в качестве	2	11
12	как бы	12	10
13	при этом	2	10
14	в эпизоде	9	10
15	а не	4	10
16	в пределах	2	9
17	лишь в	2	9
18	и даже	4	9
19	в этой	6	9
20	ничего не	4	9
21	то есть	25	9
22	в данном	2	8
23	в целом	2	8
24	и т.п	16	8
25	к тому	2	7
26	то что	2	7
27	о том	4	7
28	а также	4	7
29	в самом	4	6
30	и на	5	6
31	говорить о	2	6
32	может быть	2	6
33	как это	4	6
34	но в	14	6
35	в сторону	2	5
36	и к	5	5
37	данном случае	2	5
38	не менее	3	4
39	в своем	11	4
40	в конце	7	4
41	можно сказать	2	4
42	и смерти	2	4
43	у него	4	4
44	тому же	4	4
45	не в	7	4
46	но не	4	4
47	того же	3	4
48	для него	3	4
49	в сущности	4	4
50	во второй	2	4
51	во всех	13	4
52	как в	3	4
53	все это	7	4
54	как раз	5	4
55	не может	5	4
56	на этом	5	4
57	и его	13	4
58	то же	11	4
59	хотя и	5	4
60	он в	2	4
61	точки зрения	4	4
62	только в	4	4
63	в себя	5	4
64	борьба с	2	3
65	не столько	2	3
66	на фоне	2	3
67	прежде всего	10	3
68	что на	3	3
69	одной из	5	3
70	не мог	4	3
71	есть в	3	3
72	по поводу	4	3
73	было бы	2	3
74	несмотря на	2	3
75	и если	2	3
76	и за	2	3
77	что и	7	3
78	в первой	4	3
79	в их	4	3
80	и одновременно	3	3
81	этом отношении	5	3
82	именно в	3	3
83	можно было	4	3
84	а в	4	3
85	как мы	8	3
86	и т.д	2	3
87	бы в	4	3
88	в эту	2	3
89	и все	7	3
90	в общем	4	2
91	того что	3	2
92	уже и	2	2
93	для всех	3	2
94	вообще не	3	2
95	в одном	3	2
96	что все	2	2
97	к этому	2	2
98	вовсе не	8	2
99	из своих	2	2
100	его как	4	2
101	он был	7	2
102	отличие от	2	2
103	по существу	3	2
104	из его	2	2
105	превращается в	2	2
106	же время	9	2
107	ведь это	2	2
108	что в	12	2
109	так например	2	2
110	о чем	3	2
111	ведь и	3	2
112	разыгрывается в	2	2
113	в своей	3	2
114	на всех	2	2
115	еще в	2	2
116	даже в	2	2
117	один из	2	2
118	это было	4	2
119	с ее	5	2
120	и их	5	2
121	в отличие	2	2
122	вместе с	3	2
123	на него	2	2
124	что она	3	2
125	во времени	2	2
126	таким образом	8	2
127	здесь в	4	2
128	той же	4	2
129	на котором	2	2
130	но эта	2	2
131	и слово	2	2
132	в значительной	2	2
133	на этот	3	2
134	и он	3	2
135	не имеет	3	2
136	и для	3	2
137	с точки	2	2
138	так же	8	2
139	роль в	2	2
140	и до	2	2
141	между тем	2	2
142	и во	4	2
143	одно из	2	2
144	он не	6	2
145	он и	3	2
146	в то	11	2
147	в его	13	2
148	в поэзии	3	2
149	его в	5	2
150	сказать что	4	2
151	с ним	5	2
