N	2gram	Losev_Prob_1	Dialekti
1	не есть	29	40
2	и не	31	30
3	и есть	6	19
4	а не	15	18
5	может быть	14	17
6	и т	11	17
7	ничего не	10	17
8	то что	42	16
9	и в	32	15
10	т д	10	15
11	как бы	14	14
12	не имеет	2	14
13	так как	11	14
14	точки зрения	3	14
15	что это	3	13
16	это есть	9	13
17	того что	7	13
18	по себе	15	13
19	это не	6	12
20	прежде всего	10	11
21	в том	9	11
22	не может	8	11
23	говорить о	6	11
24	ясно что	3	11
25	и все	7	11
26	в этом	19	11
27	она есть	5	10
28	потому что	16	10
29	том что	12	10
30	было бы	8	9
31	в виду	6	9
32	все это	7	9
33	мы не	2	9
34	и что	9	9
35	есть ни	5	9
36	то же	10	9
37	уже не	3	9
38	и пр	4	9
39	с точки	3	9
40	значит что	3	9
41	ни в	7	8
42	не в	4	8
43	что иное	2	8
44	иное как	2	8
45	не что	2	8
46	в себе	15	8
47	и о	8	8
48	не только	17	8
49	в чем	3	8
50	и ее	8	8
51	и это	9	8
52	что в	12	7
53	законы природы	2	7
54	крайней мере	2	7
55	что оно	3	7
56	не просто	23	7
57	что мы	13	7
58	по крайней	2	7
59	он есть	4	7
60	что он	7	7
61	что тут	4	7
62	как и	3	7
63	ровно ничего	4	7
64	и его	3	7
65	или в	4	7
66	и вообще	4	7
67	только в	7	7
68	перед нами	5	6
69	так что	6	6
70	хотя и	6	6
71	и тем	13	6
72	а именно	12	6
73	и даже	11	6
74	в результате	2	6
75	сказать что	13	6
76	вовсе не	35	6
77	ни на	4	6
78	если бы	4	6
79	тем более	5	6
80	в то	6	6
81	символ в	7	6
82	нет ничего	10	6
83	сама по	4	5
84	так и	12	5
85	в своем	5	5
86	на то	8	5
87	можно сказать	5	5
88	как же	3	5
89	но что	2	5
90	того чтобы	9	5
91	но если	2	5
92	в нем	13	5
93	другими словами	3	5
94	что она	5	5
95	но только	2	5
96	таким образом	6	5
97	именно в	4	5
98	и на	8	5
99	о том	11	5
100	есть символ	14	5
101	мы имеем	2	5
102	с его	2	5
103	в жизни	3	5
104	есть не	6	5
105	то в	5	5
106	учение о	3	5
107	и чисто	3	5
108	в сущности	2	5
109	если мы	11	5
110	для того	8	5
111	что такое	6	5
112	и для	4	5
113	в каком	3	5
114	оказывается что	2	4
115	что все	3	4
116	и как	6	4
117	но это	8	4
118	в этой	10	4
119	что они	3	4
120	есть в	5	4
121	один из	4	4
122	и уже	3	4
123	но и	9	4
124	тех или	3	4
125	так же	9	4
126	или не	3	4
127	также и	11	4
128	и с	2	4
129	не о	2	4
130	той или	5	4
131	мы должны	5	4
132	с тем	5	4
133	отнюдь не	10	4
134	не как	2	4
135	этом смысле	6	4
136	мы видим	2	4
137	ничего общего	11	4
138	она не	2	4
139	еще не	9	4
140	как раз	13	4
141	хотя бы	3	4
142	символ есть	10	4
143	тому как	2	4
144	в его	6	4
145	подобно тому	2	4
146	только для	3	3
147	что если	2	3
148	оно и	3	3
149	тем самым	4	3
150	и если	6	3
151	и следовательно	3	3
152	совершенно не	6	3
153	говоря уже	2	3
154	ни о	5	3
155	не говоря	4	3
156	в их	4	3
157	смысл и	3	3
158	все эти	8	3
159	есть только	8	3
160	с этим	3	3
161	даже и	8	3
162	в истории	4	3
163	что здесь	3	3
164	об его	3	3
165	то на	2	3
166	с ним	3	3
167	но в	14	3
168	сознания и	2	3
169	только не	3	3
170	об этом	10	3
171	у нас	14	3
172	только потому	3	3
173	есть и	3	3
174	мы уже	5	3
175	общего с	8	3
176	за пределы	6	3
177	в своей	8	3
178	и потому	2	3
179	или вообще	2	3
180	говорит о	3	3
181	при помощи	13	3
182	поэтический образ	3	3
183	быть и	3	3
184	от всего	3	3
185	как в	4	3
186	идея и	2	3
187	что не	3	3
188	и притом	4	3
189	то или	2	3
190	д и	4	3
191	в данном	9	3
192	и то	6	3
193	мы можем	4	3
194	в виде	15	3
195	могут быть	2	3
196	едва ли	2	3
197	в области	2	3
198	не менее	19	2
199	не могут	2	2
200	прежде чем	3	2
201	мы будем	2	2
202	анализ понятия	2	2
203	науки и	2	2
204	имеет ничего	2	2
205	в отношении	3	2
206	она является	2	2
207	говорили мы	2	2
208	из этих	2	2
209	точно так	4	2
210	или другим	3	2
211	и нельзя	2	2
212	чем больше	4	2
213	слово о	2	2
214	его как	2	2
215	без всякого	2	2
216	да и	3	2
217	но все	3	2
218	и может	2	2
219	кроме того	2	2
220	при этом	6	2
221	случае не	3	2
222	и часто	2	2
223	в самом	6	2
224	есть также	3	2
225	никогда не	7	2
226	в котором	5	2
227	себе что	2	2
228	из них	3	2
229	есть нечто	11	2
230	и ничего	2	2
231	другой стороны	3	2
232	то и	6	2
233	для этого	3	2
234	и только	4	2
235	не было	4	2
236	мы находим	2	2
237	во внимание	2	2
238	есть результат	4	2
239	должно быть	2	2
240	только после	2	2
241	всегда есть	6	2
242	между собою	7	2
243	и так	2	2
244	же и	3	2
245	есть обязательно	6	2
246	но как	6	2
247	на что	2	2
248	он всегда	3	2
249	необходимо чтобы	3	2
250	всего иного	2	2
251	того или	2	2
252	и ни	4	2
253	иметь в	4	2
254	даже вообще	2	2
255	как это	6	2
256	тоже не	7	2
257	есть по	4	2
258	том как	2	2
259	сам по	7	2
260	тот кто	2	2
261	есть еще	3	2
262	нисколько не	3	2
263	нашего исследования	2	2
264	тем или	3	2
265	однако в	2	2
266	чем же	2	2
267	в них	7	2
268	но о	2	2
269	часто и	2	2
270	и во	3	2
271	не мешает	2	2
272	в понятии	2	2
273	в ее	3	2
274	не будет	2	2
275	в качестве	2	2
276	не нужно	3	2
277	но именно	3	2
278	в целях	2	2
279	никак не	4	2
280	этот предмет	3	2
281	не значит	2	2
282	о нем	3	2
283	себе не	3	2
284	нет и	2	2
285	оно не	3	2
286	тем не	18	2
287	во всех	7	2
288	вместе с	2	2
289	ее в	2	2
290	что же	9	2
291	мы хотим	3	2
292	во всей	3	2
293	как нечто	8	2
294	собственно говоря	2	2
295	того как	3	2
296	все равно	5	2
297	а это	2	2
298	только что	2	2
299	или иначе	2	2
300	что этот	2	2
301	очень много	3	2
302	во всяком	7	2
303	тем что	7	2
304	вещи и	12	2
305	но для	3	2
306	мы получаем	3	2
307	и при	2	2
308	как будто	3	2
309	и другое	2	2
310	мы говорим	3	2
311	поскольку он	2	2
312	в которой	2	2
313	может и	3	2
314	это было	2	2
