N	2gram	Nazirov_Tv_2	Vladivir
1	и в	20	31
2	в году	16	30
3	не только	13	24
4	но и	8	19
5	то что	3	18
6	и не	9	17
7	у него	6	15
8	и даже	5	15
9	м м	11	15
10	том что	4	14
11	что в	7	14
12	в этом	8	14
13	и с	8	14
14	соловьев в	2	13
15	там же	9	13
16	что он	6	12
17	в его	10	12
18	но в	4	12
19	в том	8	11
20	потому что	7	11
21	о том	5	11
22	же с	9	11
23	письма т	2	10
24	так что	2	10
25	он не	3	10
26	никогда не	11	9
27	а в	4	9
28	только в	2	9
29	в конце	6	9
30	в дальнейшем	4	8
31	и по	2	8
32	в то	10	8
33	так как	3	8
34	уже в	2	7
35	для него	3	7
36	об этом	4	7
37	тут же	2	7
38	и его	9	7
39	к этому	3	6
40	у нас	2	6
41	и потому	4	6
42	и сам	5	6
43	может быть	8	6
44	в котором	3	6
45	так и	6	6
46	не может	7	6
47	то же	7	6
48	и что	2	6
49	на этот	2	6
50	года он	3	6
51	это был	3	5
52	а с	3	5
53	все это	6	5
54	вовсе не	2	5
55	не в	4	5
56	которой он	2	5
57	и если	2	5
58	и от	4	5
59	когда он	4	5
60	не было	2	5
61	в своих	3	5
62	с ним	3	5
63	я не	2	4
64	же время	7	4
65	что у	4	4
66	в нем	3	4
67	в себе	3	4
68	что его	2	4
69	и вообще	2	4
70	как и	6	4
71	в этой	5	4
72	хотя и	4	4
73	один из	3	4
74	себя в	2	4
75	в своей	6	4
76	в истории	2	4
77	в этот	2	4
78	а а	4	4
79	и у	2	4
80	м с	7	4
81	он писал	2	4
82	в россии	2	4
83	в которой	2	4
84	и через	3	3
85	в виде	2	3
86	отнюдь не	4	3
87	в петербург	2	3
88	т ii	2	3
89	с другой	2	3
90	со своими	2	3
91	как в	4	3
92	но не	5	3
93	ii с	2	3
94	но это	5	3
95	что они	4	3
96	ничего не	4	3
97	года в	7	3
98	все же	5	3
99	на его	4	3
100	в целом	6	3
101	вместе с	3	3
102	на него	2	3
103	другой стороны	2	3
104	таким образом	10	3
105	все эти	4	3
106	если не	4	3
107	уже не	3	3
108	и он	2	3
109	едва ли	2	3
110	н к	2	3
111	что этот	2	3
112	и на	5	3
113	марта года	4	3
114	в начале	3	3
115	января года	4	3
116	то есть	5	3
117	место в	3	2
118	во многом	2	2
119	тем что	3	2
120	он сам	3	2
121	не менее	2	2
122	в частности	2	2
123	нет и	2	2
124	и м	2	2
125	а н	2	2
126	не столько	2	2
127	одной из	3	2
128	но зато	3	2
129	тому же	2	2
130	что я	2	2
131	еще не	5	2
132	при этом	8	2
133	года и	4	2
134	и мы	3	2
135	что на	2	2
136	в самом	3	2
137	одним из	3	2
138	а ф	3	2
139	всяком случае	2	2
140	к жизни	2	2
141	и т	13	2
142	в свой	2	2
143	из них	2	2
144	него в	2	2
145	из этого	2	2
146	что она	4	2
147	так например	3	2
148	т д	11	2
149	начиная с	2	2
150	и других	2	2
151	письма к	3	2
152	тем самым	4	2
153	с ними	2	2
154	философии но	2	2
155	во всяком	2	2
156	известно что	2	2
157	октября года	2	2
158	и еще	2	2
159	этот факт	2	2
160	в которую	2	2
161	и это	3	2
162	всякого рода	2	2
163	в чем	4	2
