N	2gram	Berdyaev_M_1	Tvorches
1	у достоевского	42	30
2	и в	28	20
3	не только	29	13
4	никогда не	14	11
5	как бы	2	11
6	в преступлении	2	10
7	в его	9	10
8	в то	2	10
9	достоевского в	9	9
10	и его	9	9
11	и не	11	9
12	прежде всего	10	8
13	достоевского не	4	8
14	в том	6	8
15	достоевского как	2	8
16	ивана карамазова	7	8
17	но и	25	8
18	может быть	30	8
19	в этом	20	8
20	и с	3	8
21	это не	5	7
22	братьях карамазовых	3	7
23	что в	10	7
24	иван карамазов	8	7
25	не может	28	7
26	достоевский в	5	7
27	потому что	16	7
28	xix века	4	7
29	у него	17	6
30	в конце	7	6
31	что он	10	6
32	в братьях	3	6
33	как и	5	6
34	из подполья	10	6
35	в своей	15	6
36	все это	6	6
37	в бесах	2	6
38	а не	25	6
39	романов достоевского	3	5
40	если он	5	5
41	в мире	10	5
42	достоевского с	2	5
43	но не	8	5
44	достоевский не	6	5
45	все же	2	5
46	и на	6	5
47	в этой	6	5
48	о том	2	5
49	героев достоевского	2	5
50	в творчестве	10	5
51	то есть	3	5
52	за собой	2	4
53	и от	2	4
54	том что	3	4
55	мы видим	2	4
56	когда он	3	4
57	как в	2	4
58	все эти	2	4
59	творчество достоевского	13	4
60	не в	16	4
61	а в	4	4
62	герои достоевского	4	4
63	творчестве достоевского	4	4
64	и потому	10	4
65	ничего не	3	4
66	и достоевский	12	4
67	если бы	2	4
68	но в	7	4
69	место в	2	3
70	я бы	2	3
71	он сам	6	3
72	о великом	4	3
73	что достоевский	4	3
74	жизни в	2	3
75	с этой	4	3
76	человека и	14	3
77	своих героев	2	3
78	к этому	2	3
79	с ним	2	3
80	в дневнике	2	3
81	отношению к	2	3
82	жизни идей	2	3
83	быть может	7	3
84	достоевского нет	5	3
85	достоевского это	2	3
86	великом инквизиторе	5	3
87	для него	11	3
88	в самом	11	3
89	и мы	2	3
90	он не	24	3
91	в котором	8	3
92	один из	4	3
93	в нем	13	3
94	то что	5	3
95	и это	12	3
96	подпольный человек	6	3
97	вместе с	6	3
98	сих пор	2	3
99	в их	4	3
100	достоевского но	3	3
101	по отношению	2	3
102	так как	3	3
103	человека в	13	3
104	в свете	3	3
105	подпольного человека	7	3
106	уже не	4	3
107	одним из	2	3
108	тем что	4	3
109	в которых	4	3
110	в себе	7	3
111	в начале	2	3
112	его в	3	3
113	любви к	7	3
114	нет ничего	7	3
115	до сих	2	3
116	жизнь идей	4	2
117	уже в	4	2
118	и есть	14	2
119	личности в	2	2
120	о человеке	23	2
121	не знал	4	2
122	в этот	2	2
123	человеческой личности	4	2
124	романы достоевского	2	2
125	в ее	3	2
126	у нас	5	2
127	к миру	2	2
128	проникает в	2	2
129	достоевским в	2	2
130	но если	3	2
131	о своих	2	2
132	преступления и	3	2
133	нет и	5	2
134	себя в	3	2
135	в свой	2	2
136	дневнике писателя	2	2
137	самого достоевского	2	2
138	в истории	2	2
139	приводит к	2	2
140	веру в	4	2
141	в наше	2	2
142	бы не	2	2
143	не было	18	2
144	достоевского к	5	2
145	достоевского и	10	2
146	образ человека	7	2
147	и что	2	2
148	и у	2	2
149	на этот	2	2
150	и он	12	2
151	не так	3	2
152	и по	4	2
153	достоевского мы	2	2
154	особенно в	3	2
155	философии но	2	2
156	о достоевском	7	2
157	образ и	2	2
158	в основе	2	2
159	могут быть	2	2
160	реалистический роман	2	2
161	для достоевского	5	2
162	в которой	6	2
163	и еще	3	2
164	только в	6	2
165	идей и	3	2
166	карамазова и	2	2
167	в россии	2	2
