N	2gram	Vygotskiy__6	FransuaR
1	и в	28	65
2	и др	2	24
3	как бы	11	22
4	и не	11	22
5	в сущности	7	16
6	в том	28	16
7	в этом	27	15
8	но в	5	14
9	в нем	7	13
10	мы уже	2	12
11	прежде всего	2	11
12	и на	5	11
13	и его	3	10
14	не только	16	10
15	но и	10	10
16	так и	6	10
17	все эти	2	10
18	в его	3	9
19	во всех	4	9
20	все это	2	9
21	форм и	2	9
22	по своему	2	8
23	в своем	7	8
24	в основе	3	8
25	и другие	2	8
26	его в	6	7
27	в области	6	7
28	точки зрения	13	7
29	только в	18	7
30	никогда не	8	6
31	не знает	3	6
32	том что	19	6
33	все же	2	6
34	как мы	10	6
35	в значительной	2	6
36	еще не	8	6
37	при этом	3	6
38	может быть	13	6
39	в отношении	10	6
40	сказать что	13	6
41	так как	10	6
42	с его	3	5
43	в одном	2	5
44	его развития	3	5
45	в частности	4	5
46	в них	3	5
47	потому что	22	5
48	есть в	3	5
49	для него	6	5
50	в своей	2	5
51	как в	3	5
52	как и	6	5
53	в той	4	5
54	в своих	3	5
55	и все	5	5
56	связи с	3	4
57	это в	2	4
58	и к	6	4
59	не в	4	4
60	в этой	5	4
61	можно только	2	4
62	отношение к	7	4
63	в самом	8	4
64	из них	2	4
65	сих пор	3	4
66	до сих	3	4
67	мысли и	2	4
68	в их	3	4
69	для нас	2	4
70	между ними	7	4
71	не могут	5	3
72	но на	2	3
73	что в	17	3
74	на котором	2	3
75	в состоянии	4	3
76	это не	5	3
77	на фоне	3	3
78	что он	18	3
79	но это	2	3
80	мы и	4	3
81	самом деле	2	3
82	в ряду	2	3
83	по своей	3	3
84	с точки	10	3
85	то что	28	3
86	на этой	5	3
87	где они	2	3
88	как раз	6	3
89	не может	19	3
90	этом отношении	3	3
91	и других	7	3
92	в себя	3	3
93	дает в	2	3
94	в системе	3	3
95	с другой	2	3
96	друг друга	4	3
97	в других	2	3
98	в себе	4	3
99	и вообще	2	3
100	но как	3	3
101	и здесь	3	3
102	с ним	2	3
103	но не	10	2
104	к тому	10	2
105	представления о	2	2
106	и от	2	2
107	из этих	3	2
108	раз и	2	2
109	можно сказать	6	2
110	мы видим	7	2
111	более того	2	2
112	от него	2	2
113	до конца	3	2
114	и человека	2	2
115	несмотря на	2	2
116	например в	4	2
117	на его	3	2
118	интерес к	2	2
119	от того	10	2
120	хотя и	3	2
121	он не	7	2
122	значительной мере	2	2
123	в целом	3	2
124	во второй	2	2
125	в процессе	9	2
126	к жизни	4	2
127	приводит к	6	2
128	только на	2	2
129	в свете	5	2
130	отношения к	3	2
131	того что	24	2
132	что мы	11	2
133	и наконец	2	2
134	на этот	4	2
135	и по	3	2
136	одним из	2	2
137	мы всегда	2	2
138	образом в	3	2
139	этот вопрос	3	2
140	в этих	2	2
141	речи и	5	2
142	но с	2	2
143	могут быть	5	2
144	в чем	6	2
