N	2gram	Nazirov_Tv_1	Mirosoze
1	у достоевского	28	42
2	может быть	5	30
3	не только	7	29
4	и в	21	28
5	не может	4	28
6	но и	3	25
7	а не	5	25
8	он не	8	24
9	в этом	6	20
10	о свободе	3	18
11	у него	7	17
12	не в	2	16
13	потому что	5	16
14	переходит в	2	15
15	в ней	2	15
16	в своей	4	15
17	никогда не	3	14
18	человека и	4	14
19	до конца	2	14
20	в нем	3	13
21	творчество достоевского	3	13
22	человека в	6	13
23	и достоевский	2	12
24	и он	2	12
25	для него	6	11
26	в самом	3	11
27	и не	7	11
28	что в	12	10
29	в своем	4	10
30	свободы и	2	10
31	в мире	4	10
32	был бы	2	10
33	из подполья	13	10
34	достоевского и	3	10
35	во имя	2	10
36	прежде всего	4	10
37	и все	6	10
38	что он	6	10
39	бога и	2	10
40	в творчестве	6	10
41	достоевского в	12	9
42	к человеку	3	9
43	но он	2	9
44	в его	13	9
45	и его	6	9
46	но не	3	8
47	в человеке	4	8
48	в котором	6	8
49	иван карамазов	2	8
50	быть может	2	7
51	не был	3	7
52	достоевского он	2	7
53	того что	3	7
54	но в	7	7
55	подпольного человека	11	7
56	в себе	2	7
57	он сам	6	6
58	в том	7	6
59	в этой	5	6
60	все это	10	6
61	ведет к	2	6
62	и на	7	6
63	достоевский не	4	6
64	подпольный человек	22	6
65	вместе с	2	6
66	только в	5	6
67	в которой	3	6
68	это не	4	5
69	достоевский в	3	5
70	добра и	3	5
71	записок из	3	5
72	достоевского к	3	5
73	для достоевского	4	5
74	как и	12	5
75	то что	8	5
76	и зла	2	5
77	достоевский с	2	5
78	русской литературы	2	5
79	уже в	3	4
80	в этих	2	4
81	не знает	2	4
82	достоевского не	6	4
83	человека но	3	4
84	в их	3	4
85	и по	3	4
86	а в	6	4
87	в любви	2	4
88	герои достоевского	4	4
89	творчестве достоевского	5	4
90	один из	4	4
91	xix века	6	4
92	человеческой личности	3	4
93	это и	3	4
94	к ней	2	4
95	что и	2	4
96	есть не	2	4
97	уже не	3	4
98	что достоевский	7	4
99	значит что	2	4
100	романов достоевского	3	3
101	к тому	2	3
102	для человека	3	3
103	не мог	2	3
104	но если	3	3
105	в него	2	3
106	преступления и	5	3
107	не так	3	3
108	в момент	4	3
109	так как	3	3
110	в мир	2	3
111	то есть	12	3
112	и с	3	3
113	с его	11	3
114	в жизни	2	3
115	человека у	2	3
116	достоевский и	3	3
117	том что	11	3
118	что человек	3	3
119	на том	2	3
120	когда он	2	3
121	вряд ли	2	3
122	сам достоевский	2	3
123	человека его	2	3
124	в движении	2	3
125	когда человек	2	3
126	хотя бы	5	3
127	может не	2	2
128	место в	3	2
129	к добру	2	2
130	и мир	2	2
131	и от	4	2
132	своих героев	3	2
133	его как	2	2
134	живет в	2	2
135	в свою	7	2
136	он ни	3	2
137	одним из	4	2
138	этом он	2	2
139	в виду	2	2
140	его романах	2	2
141	жизни и	3	2
142	могут быть	2	2
143	в бесах	3	2
144	человека как	2	2
145	достоевским в	4	2
146	людей и	2	2
147	сказать что	2	2
148	как бы	17	2
149	о том	6	2
150	в россии	3	2
151	человека с	2	2
152	с ним	3	2
153	не существует	3	2
154	по достоевскому	2	2
155	в основе	2	2
156	а как	2	2
157	страдания и	2	2
158	жизни в	6	2
159	человек может	2	2
160	личности в	2	2
161	к этому	2	2
162	в преступлении	6	2
163	достоевского с	8	2
164	в то	15	2
165	достоевского это	4	2
166	как будто	5	2
167	и когда	2	2
168	еще в	2	2
169	все же	5	2
170	героев достоевского	3	2
171	самого достоевского	3	2
172	как в	8	2
173	мысли и	4	2
174	приводит к	2	2
175	в наше	2	2
176	на земле	3	2
177	и у	2	2
178	и как	4	2
179	эти слова	2	2
180	на протяжении	3	2
181	и человек	2	2
182	свою противоположность	2	2
