N	2gram	Voloshinov_1	Formalny
1	и в	16	24
2	в его	4	23
3	прежде всего	9	22
4	и не	4	20
5	так и	4	18
6	и пр	12	17
7	не может	8	16
8	точки зрения	8	16
9	в этом	9	15
10	в нем	4	14
11	может быть	17	14
12	с точки	6	13
13	таким образом	9	13
14	не менее	2	11
15	как и	2	11
16	в своей	2	11
17	и ее	4	10
18	и их	4	10
19	то же	2	10
20	и его	8	10
21	и потому	3	9
22	все это	4	9
23	его целом	2	8
24	то что	3	8
25	и на	4	8
26	и с	8	8
27	не только	7	7
28	с ее	4	7
29	жизни и	3	7
30	но и	4	7
31	на самом	4	7
32	отнюдь не	4	6
33	и все	4	6
34	было бы	2	6
35	в том	3	6
36	в этой	4	6
37	самом деле	6	6
38	до сих	3	6
39	в пределах	2	6
40	еще не	5	6
41	как бы	5	6
42	сих пор	3	6
43	а в	3	6
44	отношения к	3	6
45	все эти	5	6
46	на основе	2	6
47	как это	3	6
48	хотя бы	4	5
49	при этом	6	5
50	только на	3	5
51	и др	3	5
52	во всех	3	5
53	в самом	2	5
54	как мы	4	5
55	но в	4	5
56	с его	7	4
57	в частности	2	4
58	никогда не	2	4
59	с другими	3	4
60	и к	6	4
61	для этого	2	4
62	учение о	3	4
63	и может	4	4
64	конечно не	6	4
65	всяком случае	3	4
66	оно не	2	4
67	так же	2	4
68	что в	3	4
69	только и	2	4
70	с этой	2	4
71	во всяком	3	4
72	в них	2	3
73	в жизни	2	3
74	что он	2	3
75	это последнее	2	3
76	с помощью	2	3
77	для него	6	3
78	и как	3	3
79	но это	2	3
80	аналогии с	2	3
81	в большинстве	3	3
82	со всеми	2	3
83	в общем	3	3
84	на язык	3	3
85	он не	2	3
86	в основном	3	3
87	один из	2	3
88	отношение к	5	3
89	в систему	2	3
90	по аналогии	2	3
91	и других	2	3
92	сводится к	2	3
93	мы не	2	3
94	и наконец	4	3
95	и даже	4	3
96	между ними	3	3
97	его в	4	3
98	в основе	3	3
99	они не	2	3
100	в области	3	3
101	в душе	2	2
102	же как	2	2
103	с этим	2	2
104	в одном	3	2
105	не можем	2	2
106	ни было	2	2
107	ни в	5	2
108	войти в	2	2
109	почти совершенно	2	2
110	и лишь	2	2
111	если мы	2	2
112	только в	4	2
113	только как	3	2
114	к другим	2	2
115	в него	5	2
116	за пределы	2	2
117	нет и	2	2
118	что и	2	2
119	не есть	2	2
120	не имеющие	2	2
121	вместе с	3	2
122	во всей	2	2
123	не на	2	2
124	и исключительно	2	2
125	и содержание	2	2
126	пр и	3	2
127	и вот	3	2
128	в науке	2	2
129	но ведь	2	2
130	полагаем что	3	2
131	и это	6	2
132	тех же	3	2
133	большинстве случаев	3	2
134	мы полагаем	3	2
135	с ним	2	2
136	почти не	2	2
137	как с	2	2
138	что такое	5	2
