N	2gram	Tiupa_Hudo_1	Myslijsy
1	то есть	18	34
2	потому что	3	33
3	то что	4	29
4	может быть	14	26
5	таким образом	3	24
6	в том	18	23
7	и в	19	23
8	в этом	11	23
9	в слове	3	22
10	и не	15	18
11	что в	6	17
12	при этом	13	15
13	только в	5	15
14	как и	2	14
15	в себе	9	14
16	то же	10	14
17	того что	4	14
18	если бы	3	13
19	том что	8	12
20	а не	9	12
21	по себе	2	11
22	но и	10	11
23	не в	7	11
24	не может	7	11
25	и потому	2	10
26	по отношению	9	10
27	не только	16	10
28	для меня	2	10
29	между тем	4	9
30	в своем	2	8
31	отношению к	9	8
32	сказать что	4	8
33	о том	2	8
34	но в	7	8
35	это не	2	7
36	в нем	5	7
37	что и	2	7
38	и что	3	7
39	вовсе не	2	7
40	могут быть	4	7
41	как в	2	7
42	этого слова	2	7
43	и к	3	6
44	для того	2	6
45	в которой	2	6
46	так и	11	6
47	для него	4	5
48	хотя и	3	5
49	в его	9	5
50	как бы	9	5
51	к нему	3	5
52	все это	2	5
53	не менее	3	5
54	одно слово	3	5
55	а в	12	5
56	с ним	2	5
57	говорить о	3	5
58	и то	4	5
59	слова и	2	5
60	есть в	2	5
61	и более	2	4
62	что он	3	4
63	тем не	3	4
64	тогда как	13	4
65	можно сказать	5	4
66	в одном	2	4
67	и о	3	4
68	и тем	2	4
69	между ними	4	4
70	а именно	2	4
71	в той	3	4
72	тем самым	4	4
73	того чтобы	2	4
74	так же	2	4
75	с другими	4	4
76	точки зрения	10	4
77	в каком	2	4
78	в данном	4	4
79	в то	6	4
80	быть названо	2	4
81	его в	2	4
82	мы имеем	6	4
83	слова в	2	3
84	ни был	2	3
85	никогда не	2	3
86	в этих	3	3
87	и состоит	3	3
88	в них	2	3
89	именно в	2	3
90	не будет	2	3
91	же время	5	3
92	еще не	3	3
93	к тому	4	3
94	например в	3	3
95	в самом	5	3
96	известной степени	3	3
97	в виду	5	3
98	со стороны	2	3
99	так в	4	3
100	все эти	2	3
101	уже не	4	3
102	лишь в	4	3
103	и по	2	3
104	и на	2	3
105	то в	2	3
106	их в	3	3
107	в искусстве	7	3
108	с точки	3	3
109	я не	2	2
110	состоит в	16	2
111	и как	3	2
112	в нашем	2	2
113	говоря словами	5	2
114	тому что	2	2
115	превращается в	2	2
116	с другой	7	2
117	не как	2	2
118	из этих	3	2
119	языка в	4	2
120	для понимания	2	2
121	отношение к	5	2
122	что может	2	2
123	том и	2	2
124	кто говорит	5	2
125	в ее	5	2
126	в самой	2	2
127	было и	2	2
128	из этого	2	2
129	об этом	2	2
130	только о	2	2
131	по своему	2	2
132	имеем дело	2	2
133	в свою	3	2
134	он не	4	2
135	не вполне	2	2
136	никто не	2	2
137	и др	2	2
138	так или	3	2
139	даже в	3	2
140	один из	2	2
141	не с	2	2
142	и это	2	2
143	в мире	21	2
144	что она	2	2
145	и для	2	2
146	если мы	2	2
147	дело не	2	2
148	до известной	2	2
149	и притом	3	2
150	сводятся к	2	2
151	и его	12	2
152	или иначе	4	2
153	не следует	4	2
154	из виду	2	2
155	с языком	3	2
156	к его	2	2
157	я в	11	2
158	из тех	2	2
159	быть и	2	2
160	в области	6	2
161	на деле	3	2
162	ни к	2	2
