N	3gram	Voloshinov_1	Problema
1	тем не менее	2	10
2	в том что	3	9
3	сама по себе	2	8
4	то же самое	3	7
5	в связи с	7	7
6	во всяком случае	2	6
7	в этом случае	3	5
8	с другой стороны	5	5
9	не может быть	13	5
10	в таком случае	2	4
11	в то же	3	4
12	бы то ни	8	4
13	на самом же	2	4
14	самом же деле	2	4
15	то ни было	8	3
16	можно было бы	2	3
17	в конце концов	3	3
18	может быть и	3	3
19	на первый план	2	2
20	мы не будем	3	2
21	с точки зрения	20	2
22	же как и	2	2
23	отнюдь не является	3	2
24	в отличие от	5	2
25	можно сказать что	3	2
26	до сих пор	8	2
27	в настоящее время	6	2
28	ничего общего с	2	2
