N	2gram	Vygotskiy__2	Marksizm
1	точки зрения	26	34
2	может быть	9	26
3	и не	7	26
4	не может	9	24
5	с точки	18	20
6	и в	15	19
7	и его	4	19
8	таким образом	14	17
9	в этом	19	16
10	как бы	7	15
11	в процессе	11	14
12	прежде всего	4	13
13	языка и	3	13
14	как мы	6	13
15	как и	6	12
16	так и	8	11
17	если мы	6	11
18	и для	2	11
19	связи с	9	11
20	в самом	11	10
21	и т.п	7	10
22	самом деле	6	10
23	для него	3	9
24	лишь в	3	9
25	в результате	3	9
26	внутренняя речь	3	9
27	внутренней речи	5	9
28	только в	4	9
29	при этом	3	8
30	но и	10	8
31	о языке	2	8
32	друг друга	5	8
33	не только	15	8
34	все же	4	8
35	то что	20	8
36	точка зрения	3	7
37	в связи	6	7
38	все эти	3	7
39	так же	4	7
40	но в	6	7
41	во всех	2	7
42	то же	5	7
43	а не	3	7
44	с помощью	5	6
45	в том	33	6
46	отнюдь не	2	6
47	того же	3	6
48	в его	2	6
49	мы не	10	6
50	ничего не	3	6
51	с другой	6	5
52	именно в	2	5
53	мы знаем	7	5
54	не в	8	5
55	те же	3	5
56	в начале	4	5
57	и все	3	5
58	к этому	4	5
59	вовсе не	6	5
60	за пределы	2	5
61	в отличие	3	5
62	того чтобы	12	5
63	хотя бы	4	5
64	этот вопрос	5	5
65	во всяком	7	5
66	отличие от	3	5
67	что в	14	4
68	в отношении	6	4
69	вопрос о	5	4
70	не является	9	4
71	от того	2	4
72	этой проблемы	2	4
73	а в	4	4
74	тот же	7	4
75	сказать что	6	4
76	с этим	3	4
77	по себе	7	4
78	было бы	10	4
79	нет и	2	4
80	что же	2	4
81	как в	4	4
82	для того	10	4
83	и эта	2	4
84	переход от	4	4
85	в данном	3	4
86	психологии в	2	4
87	он является	2	3
88	этом отношении	3	3
89	и есть	2	3
90	понятно что	2	3
91	или иной	2	3
92	можно сказать	2	3
93	и как	2	3
94	высшей степени	7	3
95	не дает	2	3
96	на язык	2	3
97	социальной среде	5	3
98	в котором	2	3
99	из них	3	3
100	все это	4	3
101	по отношению	6	3
102	следует что	2	3
103	того что	17	3
104	не имеет	4	3
105	с другими	3	3
106	же самое	2	3
107	в высшей	7	3
108	не существует	3	3
109	смысле этого	3	3
110	не могут	2	3
111	и к	6	3
112	для всего	2	3
113	том что	27	3
114	мы должны	6	3
115	действительности и	3	3
116	одной из	3	3
117	в сущности	9	3
118	общего с	2	3
119	он не	7	3
120	в своей	4	3
121	в истории	6	3
122	целый ряд	2	3
123	на самом	3	3
124	имеет свою	2	3
125	на этот	6	3
126	речи в	6	3
127	но все	2	3
128	речи и	15	3
129	и ее	3	3
130	и это	3	3
131	в которой	4	3
132	том числе	3	2
133	сама по	2	2
134	же как	2	2
135	независимо от	4	2
136	в частности	6	2
137	никогда не	8	2
138	в своем	9	2
139	точку зрения	6	2
140	или к	2	2
141	что все	4	2
142	эта проблема	5	2
143	его к	2	2
144	самый вопрос	2	2
145	ни в	2	2
146	иными словами	2	2
147	логику и	2	2
148	числе и	3	2
149	и той	2	2
150	но для	2	2
151	для всех	4	2
152	но если	2	2
153	в виду	6	2
154	всяком случае	6	2
155	и др	5	2
156	с ее	2	2
157	на этой	2	2
158	в первой	2	2
159	и их	5	2
160	и только	3	2
161	мысль и	2	2
162	и других	2	2
163	и даже	5	2
164	речь и	5	2
165	должно быть	2	2
166	можно было	5	2
167	с этой	2	2
168	говорит он	12	2
169	в объяснении	3	2
170	из виду	2	2
171	из этих	4	2
172	к его	2	2
173	о том	9	2
174	этом смысле	2	2
175	как он	6	2
176	так как	4	2
177	к этой	3	2
178	и с	4	2
179	от этого	2	2
180	в основе	3	2
181	и более	2	2
182	если бы	8	2
183	что он	12	2
184	в себе	2	2
185	зависимости от	6	2
186	во все	2	2
187	в качестве	4	2
188	мы уже	6	2
189	к тому	7	2
190	этого слова	3	2
191	не могло	2	2
192	что и	2	2
193	отношению к	5	2
194	бы и	3	2
195	и речи	13	2
196	как раз	4	2
197	для данного	2	2
198	речи как	3	2
199	из которых	3	2
200	мира и	2	2
201	той же	2	2
202	или в	3	2
203	связана с	4	2
204	мы можем	10	2
205	тем что	2	2
206	могут быть	2	2
207	в другом	2	2
208	и вообще	2	2
209	ту же	2	2
210	и т.д	12	2
211	там где	6	2
