N	2gram	Voloshinov_1	Vladivir
1	и в	12	31
2	не только	4	24
3	а к	2	22
4	но и	3	19
5	то что	5	18
6	и не	10	17
7	том что	5	14
8	что в	2	14
9	в этом	4	14
10	и с	3	14
11	в его	2	12
12	но в	5	12
13	с его	2	11
14	в том	6	11
15	о том	3	11
16	и то	2	10
17	он не	2	10
18	никогда не	5	9
19	только в	6	9
20	и по	3	8
21	в то	2	8
22	так как	9	8
23	уже в	2	7
24	для него	3	7
25	кроме того	2	7
26	и его	13	7
27	как это	2	7
28	сказать что	7	7
29	к этому	2	6
30	и к	4	6
31	можно сказать	5	6
32	и потому	2	6
33	может быть	14	6
34	в котором	3	6
35	так и	4	6
36	не может	16	6
37	то же	5	6
38	и что	2	6
39	все это	3	5
40	не в	4	5
41	что и	2	5
42	жизни и	4	5
43	когда он	3	5
44	с ним	3	5
45	в своем	2	4
46	и все	2	4
47	в нем	6	4
48	для нас	7	4
49	в себе	3	4
50	да и	3	4
51	и вообще	3	4
52	как и	5	4
53	в нашем	11	4
54	в своей	3	4
55	в особенности	2	4
56	дело в	4	4
57	к нему	4	4
58	отнюдь не	5	3
59	с другой	4	3
60	и так	2	3
61	в жизни	5	3
62	как в	5	3
63	но не	2	3
64	но это	2	3
65	но что	2	3
66	ничего не	2	3
67	за пределы	4	3
68	все же	4	3
69	отношение к	4	3
70	вместе с	2	3
71	на него	2	3
72	только на	3	3
73	другой стороны	2	3
74	в отношении	2	3
75	таким образом	12	3
76	все эти	3	3
77	уже не	4	3
78	и притом	2	3
79	едва ли	2	3
80	и на	4	3
81	к его	2	3
82	и здесь	2	3
83	но этот	2	3
84	здесь не	3	3
85	в момент	2	2
86	место в	2	2
87	не менее	3	2
88	в них	3	2
89	хотя бы	5	2
90	на все	2	2
91	ясно что	3	2
92	его к	2	2
93	но зато	2	2
94	тем не	3	2
95	ни в	3	2
96	тому же	2	2
97	еще не	3	2
98	при этом	6	2
99	того что	3	2
100	в самом	4	2
101	конечно не	3	2
102	на это	2	2
103	из этого	3	2
104	но мы	2	2
105	как к	3	2
106	и для	3	2
107	что мы	5	2
108	как на	2	2
109	точки зрения	14	2
110	в каком	3	2
111	в чем	2	2
