N	2gram	Potebnia_M_1	Vladivir
1	и в	39	31
2	не только	21	24
3	но и	20	19
4	то что	10	18
5	и не	18	17
6	и даже	4	15
7	том что	16	14
8	что в	22	14
9	в этом	15	14
10	и с	3	14
11	там же	9	13
12	по поводу	3	12
13	в его	5	12
14	но в	9	12
15	в том	26	11
16	между прочим	2	11
17	потому что	52	11
18	о том	2	11
19	же с	7	11
20	так что	16	10
21	и то	3	10
22	он не	3	10
23	никогда не	4	9
24	как мы	2	9
25	с а	2	9
26	а в	5	9
27	в течение	2	9
28	даже и	2	9
29	только в	25	9
30	и по	6	8
31	в то	4	8
32	так как	21	8
33	для него	4	7
34	и его	5	7
35	сказать что	3	7
36	у нас	2	6
37	того же	3	6
38	и потому	5	6
39	может быть	27	6
40	так и	13	6
41	не может	22	6
42	то же	6	6
43	и что	10	6
44	на этот	2	6
45	то он	2	6
46	вовсе не	5	5
47	на то	2	5
48	не в	15	5
49	но как	3	5
50	и если	2	5
51	видно что	2	5
52	и от	3	5
53	что и	6	5
54	жизни и	2	5
55	что же	2	5
56	не было	4	5
57	в своих	4	5
58	но он	2	5
59	с ним	3	5
60	же время	4	4
61	в своем	3	4
62	и все	3	4
63	этом смысле	4	4
64	в нем	20	4
65	для нас	9	4
66	к ней	2	4
67	в себе	13	4
68	и вообще	3	4
69	как и	9	4
70	и как	6	4
71	в этой	3	4
72	никак не	2	4
73	хотя и	3	4
74	в своей	3	4
75	в истории	7	4
76	мысли и	9	4
77	в нас	7	4
78	что для	3	4
79	несмотря на	5	4
80	во всем	4	4
81	дело в	2	4
82	в которой	2	4
83	мы увидим	3	3
84	под влиянием	2	3
85	но на	2	3
86	к тому	4	3
87	с другой	7	3
88	в жизни	3	3
89	как в	10	3
90	но не	8	3
91	но это	5	3
92	за пределы	2	3
93	все же	6	3
94	в целом	2	3
95	вместе с	8	3
96	на него	3	3
97	только на	3	3
98	другой стороны	5	3
99	что к	2	3
100	взгляд на	2	3
101	таким образом	13	3
102	если не	2	3
103	не мог	3	3
104	уже не	2	3
105	и притом	4	3
106	и всегда	2	3
107	то мы	2	3
108	с в	5	3
109	в начале	2	3
110	то есть	42	3
111	тем что	9	2
112	нисколько не	2	2
113	мы будем	2	2
114	с и	3	2
115	с тем	5	2
116	не менее	6	2
117	по этому	2	2
118	для нее	2	2
119	от нее	6	2
120	в них	3	2
121	хотя бы	2	2
122	что все	3	2
123	на все	2	2
124	его к	2	2
125	о его	2	2
126	тем не	6	2
127	тем более	2	2
128	от него	4	2
129	не были	2	2
130	все что	2	2
131	еще не	6	2
132	при этом	6	2
133	того что	8	2
134	было бы	12	2
135	что на	6	2
136	в самом	3	2
137	и о	2	2
138	одним из	2	2
139	на что	2	2
140	для себя	3	2
141	и т	6	2
142	не по	4	2
143	из этого	2	2
144	со стороны	8	2
145	только что	2	2
146	так например	3	2
147	то и	7	2
148	т д	4	2
149	и для	5	2
150	и других	4	2
151	на основании	2	2
152	тем самым	4	2
153	того чтобы	2	2
154	для того	3	2
155	что мы	4	2
156	по его	7	2
157	как на	3	2
158	той же	3	2
159	не из	3	2
160	имеют для	3	2
161	во всяком	3	2
162	известно что	2	2
163	к этой	3	2
164	точки зрения	8	2
165	в каком	6	2
166	из этих	4	2
167	о котором	3	2
168	мы должны	3	2
169	что сам	3	2
170	его на	2	2
171	и это	3	2
