N	2gram	Tiupa_Lite_3	DiskursI
1	в себе	6	19
2	при этом	15	17
3	состоит в	6	16
4	в качестве	5	16
5	и в	16	16
6	может быть	12	16
7	как и	5	16
8	в этом	14	16
9	и не	22	15
10	а не	12	14
11	в частности	11	12
12	и т.п	6	12
13	в отличие	5	12
14	отличие от	5	12
15	то есть	5	12
16	в мире	16	11
17	представляет собой	2	11
18	но и	14	11
19	тогда как	17	11
20	но в	3	11
21	том что	8	10
22	не только	14	10
23	своего рода	10	10
24	со стороны	7	10
25	такого рода	10	9
26	так и	9	9
27	не может	8	9
28	в том	12	8
29	а также	4	8
30	как в	5	8
31	в рамках	4	7
32	не менее	2	7
33	прежде всего	3	7
34	в нем	2	7
35	но не	4	7
36	в данном	4	7
37	по мысли	6	6
38	с его	6	6
39	отнюдь не	3	6
40	себя в	7	6
41	еще не	6	6
42	все же	2	6
43	в своей	7	6
44	данном случае	4	6
45	то же	9	6
46	тем самым	7	6
47	в своих	2	6
48	по своей	3	6
49	ни к	3	5
50	в противоположность	2	5
51	что в	2	5
52	с другой	6	5
53	в противовес	7	5
54	же время	7	5
55	для него	2	5
56	то что	12	5
57	и на	2	5
58	коммуникативного события	5	5
59	в то	9	5
60	я в	7	5
61	лирического героя	7	5
62	в одном	4	4
63	одного из	2	4
64	к этому	2	4
65	разумеется не	3	4
66	одной стороны	4	4
67	как бы	8	4
68	отношению к	4	4
69	по отношению	4	4
70	этом отношении	5	4
71	с одной	4	4
72	человека в	2	4
73	потому что	3	4
74	в основе	5	4
75	одно из	4	4
76	точки зрения	7	4
77	в этой	8	4
78	о том	6	4
79	мира и	2	4
80	я и	10	4
81	жизни в	4	3
82	это не	5	3
83	или иной	2	3
84	уже не	3	3
85	и как	3	3
86	не в	10	3
87	соответствии с	5	3
88	можно сказать	2	3
89	например в	3	3
90	но одновременно	2	3
91	субъекта в	2	3
92	той или	2	3
93	в его	6	3
94	еще в	3	3
95	к жизни	2	3
96	из них	4	3
97	жизни и	3	3
98	жизни а	2	3
99	коммуникативное событие	4	3
100	и ее	2	3
101	присутствия в	6	3
102	в тексте	4	3
103	лирический герой	5	3
104	и наконец	3	3
105	как на	3	3
106	и его	6	3
107	следует признать	2	3
108	в другом	6	3
109	не знает	2	3
110	как будто	4	3
111	только в	7	3
112	его в	2	3
113	одном из	2	3
114	мира в	3	3
115	место в	4	2
116	причастности к	6	2
117	ивана иваныча	3	2
118	жизни не	2	2
119	другого в	4	2
120	никогда не	4	2
121	по большей	2	2
122	и одновременно	2	2
123	и другого	2	2
124	в целом	5	2
125	к своим	2	2
126	личности в	3	2
127	вследствие этого	2	2
128	большей части	2	2
129	стороны и	2	2
130	что он	5	2
131	в соответствии	3	2
132	всякий раз	2	2
133	жизненный путь	2	2
134	перед лицом	4	2
135	того же	2	2
136	отношение к	2	2
137	о чем	3	2
138	легко может	2	2
139	своего другого	4	2
140	далеко не	2	2
141	для себя	2	2
142	я с	3	2
143	не с	2	2
144	что и	2	2
145	с ее	3	2
146	с точки	3	2
147	но уже	3	2
148	время в	2	2
149	вместе с	5	2
150	с ней	2	2
151	в полном	2	2
152	входит в	4	2
153	я как	4	2
154	именно в	5	2
155	себе самому	3	2
156	объекта и	2	2
157	в принципе	2	2
158	другой стороны	2	2
159	жизни как	2	2
160	романа и	2	2
161	и для	4	2
162	должно быть	4	2
163	а в	5	2
164	той же	3	2
165	тому как	3	2
166	в такого	2	2
167	оказывается не	2	2
168	и с	2	2
169	подобно тому	2	2
170	лирическим героем	2	2
171	и адресата	2	2
172	здесь не	2	2
173	в области	3	2
174	между тем	3	2
