N	2gram	Potebnia_M_2	Myshleni
1	то что	20	26
2	что он	4	25
3	в этом	8	25
4	потому что	49	21
5	таким образом	11	19
6	в том	18	18
7	не может	12	18
8	того чтобы	2	17
9	что в	16	16
10	и в	24	16
11	того что	7	16
12	так как	10	16
13	не только	15	16
14	так же	2	15
15	том что	8	15
16	для того	5	14
17	сказать что	2	13
18	вопрос о	2	12
19	по отношению	2	12
20	и не	19	12
21	и что	4	12
22	в его	2	11
23	но не	12	10
24	было бы	13	10
25	а не	18	10
26	только в	11	10
27	может быть	23	9
28	должно быть	2	8
29	о том	5	8
30	как это	2	8
31	если бы	11	8
32	как и	7	8
33	мы должны	2	8
34	то же	12	8
35	тем самым	4	8
36	и есть	2	7
37	в нем	9	7
38	но он	2	7
39	того же	14	7
40	так и	5	7
41	по себе	15	7
42	если мы	3	7
43	в какой	2	6
44	что все	2	6
45	не в	13	6
46	и следовательно	2	6
47	но если	2	6
48	но и	9	6
49	что оно	4	6
50	и на	8	6
51	в мысли	5	6
52	как он	4	6
53	могли бы	2	6
54	но в	4	6
55	у него	2	6
56	состоит в	2	6
57	связанные с	2	6
58	языка и	3	6
59	мы можем	12	6
60	в другом	2	6
61	на вопрос	3	5
62	самого начала	2	5
63	никогда не	4	5
64	тому что	2	5
65	на все	3	5
66	что они	5	5
67	в деятельности	2	5
68	что с	2	5
69	для него	10	5
70	как бы	9	5
71	но мы	3	5
72	хотя бы	2	5
73	в то	6	5
74	с ним	5	5
75	тогда когда	10	5
76	тот же	5	5
77	как в	10	5
78	только что	3	5
79	того как	7	5
80	с самого	2	5
81	тем что	7	5
82	в которой	5	5
83	не могут	7	4
84	зависит от	2	4
85	что если	6	4
86	все эти	2	4
87	с другой	6	4
88	это не	3	4
89	то время	4	4
90	сама по	2	4
91	а только	8	4
92	так что	10	4
93	в свою	6	4
94	при этом	13	4
95	в самом	4	4
96	что сознание	2	4
97	в целом	3	4
98	и их	5	4
99	оба эти	2	4
100	и другое	4	4
101	не имеет	6	4
102	и по	2	4
103	время как	4	4
104	что мы	11	4
105	к которому	2	4
106	бы в	2	4
107	мысли в	3	4
108	в состоянии	6	4
109	мы видим	2	4
110	еще не	4	4
111	за пределы	2	4
112	не есть	6	4
113	вместе с	11	4
114	к мысли	2	4
115	той же	3	4
116	тому как	4	4
117	и то	3	4
118	могут быть	8	4
119	не то	2	4
120	такой же	4	4
121	подобно тому	4	4
122	не менее	5	3
123	одного и	6	3
124	прежде всего	7	3
125	мы знаем	2	3
126	и как	6	3
127	но это	3	3
128	самом деле	2	3
129	свою очередь	6	3
130	одной стороны	3	3
131	но что	2	3
132	и тот	2	3
133	в действительности	2	3
134	если в	3	3
135	и тем	3	3
136	от того	5	3
137	восприятия и	2	3
138	с одной	4	3
139	они не	4	3
140	как на	3	3
141	а в	8	3
142	в этих	3	3
143	между тем	6	3
144	мы не	11	3
145	между двумя	6	3
146	с тем	4	3
147	с этим	7	3
148	в одном	6	3
149	к этому	2	3
150	все же	5	3
151	и того	6	3
152	и может	3	3
153	а потому	5	3
154	с таким	3	3
155	что и	11	3
156	сих пор	4	3
157	вытекает из	2	3
158	не на	2	3
159	на этом	2	3
160	в себя	2	3
161	и его	2	3
162	мысли но	2	3
163	отношения между	2	3
164	связи с	6	3
165	мысли к	2	3
166	в чем	7	3
167	до сих	4	3
168	только для	5	2
169	себя и	2	2
170	что у	2	2
171	столь же	5	2
172	и от	3	2
173	этой последней	2	2
174	но все	2	2
175	очевидно что	3	2
176	не дает	2	2
177	по поводу	6	2
178	не имеют	2	2
179	вслед за	3	2
180	имеет место	2	2
181	как совокупность	2	2
182	в ней	3	2
183	в котором	4	2
184	по мере	5	2
185	только один	4	2
186	из них	5	2
187	что она	3	2
188	отношений между	3	2
189	все это	2	2
190	другой стороны	2	2
191	то и	9	2
192	отношения к	2	2
193	те же	3	2
194	образом в	4	2
195	но только	2	2
196	что только	2	2
197	что для	3	2
198	или не	5	2
199	и здесь	2	2
200	с которыми	2	2
201	их в	2	2
202	с каким	2	2
203	это будет	3	2
204	том как	3	2
205	в них	5	2
206	в жизни	2	2
207	вовсе не	9	2
208	его в	3	2
209	есть не	5	2
210	не с	3	2
211	то это	3	2
212	нам кажется	4	2
213	же в	5	2
214	у нас	2	2
215	во всем	2	2
216	в образовании	2	2
217	все что	3	2
218	что само	3	2
219	указывает на	2	2
220	мы выше	2	2
221	каким мы	3	2
222	предмета и	4	2
223	общего с	2	2
224	и потому	2	2
225	во всех	7	2
226	находится в	3	2
227	а с	2	2
228	такое же	2	2
229	его на	2	2
230	должны быть	4	2
231	во всяком	7	2
232	само по	2	2
233	сознание и	4	2
234	мы говорим	3	2
235	которые не	3	2
236	и поэтому	2	2
