N	2gram	Losev_Prob_3	Psycholo
1	то что	23	32
2	и в	44	31
3	в том	21	30
4	и т	13	26
5	то есть	34	26
6	что в	8	23
7	может быть	28	22
8	таким образом	9	20
9	при помощи	8	20
10	ясно что	6	19
11	при этом	4	19
12	так как	9	18
13	художественного произведения	14	17
14	не может	7	17
15	как и	10	16
16	том что	12	16
17	и не	35	16
18	искусства и	2	15
19	точки зрения	5	15
20	только в	19	14
21	а не	18	13
22	не только	14	13
23	что и	9	13
24	так же	5	12
25	если мы	16	12
26	мы не	7	12
27	в этом	17	12
28	в самом	3	11
29	могут быть	2	11
30	не в	13	11
31	на то	3	10
32	художественное произведение	8	10
33	того что	8	10
34	потому что	25	10
35	по себе	25	9
36	ни в	8	9
37	как в	5	9
38	самом деле	3	9
39	никогда не	6	8
40	вместе с	2	8
41	все это	5	8
42	т д	13	8
43	и что	7	8
44	во всяком	9	8
45	что мы	8	8
46	что он	9	7
47	есть в	3	7
48	только тогда	2	7
49	на основании	2	7
50	и его	5	7
51	заключается в	4	7
52	сказать что	16	7
53	о том	6	7
54	что это	3	6
55	вовсе не	37	6
56	было бы	8	6
57	если бы	3	6
58	всяком случае	6	6
59	отнюдь не	10	6
60	а в	5	6
61	и даже	14	6
62	в его	9	6
63	и есть	5	5
64	само по	3	5
65	формы и	3	5
66	и все	3	5
67	этой точки	2	5
68	не является	11	5
69	в ее	4	5
70	все же	6	5
71	так что	12	5
72	с одной	2	5
73	то время	4	5
74	для нас	16	5
75	она не	3	5
76	совершенно не	4	5
77	как бы	9	5
78	в целом	6	5
79	в процессе	2	5
80	другой стороны	5	5
81	и для	2	5
82	то же	13	5
83	с другой	7	5
84	время как	4	5
85	это есть	3	5
86	в то	9	5
87	как будто	3	5
88	к тому	3	4
89	в которой	2	4
90	в котором	2	4
91	и другие	3	4
92	в виду	10	4
93	прежде всего	3	4
94	тому что	4	4
95	в себе	8	4
96	указывает на	7	4
97	отличие от	3	4
98	по существу	2	4
99	же как	3	4
100	и если	6	4
101	у нас	10	4
102	от себя	2	4
103	и о	5	4
104	никак не	9	4
105	в этих	2	4
106	и у	2	4
107	с этой	3	4
108	в результате	2	4
109	мы можем	6	4
110	в искусстве	4	4
111	этого слова	5	4
112	как это	2	4
113	могло бы	3	4
114	мы имеем	2	4
115	уже в	3	3
116	совсем не	2	3
117	как на	2	3
118	нашего исследования	2	3
119	с тем	5	3
120	в частности	2	3
121	в своем	5	3
122	что у	3	3
123	только при	4	3
124	у пушкина	6	3
125	точно так	3	3
126	что все	2	3
127	и к	6	3
128	себе а	3	3
129	это и	7	3
130	но это	8	3
131	но не	3	3
132	смысле слова	8	3
133	до сих	2	3
134	из которых	2	3
135	в этой	3	3
136	хотя и	5	3
137	в слове	2	3
138	он не	8	3
139	художественном произведении	3	3
140	художественным произведением	3	3
141	себе не	2	3
142	чистом виде	2	3
143	сих пор	2	3
144	не есть	35	3
145	жизни и	6	3
146	в своей	5	3
147	так и	10	3
148	что при	2	3
149	только на	5	3
150	который в	2	3
151	в отличие	2	3
152	не было	5	3
153	что оно	2	3
154	от того	2	3
155	но только	6	3
156	тем же	2	3
157	и по	2	3
158	почти всегда	2	3
159	в таком	5	3
160	в которых	3	3
161	и только	6	3
162	с этим	2	3
163	в конце	5	3
164	и это	9	3
165	в художественном	3	3
166	конце концов	3	3
167	когда мы	15	3
168	но в	12	3
169	в основе	2	2
170	в известном	2	2
171	не менее	10	2
172	или иное	2	2
173	сама по	8	2
174	можно ли	4	2
175	и как	3	2
176	но даже	4	2
177	бы мы	2	2
178	и состоит	2	2
179	и там	2	2
180	и без	4	2
181	и во	2	2
182	и от	9	2
183	ее и	2	2
184	это в	2	2
185	или иных	4	2
186	с ним	7	2
187	и здесь	5	2
188	быть в	2	2
189	заключается только	2	2
190	есть не	5	2
191	а только	5	2
192	тем не	10	2
193	уже не	7	2
194	и потому	7	2
195	только о	3	2
196	это можно	2	2
197	что они	5	2
198	что здесь	5	2
199	что даже	4	2
200	в качестве	3	2
201	есть нечто	8	2
202	того же	2	2
203	но что	2	2
204	настоящее время	2	2
205	никак нельзя	2	2
206	случае не	3	2
207	и может	2	2
208	когда она	2	2
209	по поводу	2	2
210	этого произведения	3	2
211	о чем	2	2
212	с теми	2	2
213	что такое	3	2
214	образы и	3	2
215	во внимание	2	2
216	и следовательно	2	2
217	и очень	3	2
218	тех или	5	2
219	гораздо более	5	2
220	и тем	9	2
221	в нем	9	2
222	из отдельных	2	2
223	мы видели	2	2
224	из них	2	2
225	когда он	2	2
226	зрения на	2	2
227	но и	10	2
228	без всякого	3	2
229	что же	8	2
230	и тогда	3	2
231	как мы	8	2
232	только что	2	2
233	отличается от	4	2
234	как раз	8	2
235	то и	5	2
236	в связи	7	2
237	по мнению	2	2
238	в настоящее	2	2
239	все дело	2	2
240	же самое	9	2
241	является предметом	2	2
242	на самом	7	2
243	тем самым	5	2
244	есть только	4	2
245	с точки	2	2
246	то или	3	2
247	от него	2	2
248	его не	2	2
249	что для	3	2
250	в чем	4	2
251	ничего не	3	2
252	нас в	4	2
253	образ и	3	2
254	и с	9	2
255	в каком	4	2
256	но как	4	2
257	и то	14	2
258	бы в	2	2
259	будто бы	3	2
260	если же	3	2
261	его в	3	2
262	таком случае	4	2
263	из этого	3	2
264	только то	2	2
265	не то	2	2
266	как она	2	2
267	или как	3	2
