N	2gram	Voloshinov_2	KulturaY
1	и в	19	23
2	не только	13	20
3	в том	7	19
4	в этом	15	18
5	и не	19	16
6	было бы	4	15
7	так как	3	15
8	может быть	28	15
9	точки зрения	17	14
10	если бы	11	12
11	у нас	3	12
12	в самом	6	12
13	все эти	3	12
14	том что	10	11
15	того чтобы	6	11
16	но в	7	11
17	в русском	4	10
18	что в	2	10
19	русском языке	4	10
20	по себе	3	10
21	в языке	7	10
22	а не	9	10
23	вовсе не	11	9
24	вопрос о	2	9
25	в сущности	14	9
26	то что	4	9
27	самом деле	9	9
28	для того	6	9
29	хотя бы	6	9
30	не может	18	9
31	с другой	3	8
32	прежде всего	7	8
33	не в	10	8
34	в качестве	3	8
35	и пр	25	8
36	с точки	13	8
37	языка и	15	8
38	что это	2	7
39	в нашем	2	7
40	все же	5	7
41	но и	10	7
42	с помощью	6	7
43	и с	2	7
44	слова в	8	6
45	это не	4	6
46	по крайней	2	6
47	крайней мере	2	6
48	да и	3	6
49	в этой	3	6
50	но не	2	6
51	что не	2	6
52	в речи	2	6
53	речи в	10	6
54	то же	16	6
55	между тем	6	6
56	и на	5	6
57	должна быть	4	5
58	что он	4	5
59	еще не	3	5
60	в его	5	5
61	всяком случае	2	5
62	этого слова	5	5
63	должен быть	2	5
64	и тем	4	5
65	слова и	6	5
66	речь в	4	5
67	вместе с	2	5
68	приводит к	2	5
69	таким образом	14	5
70	там где	2	5
71	лишь в	14	5
72	и то	3	5
73	не следует	2	5
74	речи и	13	5
75	во всяком	3	5
76	и здесь	5	5
77	только в	8	5
78	зависимости от	2	5
79	в узком	2	4
80	отнюдь не	8	4
81	в зависимости	2	4
82	перед нами	3	4
83	к этому	5	4
84	на то	4	4
85	если мы	6	4
86	к тому	6	4
87	мы знаем	2	4
88	ни в	6	4
89	должно быть	3	4
90	в пределах	10	4
91	или в	2	4
92	как бы	19	4
93	в нем	11	4
94	на этой	5	4
95	так же	5	4
96	в связи	7	4
97	не было	3	4
98	и о	2	4
99	не имеет	3	4
100	в данном	5	4
101	сказать что	4	4
102	могут быть	3	4
103	в каком	3	4
104	в то	8	4
105	в особенности	2	4
106	ничего не	4	4
107	так и	10	4
108	уже в	2	3
109	у него	2	3
110	же время	8	3
111	что оно	3	3
112	различие между	2	3
113	того же	5	3
114	до конца	2	3
115	совершенно не	5	3
116	связи с	13	3
117	но для	2	3
118	в ней	3	3
119	он не	3	3
120	что и	3	3
121	в процессе	18	3
122	речи а	3	3
123	говорящего коллектива	2	3
124	как раз	4	3
125	языке как	2	3
126	в форме	5	3
127	с этим	3	3
128	не знает	2	3
129	именно в	2	3
130	как мы	15	3
131	сводится к	2	3
132	того что	4	3
133	следует что	4	3
134	а в	3	3
135	и его	16	3
136	этой почве	5	3
137	слова как	2	3
138	тем что	2	3
139	языка в	3	3
140	выражение в	5	3
141	и это	3	3
142	в атмосфере	2	2
143	в отношении	4	2
144	для лингвиста	2	2
145	темы и	2	2
146	и более	7	2
147	сознания и	3	2
148	никогда не	7	2
149	смысле этого	4	2
150	пр но	2	2
151	не как	3	2
152	и от	3	2
153	и все	6	2
154	и до	3	2
155	и речь	2	2
156	на все	2	2
157	или иного	2	2
158	речи мы	6	2
159	язык не	3	2
160	его к	2	2
161	что они	2	2
162	языка как	9	2
163	узком смысле	2	2
164	следовательно и	2	2
165	чтобы понять	2	2
166	в другом	3	2
167	и потому	2	2
168	с одной	3	2
169	свою очередь	5	2
170	речи на	2	2
171	смысле слова	5	2
172	но что	2	2
173	в свою	6	2
174	во французском	2	2
175	ли это	2	2
176	при этом	9	2
177	конечно не	4	2
178	того или	2	2
179	и даже	2	2
180	самого языка	2	2
181	и выражения	3	2
182	к нему	5	2
183	мы видели	4	2
184	в своей	3	2
185	в их	5	2
186	и следовательно	6	2
187	в своем	2	2
188	не на	2	2
189	в отличие	3	2
190	лишь с	2	2
191	или же	2	2
192	и для	7	2
193	на самом	7	2
194	как и	9	2
195	в той	5	2
196	здесь мы	3	2
197	должны быть	2	2
198	и у	2	2
199	тем же	4	2
200	в корне	3	2
201	той же	3	2
202	рядом с	2	2
203	с ними	4	2
204	конечно и	2	2
205	языка не	3	2
206	от этого	2	2
207	в живом	3	2
208	однако и	2	2
209	даже и	2	2
210	он и	2	2
211	установка на	2	2
212	ответ на	2	2
213	большинстве случаев	5	2
214	в устах	3	2
215	отличие от	3	2
216	отношения к	2	2
217	слов и	3	2
218	для данной	3	2
