N	3gram	Vygotskiy__5	KulturaY
1	и т п	3	41
2	с точки зрения	2	16
3	в самом деле	5	11
4	для того чтобы	19	11
5	можно было бы	3	10
6	в том что	14	8
7	и т д	3	8
8	до сих пор	5	8
9	в зависимости от	6	7
10	той или иной	2	5
11	в данном случае	2	4
12	и в самом	2	4
13	до тех пор	2	4
14	тех пор пока	2	4
15	с одной стороны	12	4
16	в этом случае	2	4
17	бы сказать что	2	3
18	с другой стороны	5	3
19	сам по себе	3	3
20	не только в	2	3
21	не может быть	2	3
22	в том чтобы	2	3
23	на самом деле	2	3
24	о том что	6	3
25	зависимости от того	2	3
26	а с другой	4	3
27	в отличие от	2	2
28	и того же	2	2
29	совершенно ясно что	5	2
30	одним и тем	3	2
31	и тем же	3	2
32	потому что в	2	2
33	принять во внимание	2	2
34	одного и того	2	2
