N	2gram	Potebnia_M_1	Problemy
1	и в	39	34
2	и не	18	29
3	как бы	6	27
4	в его	5	22
5	может быть	27	19
6	в нем	20	19
7	не может	22	19
8	и все	3	19
9	как и	9	18
10	но в	9	16
11	и его	5	16
12	в этом	15	16
13	и с	3	15
14	прежде всего	4	15
15	он не	3	15
16	то же	6	14
17	для него	4	13
18	но и	20	12
19	же время	4	12
20	потому что	52	12
21	в то	4	12
22	вовсе не	5	11
23	в сущности	2	11
24	то что	10	11
25	с другим	3	11
26	не только	21	10
27	слова и	4	10
28	не в	15	9
29	а не	21	9
30	самого начала	3	8
31	никогда не	4	8
32	с самого	3	8
33	в самом	3	8
34	и т	6	8
35	так же	5	8
36	точки зрения	8	8
37	с ним	3	8
38	что же	2	8
39	и для	5	8
40	слова в	2	7
41	что в	22	7
42	и даже	4	7
43	все же	6	7
44	на него	3	7
45	как мы	2	7
46	что не	10	7
47	как будто	2	7
48	там где	4	7
49	от него	4	6
50	для себя	3	6
51	отношению к	13	6
52	так и	13	6
53	т п	4	6
54	в себе	13	6
55	только в	25	6
56	что это	3	5
57	это не	7	5
58	и от	3	5
59	к тому	4	5
60	так что	16	5
61	но все	2	5
62	и что	10	5
63	того что	8	5
64	в целом	2	5
65	по отношению	13	5
66	таким образом	13	5
67	не мог	3	5
68	а в	5	5
69	мы должны	3	5
70	с тем	5	5
71	в одном	8	5
72	что и	6	5
73	хотя бы	2	5
74	в слове	8	5
75	во всяком	3	5
76	но на	2	4
77	друг другу	3	4
78	то ни	3	4
79	с другой	7	4
80	что все	3	4
81	переходим к	2	4
82	ни было	2	4
83	но это	5	4
84	при этом	6	4
85	его с	2	4
86	бы то	2	4
87	даже и	2	4
88	но как	3	4
89	в начале	2	4
90	так как	21	4
91	если бы	14	4
92	этом смысле	4	4
93	но не	8	4
94	еще не	6	4
95	как в	10	4
96	только на	3	4
97	в мире	3	4
98	с точки	3	4
99	тем что	9	4
100	и это	3	4
101	он старается	2	4
102	вместе с	8	4
103	не менее	6	3
104	для этого	2	3
105	в каждом	4	3
106	его к	2	3
107	словом и	2	3
108	в том	26	3
109	хотя и	3	3
110	в виду	2	3
111	есть только	11	3
112	с ее	2	3
113	мы видели	4	3
114	жизни и	2	3
115	другой стороны	5	3
116	к одному	2	3
117	должно быть	7	3
118	говорит он	4	3
119	в ней	7	3
120	нуждается в	2	3
121	но он	2	3
122	во всем	4	3
123	бы в	4	3
124	под влиянием	2	3
125	и во	3	3
126	по крайней	2	3
127	по себе	10	3
128	том что	16	3
129	между тем	5	3
130	со словом	3	3
131	крайней мере	2	3
132	в своей	3	3
133	только что	2	3
134	если не	2	3
135	и как	6	3
136	и то	3	3
137	б и	2	3
138	а между	3	3
139	в человеке	10	2
140	не было	4	2
141	сама по	3	2
142	в душе	11	2
143	тому что	3	2
144	столь же	3	2
145	с этой	2	2
146	вопрос о	4	2
147	уже с	2	2
148	тем не	6	2
149	слова мы	3	2
150	мог бы	2	2
151	и если	2	2
152	в другой	3	2
153	к другим	2	2
154	друг друга	5	2
155	в своем	3	2
156	и только	2	2
157	т д	4	2
158	что оно	2	2
159	когда уже	2	2
160	как на	3	2
161	увидим что	4	2
162	чего бы	2	2
163	с этим	7	2
164	самого себя	4	2
165	что даже	2	2
166	что сам	3	2
167	о том	2	2
168	а так	4	2
169	сказать что	3	2
170	то все	2	2
171	и должно	2	2
172	как она	3	2
173	к которому	3	2
174	бы они	2	2
175	а как	2	2
176	нисколько не	2	2
177	однако в	4	2
178	мысли о	4	2
179	были бы	3	2
180	в них	3	2
181	он должен	2	2
182	он есть	2	2
183	в жизни	3	2
184	и того	2	2
185	мысль что	5	2
186	то в	5	2
187	того же	3	2
188	и слова	2	2
189	было бы	12	2
190	мы увидим	3	2
191	если б	2	2
192	за пределы	2	2
193	во всех	5	2
194	к ней	2	2
195	и потому	5	2
196	оно должно	2	2
197	слова не	2	2
198	бы не	6	2
199	еще более	2	2
200	но с	2	2
201	уже не	2	2
202	в которой	2	2
203	той же	3	2
204	и без	3	2
205	тому как	4	2
206	подобно тому	3	2
207	за ним	2	2
208	и вообще	3	2
209	так сказать	2	2
210	если и	2	2
