N	2gram	Bakhtin_Fr_7	Narrotol
1	не только	5	31
2	но и	9	27
3	и не	7	23
4	при этом	3	19
5	может быть	4	15
6	в качестве	9	14
7	как и	14	13
8	а не	2	13
9	а в	5	13
10	только в	6	12
11	в этом	15	12
12	и в	41	11
13	в данном	2	11
14	своего рода	2	10
15	и его	9	10
16	то что	8	9
17	во времени	2	9
18	то есть	20	9
19	то же	13	8
20	в том	11	8
21	и т.п	9	8
22	не может	3	8
23	уже не	2	8
24	у него	6	7
25	том что	4	7
26	но в	8	7
27	и т.д	2	6
28	одного из	2	6
29	к тому	2	6
30	а также	2	6
31	не в	9	6
32	не мог	2	6
33	как бы	7	6
34	жизни и	3	6
35	или в	2	6
36	в себе	11	6
37	в его	12	6
38	в этой	13	6
39	перед нами	2	5
40	на другой	2	5
41	точка зрения	2	5
42	в своей	3	5
43	так и	10	5
44	тем самым	3	5
45	и на	4	5
46	потому что	5	5
47	точки зрения	5	5
48	с его	2	4
49	никогда не	2	4
50	в литературе	2	4
51	для него	6	4
52	же время	9	4
53	прежде всего	11	4
54	еще не	2	4
55	к нему	5	4
56	в ней	5	4
57	было как	2	4
58	в нем	7	4
59	в мире	3	4
60	из них	3	4
61	как в	5	4
62	того что	2	4
63	хотя и	4	4
64	в то	10	4
65	что у	3	4
66	о том	6	4
67	в эпизоде	5	4
68	одна из	4	4
69	в одном	3	4
70	мира в	4	4
71	что в	9	3
72	в своем	9	3
73	это не	6	3
74	что он	3	3
75	и как	2	3
76	но именно	3	3
77	картины мира	4	3
78	он не	4	3
79	о нем	3	3
80	отношению к	2	3
81	начала и	2	3
82	по отношению	2	3
83	не было	3	3
84	этом отношении	2	3
85	именно в	2	3
86	мы не	2	3
87	и то	2	3
88	также и	2	3
89	их в	2	3
90	и с	4	3
91	и ее	2	3
92	и все	14	3
93	мы имеем	2	3
94	глядя на	2	2
95	в этих	2	2
96	не подлежит	3	2
97	а на	2	2
98	в конце	8	2
99	в сущности	4	2
100	в свою	3	2
101	как мы	11	2
102	же в	2	2
103	в романе	7	2
104	с ее	3	2
105	слово это	2	2
106	свою очередь	3	2
107	по своему	2	2
108	они и	2	2
109	все что	4	2
110	одно и	2	2
111	до конца	2	2
112	в первой	2	2
113	и самого	2	2
114	к жизни	4	2
115	не имеет	3	2
116	оно не	2	2
117	лица и	3	2
118	вместе с	5	2
119	дело не	2	2
120	в форме	3	2
121	только на	2	2
122	в связи	2	2
123	в особенности	2	2
124	и сама	2	2
125	человека в	2	2
126	в году	5	2
127	и вот	2	2
128	в той	3	2
129	и для	5	2
130	особенно в	2	2
131	роль в	2	2
132	ничего не	4	2
133	с ними	3	2
134	нас в	3	2
135	это была	3	2
136	в результате	2	2
137	во всяком	2	2
138	и от	8	2
139	и еще	2	2
140	дело в	2	2
141	так сказать	3	2
142	в чем	2	2
143	с ним	2	2
144	в области	2	2
145	та же	4	2
146	это было	2	2
