N	2gram	Medvedev_F_1	formyVre
1	и в	24	50
2	в этом	15	25
3	в нем	14	24
4	и его	10	16
5	в литературе	5	16
6	прежде всего	22	15
7	и не	20	14
8	как мы	5	14
9	вовсе не	10	13
10	как раз	2	13
11	в его	23	13
12	по существу	2	12
13	так и	18	12
14	может быть	14	11
15	таким образом	13	11
16	то же	10	11
17	и как	3	10
18	но в	5	10
19	в том	6	9
20	же время	8	9
21	и др	5	9
22	в особенности	3	9
23	все эти	6	9
24	в то	9	9
25	не только	7	9
26	с его	4	9
27	ничего не	2	9
28	в самом	5	8
29	и т	12	8
30	и их	10	8
31	но и	7	8
32	и на	8	8
33	жизни в	2	8
34	как и	11	8
35	жизни и	7	8
36	ни в	2	8
37	т п	4	8
38	не было	3	7
39	так сказать	3	7
40	все же	3	6
41	в частности	4	6
42	это не	2	6
43	с ее	7	6
44	в их	11	6
45	не может	16	6
46	лишь в	8	6
47	так же	4	6
48	в результате	2	6
49	с этим	2	6
50	и все	6	6
51	в жизни	3	6
52	связи с	3	6
53	во всех	5	6
54	то что	8	6
55	время в	3	6
56	в ее	8	6
57	как в	8	6
58	что в	4	5
59	не в	8	5
60	в пределах	6	5
61	значение в	3	5
62	и до	5	5
63	в связи	4	5
64	только и	4	5
65	в основе	3	5
66	точки зрения	16	5
67	всех этих	3	5
68	но все	2	5
69	если бы	4	5
70	отнюдь не	6	5
71	но не	3	5
72	еще не	6	5
73	он не	3	5
74	в основном	3	5
75	не могло	5	5
76	отношению к	4	5
77	жизни но	2	5
78	в своем	11	4
79	до конца	7	4
80	все это	9	4
81	влияние на	3	4
82	для других	2	4
83	и с	8	4
84	в ней	10	4
85	именно как	12	4
86	в них	3	4
87	конечно не	4	4
88	вполне понятно	2	4
89	в процессе	9	4
90	жизнь и	3	4
91	только в	2	4
92	и это	2	4
93	здесь не	3	4
94	жизни не	2	3
95	в отношении	3	3
96	формы и	5	3
97	к тому	3	3
98	с тем	2	3
99	при этом	5	3
100	в новое	2	3
101	мира в	2	3
102	один из	3	3
103	со всеми	3	3
104	по отношению	4	3
105	отношения к	6	3
106	с одной	4	3
107	именно в	8	3
108	и других	3	3
109	но эта	2	3
110	они не	3	3
111	друг друга	4	3
112	а в	6	3
113	и те	2	3
114	его в	3	3
115	подхода к	2	3
116	в одном	2	3
117	а как	2	3
118	на фоне	3	3
119	что было	2	3
120	значение и	3	3
121	же в	3	3
122	одной из	2	3
123	и потому	9	3
124	что и	2	3
125	вместе с	2	3
126	сих пор	6	3
127	только на	5	3
128	во всей	2	3
129	всем этим	2	3
130	а не	10	3
131	между ними	3	3
132	мы не	3	3
133	с другими	4	3
134	более того	3	3
135	во всяком	4	3
136	и ее	10	3
137	в себе	3	3
138	входит в	6	3
139	до сих	6	3
140	место в	7	2
141	же как	2	2
142	никогда не	4	2
143	в нашем	2	2
144	его и	2	2
145	с другой	5	2
146	была бы	2	2
147	вопрос о	2	2
148	а только	2	2
149	как если	2	2
150	в широком	3	2
151	они были	2	2
152	лишь как	5	2
153	в свою	8	2
154	для него	3	2
155	одной стороны	4	2
156	но для	3	2
157	не о	3	2
158	в целом	6	2
159	места в	2	2
160	отношение к	3	2
161	не для	3	2
162	с помощью	3	2
163	в самой	2	2
164	на основе	6	2
165	того что	5	2
166	и даже	3	2
167	и является	2	2
168	во всем	2	2
169	в истории	4	2
170	тех же	2	2
171	с ним	2	2
172	ее целом	3	2
173	влияния на	2	2
174	он должен	3	2
175	часто и	2	2
176	не как	4	2
177	раз и	2	2
178	ясно что	3	2
179	его целом	8	2
180	по себе	5	2
181	стороны и	4	2
182	в различных	2	2
183	и к	4	2
184	строгом смысле	2	2
185	одна из	2	2
186	здесь в	2	2
187	и может	4	2
188	было бы	6	2
189	этот образ	2	2
190	к ней	2	2
191	на почве	13	2
192	нет и	2	2
193	оно не	4	2
194	в своей	11	2
195	как бы	6	2
196	быть и	4	2
197	всего этого	2	2
198	в строгом	2	2
199	если мы	2	2
200	уже не	2	2
201	с точки	13	2
202	хотя бы	5	2
203	в которой	4	2
204	у них	3	2
205	как она	3	2
206	от этого	2	2
207	вступает в	2	2
208	на литературу	6	2
209	единства и	2	2
210	сами же	2	2
