N	3gram	Vygotskiy__5	StatiiOP
1	в том что	14	11
2	и т п	3	6
3	не может быть	2	5
4	с другой стороны	5	4
5	в этом отношении	3	4
6	с точки зрения	2	4
7	о том что	6	4
8	в конце концов	2	3
9	состоит в том	2	3
10	на то что	16	3
11	не только в	2	3
12	с тем что	3	3
13	что это есть	2	2
14	с самого начала	3	2
15	к тому что	6	2
16	по этому поводу	4	2
17	в этой трагедии	2	2
18	до сих пор	5	2
19	в том чтобы	2	2
20	и т д	3	2
21	с одной стороны	12	2
22	а с другой	4	2
23	заключается в том	6	2
24	потому что он	2	2
