N	2gram	Tiupa_Hudo_1	Problema
1	и не	2	28
2	не только	12	24
3	только в	5	23
4	в том	12	20
5	и в	14	20
6	ни в	5	17
7	все эти	3	16
8	то что	8	15
9	потому что	5	15
10	было бы	6	14
11	но и	5	14
12	точки зрения	5	14
13	перед нами	5	13
14	не в	7	13
15	в себе	11	12
16	том что	16	12
17	прежде всего	11	11
18	по себе	2	11
19	с точки	3	11
20	как будто	4	11
21	не менее	5	10
22	тем не	4	10
23	отнюдь не	3	10
24	в качестве	9	10
25	так и	13	10
26	и его	5	10
27	едва ли	3	10
28	может быть	5	9
29	все это	2	9
30	и даже	3	9
31	в этом	11	9
32	если бы	3	8
33	что он	9	8
34	в результате	2	8
35	и все	4	8
36	но в	5	8
37	это не	7	7
38	ясно что	2	7
39	еще не	7	7
40	такого рода	3	7
41	мы не	2	7
42	и потому	2	7
43	то же	9	7
44	именно в	7	7
45	а не	12	7
46	и с	4	7
47	в ней	4	7
48	здесь не	2	7
49	об этом	5	6
50	и от	4	6
51	а только	4	6
52	так что	2	6
53	а также	3	6
54	как и	9	6
55	по своему	3	6
56	при этом	12	6
57	в таком	3	6
58	но не	3	5
59	на самом	2	5
60	хотя и	2	5
61	в нем	3	5
62	можно сказать	4	5
63	в ее	3	5
64	да и	2	5
65	и о	4	5
66	человеческой жизни	4	5
67	жизни и	5	5
68	как в	8	5
69	то и	3	5
70	не может	7	5
71	уже не	7	5
72	в этих	5	5
73	о том	12	5
74	и для	3	4
75	в этой	8	4
76	одной из	2	4
77	несмотря на	4	4
78	в своей	10	4
79	никак не	2	4
80	что она	4	4
81	как бы	7	4
82	не имеет	2	4
83	и т	11	4
84	же в	3	4
85	с этим	3	4
86	а в	7	4
87	что не	2	4
88	можно было	5	4
89	как раз	4	4
90	человеческих отношений	5	4
91	в то	8	4
92	в художественном	2	4
93	с ним	4	4
94	в связи	3	3
95	человека в	6	3
96	к тому	7	3
97	казалось бы	7	3
98	или иного	2	3
99	и к	4	3
100	как мы	3	3
101	для него	10	3
102	в начале	2	3
103	связи с	4	3
104	себе и	2	3
105	на себе	2	3
106	в его	8	3
107	только для	2	3
108	что в	6	3
109	в своем	4	3
110	т д	3	3
111	не было	4	3
112	все равно	2	3
113	самом деле	5	3
114	и другое	2	3
115	которая не	2	3
116	и на	3	3
117	тем что	3	3
118	из них	4	3
119	но как	2	3
120	в другом	2	3
121	того или	2	3
122	нет ничего	2	3
123	в частности	5	2
124	однако в	2	2
125	столь же	4	2
126	в конце	4	2
127	не раз	2	2
128	в литературе	3	2
129	для себя	3	2
130	с его	5	2
131	остановимся на	2	2
132	то в	4	2
133	а его	2	2
134	в пределах	3	2
135	том как	3	2
136	в это	2	2
137	на его	2	2
138	в самом	4	2
139	по преимуществу	3	2
140	он не	4	2
141	все же	3	2
142	с ее	2	2
143	себя в	4	2
144	и каждый	2	2
145	только на	2	2
146	жизни в	6	2
147	там же	2	2
148	она в	3	2
149	и что	2	2
150	того чтобы	3	2
151	и он	5	2
152	только что	4	2
153	и по	3	2
154	ни к	2	2
155	друг друга	5	2
156	с ними	2	2
157	а то	2	2
158	в значительной	2	2
159	и когда	3	2
160	говорить о	3	2
161	за ним	2	2
162	будто бы	3	2
163	его в	3	2
164	и это	4	2
165	к своему	2	2
166	мы читаем	2	2
