N	2gram	Medvedev_F_1	Vladivir
1	и в	24	31
2	в году	2	30
3	не только	7	24
4	но и	7	19
5	то что	8	18
6	и не	20	17
7	и даже	3	15
8	что в	4	14
9	в этом	15	14
10	и с	8	14
11	что он	3	12
12	в его	23	12
13	но в	5	12
14	с его	4	11
15	в том	6	11
16	он не	3	10
17	никогда не	4	9
18	как мы	5	9
19	а в	6	9
20	даже и	2	9
21	только в	2	9
22	в то	9	8
23	для него	3	7
24	как раз	2	7
25	и его	10	7
26	как это	6	7
27	и к	4	6
28	у нас	5	6
29	и потому	9	6
30	может быть	14	6
31	так и	18	6
32	не может	16	6
33	то же	10	6
34	и что	2	6
35	все это	9	5
36	вовсе не	10	5
37	не в	8	5
38	и если	2	5
39	и от	7	5
40	что и	2	5
41	жизни и	7	5
42	когда он	3	5
43	не было	3	5
44	в своих	2	5
45	с ним	2	5
46	же время	8	4
47	в своем	11	4
48	и все	6	4
49	в нем	14	4
50	главным образом	4	4
51	к ней	2	4
52	в себе	3	4
53	как и	11	4
54	и как	3	4
55	в этой	6	4
56	еще в	2	4
57	и особенно	2	4
58	один из	3	4
59	в нашем	2	4
60	в своей	11	4
61	в истории	4	4
62	в особенности	3	4
63	во всем	2	4
64	в россии	3	4
65	в которой	4	4
66	мы увидим	4	3
67	под влиянием	2	3
68	в общем	3	3
69	к тому	3	3
70	отнюдь не	6	3
71	с другой	5	3
72	раз и	2	3
73	в жизни	3	3
74	как в	8	3
75	по истории	2	3
76	но не	3	3
77	но это	3	3
78	более или	6	3
79	ничего не	2	3
80	за пределы	2	3
81	все же	3	3
82	на его	2	3
83	в целом	6	3
84	отношение к	3	3
85	вместе с	2	3
86	на него	2	3
87	или менее	6	3
88	только на	5	3
89	в отношении	3	3
90	в связи	4	3
91	таким образом	13	3
92	все эти	6	3
93	и вот	2	3
94	уже не	2	3
95	в науке	2	3
96	жизнь и	3	3
97	и на	8	3
98	он в	2	3
99	и здесь	6	3
100	здесь не	3	3
101	место в	7	2
102	нисколько не	2	2
103	с тем	2	2
104	не менее	11	2
105	в частности	4	2
106	часто и	2	2
107	нет и	2	2
108	от нее	2	2
109	она была	2	2
110	в них	3	2
111	а н	3	2
112	хотя бы	5	2
113	по существу	2	2
114	на все	3	2
115	ясно что	3	2
116	на всю	2	2
117	указать на	2	2
118	одной из	2	2
119	ни в	2	2
120	это и	3	2
121	с позитивизмом	6	2
122	учение о	4	2
123	глубоко и	2	2
124	еще не	6	2
125	при этом	5	2
126	того что	5	2
127	было бы	6	2
128	в самом	5	2
129	конечно не	4	2
130	том чтобы	2	2
131	всяком случае	4	2
132	и до	5	2
133	и т	12	2
134	не по	3	2
135	со стороны	5	2
136	так например	3	2
137	как к	3	2
138	позитивизма в	2	2
139	т д	8	2
140	и других	3	2
141	лишь в	8	2
142	тем самым	3	2
143	что такое	2	2
144	как на	4	2
145	ко времени	2	2
146	не из	4	2
147	значение для	2	2
148	в результате	2	2
149	во всяком	4	2
150	к этой	4	2
151	точки зрения	16	2
152	связи со	3	2
153	чтобы он	2	2
154	и это	2	2
155	тех же	2	2
156	почти не	2	2
