N	3gram	Vinokur_Ku_1	Problema
1	тем не менее	4	18
2	и т д	14	10
3	на то что	2	8
4	для того чтобы	15	8
5	в этом смысле	3	6
6	о том что	5	5
7	в том что	15	5
8	в то же	2	4
9	т д и	2	4
10	в связи с	3	4
11	и вовсе не	2	4
12	на самом деле	2	4
13	что же касается	4	3
14	более или менее	3	3
15	с точки зрения	9	3
16	до сих пор	4	3
17	с другой стороны	6	3
18	д и т	2	3
19	во всяком случае	5	3
20	и того же	2	2
21	не потому что	3	2
22	можно было бы	3	2
23	по крайней мере	5	2
24	в самом деле	7	2
25	только потому что	6	2
26	того или иного	3	2
27	одного и того	2	2
28	в этом случае	2	2
29	и в самом	2	2
30	о том как	3	2
31	не может быть	3	2
32	так или иначе	2	2
