N	2gram	Potebnia_M_4	Hudozhes
1	и в	23	28
2	том что	12	19
3	в ее	2	18
4	и не	18	18
5	в том	23	15
6	а не	12	14
7	не в	11	13
8	в этом	23	13
9	о том	8	12
10	как и	14	11
11	при этом	15	11
12	в его	5	11
13	не только	10	11
14	уже не	3	10
15	но и	11	9
16	в себе	14	9
17	что он	4	8
18	может быть	26	8
19	так и	6	8
20	между тем	9	8
21	я не	2	7
22	и все	4	7
23	к тому	3	7
24	об этом	2	7
25	в мире	2	7
26	отношению к	8	7
27	что она	2	7
28	по отношению	10	7
29	тогда как	4	7
30	с ним	5	7
31	состоит в	2	7
32	это не	7	6
33	можно сказать	4	6
34	в котором	4	6
35	то что	29	6
36	если бы	13	6
37	то же	14	6
38	не было	12	6
39	а в	5	6
40	в глазах	2	6
41	и с	4	6
42	тем что	10	6
43	в то	4	6
44	что это	7	5
45	не менее	5	5
46	в своем	8	5
47	как бы	5	5
48	как в	7	5
49	да и	4	5
50	что в	17	5
51	она не	2	5
52	в самом	3	5
53	никогда не	3	5
54	только на	4	5
55	и его	2	5
56	для него	5	5
57	бы и	5	4
58	тому что	2	4
59	превращается в	2	4
60	тем не	4	4
61	то в	3	4
62	же время	3	4
63	для того	6	4
64	и о	4	4
65	он не	2	4
66	что и	7	4
67	и т	7	4
68	и сама	2	4
69	то и	4	4
70	не может	11	4
71	человека в	2	4
72	того чтобы	4	4
73	подобно тому	2	4
74	только в	15	4
75	тому как	2	4
76	в других	2	4
77	а между	4	4
78	бы не	3	3
79	в них	3	3
80	в состоянии	2	3
81	столь же	2	3
82	с другой	2	3
83	в одном	4	3
84	человека и	3	3
85	что все	4	3
86	с нею	3	3
87	в нем	7	3
88	что на	2	3
89	для нас	14	3
90	самом деле	3	3
91	все что	2	3
92	есть и	2	3
93	еще не	3	3
94	было бы	8	3
95	по поводу	4	3
96	в это	2	3
97	со своим	4	3
98	во сне	2	3
99	в ней	2	3
100	мы уже	3	3
101	в этих	3	3
102	со стороны	3	3
103	все это	5	3
104	не могу	2	3
105	и состоит	3	3
106	внимание на	5	3
107	так же	4	3
108	можно было	2	3
109	с другими	4	3
110	с ними	3	3
111	и на	3	3
112	что у	3	3
113	же самое	4	3
114	и это	2	3
115	к нему	5	3
116	только для	2	2
117	в голову	2	2
118	только не	3	2
119	мысли о	2	2
120	давно уже	3	2
121	именно в	3	2
122	не как	2	2
123	из этих	2	2
124	вовсе не	7	2
125	а как	2	2
126	не с	2	2
127	т с	6	2
128	как мы	2	2
129	что я	11	2
130	но тем	2	2
131	мысль о	6	2
132	что не	6	2
133	и к	6	2
134	нам представляется	2	2
135	в ряду	6	2
136	к ней	2	2
137	до сих	4	2
138	один из	2	2
139	в нашем	2	2
140	оно не	2	2
141	это было	2	2
142	не будет	3	2
143	в первом	3	2
144	отношение к	2	2
145	как же	4	2
146	вместе с	6	2
147	дело не	2	2
148	сих пор	4	2
149	данном случае	2	2
150	что же	5	2
151	мысли и	7	2
152	т п	4	2
153	т д	3	2
154	того как	6	2
155	те же	3	2
156	в двух	2	2
157	лишь в	3	2
158	именно на	2	2
159	тем самым	4	2
160	более чем	3	2
161	и у	2	2
162	между ними	4	2
163	хотя бы	4	2
164	и для	2	2
165	с точки	3	2
166	той же	3	2
167	в данном	4	2
168	и то	5	2
169	тем как	2	2
170	сказать что	8	2
171	потому что	33	2
172	в виде	2	2
173	точки зрения	4	2
174	себе в	3	2
175	говорить о	5	2
176	что даже	2	2
177	и только	3	2
178	его в	4	2
179	нет ничего	3	2
180	но в	8	2
