N	2gram	Propp_Russ_2	Dialekti
1	т е	24	25
2	и т	5	21
3	т д	5	19
4	и в	29	18
5	может быть	13	17
6	так что	4	15
7	не имеет	3	15
8	а не	4	14
9	потому что	5	14
10	что в	22	13
11	то что	5	13
12	не только	10	13
13	было бы	3	12
14	и что	5	12
15	в этом	11	12
16	не может	5	12
17	что это	3	11
18	как бы	18	11
19	все это	10	11
20	так как	13	11
21	прежде всего	2	10
22	то же	4	10
23	никогда не	2	9
24	это не	5	9
25	в том	22	9
26	том что	22	9
27	и то	2	9
28	совершенно не	2	8
29	к нему	4	8
30	и как	2	7
31	но и	8	7
32	что она	3	7
33	с другой	2	6
34	она не	3	6
35	не было	2	6
36	не в	4	6
37	в то	2	6
38	но в	5	6
39	в этих	3	5
40	говорит о	2	5
41	и пр	2	5
42	но если	3	5
43	не с	2	5
44	все же	2	5
45	а в	9	5
46	можно было	2	5
47	и с	10	5
48	в виду	2	5
49	об этом	2	4
50	это и	2	4
51	но не	5	4
52	в котором	3	4
53	так же	4	4
54	как мы	3	4
55	к ней	2	4
56	он есть	2	4
57	о том	9	4
58	как это	4	4
59	а он	2	3
60	если она	2	3
61	в них	4	3
62	та же	2	3
63	что и	2	3
64	и о	3	3
65	один из	2	3
66	этот обряд	6	3
67	но она	2	3
68	в их	2	3
69	на самом	2	3
70	обе стороны	2	3
71	должно быть	2	3
72	что для	3	3
73	у них	2	3
74	жизнь и	2	3
75	в данном	6	3
76	могут быть	2	3
77	и еще	2	3
78	и все	4	3
79	на этом	3	2
80	не менее	2	2
81	говорить что	2	2
82	не был	2	2
83	того что	3	2
84	же как	4	2
85	именно в	4	2
86	в виде	4	2
87	в качестве	3	2
88	как в	7	2
89	с этой	2	2
90	и от	3	2
91	из этих	2	2
92	с другими	3	2
93	к этому	5	2
94	вопрос о	4	2
95	как и	11	2
96	и при	2	2
97	что здесь	3	2
98	связанные с	2	2
99	здесь в	2	2
100	только тогда	3	2
101	еще не	6	2
102	одной стороны	2	2
103	только как	2	2
104	для того	6	2
105	о чем	4	2
106	в него	2	2
107	как можно	2	2
108	из них	4	2
109	в своей	2	2
110	с ней	5	2
111	которое в	2	2
112	дело не	2	2
113	в воде	3	2
114	нас не	2	2
115	для этого	5	2
116	как например	3	2
117	с этим	2	2
118	на земле	5	2
119	а с	2	2
120	с одной	2	2
121	все эти	3	2
122	мы имеем	6	2
123	уже не	4	2
124	и для	2	2
125	или на	8	2
126	ее на	2	2
127	то и	4	2
128	в которых	4	2
129	во всем	2	2
130	заметить что	2	2
