N	2gram	Propp_Isto_6	FransuaR
1	и в	26	41
2	таким образом	12	19
3	в этом	12	15
4	как и	5	14
5	в этой	2	13
6	то же	5	13
7	все эти	8	13
8	мы уже	6	12
9	в преисподней	2	12
10	в его	5	12
11	прежде всего	4	11
12	в том	12	11
13	как мы	4	11
14	в себе	3	11
15	никто не	2	10
16	так и	5	10
17	в то	5	10
18	в качестве	3	9
19	и его	7	9
20	не в	3	9
21	но и	9	9
22	в своем	2	9
23	что в	12	9
24	и от	3	8
25	то что	6	8
26	но в	7	8
27	в них	3	7
28	вовсе не	2	7
29	как бы	4	7
30	в нем	8	7
31	и не	10	7
32	у него	7	6
33	это не	4	6
34	ни в	2	6
35	мы видим	5	6
36	и до	2	6
37	только в	5	6
38	о том	7	6
39	к этому	3	5
40	не только	10	5
41	в ней	5	5
42	вместе с	8	5
43	что и	4	5
44	мы видели	11	5
45	как в	6	5
46	того как	3	5
47	а в	3	5
48	так же	2	5
49	и это	8	5
50	потому что	13	5
51	на земле	4	4
52	что это	2	4
53	но он	2	4
54	в образе	10	4
55	на место	3	4
56	том что	10	4
57	но все	2	4
58	одна из	2	4
59	все что	4	4
60	после того	2	4
61	было бы	2	4
62	может быть	11	4
63	он не	2	4
64	на этой	2	4
65	целый ряд	2	4
66	и наконец	3	4
67	мира и	2	4
68	и на	12	4
69	та же	3	4
70	в более	6	4
71	и с	6	4
72	ничего не	2	4
73	и другие	3	3
74	что у	2	3
75	того же	2	3
76	в одном	3	3
77	очень часто	5	3
78	он был	2	3
79	но это	4	3
80	такой же	3	3
81	в своей	3	3
82	есть и	4	3
83	смерти в	2	3
84	кроме того	3	3
85	при этом	3	3
86	в это	4	3
87	но есть	3	3
88	например в	7	3
89	земли и	2	3
90	и эта	3	3
91	таким же	3	3
92	является и	3	3
93	что он	9	3
94	жизни и	2	3
95	в форме	2	3
96	не может	6	3
97	не было	3	3
98	мы найдем	2	3
99	тем самым	2	3
100	не имеет	2	3
101	и по	4	3
102	и те	2	3
103	можно было	2	3
104	с ними	2	3
105	видели в	2	3
106	тем что	5	3
107	его в	5	3
108	так как	18	3
109	от этого	3	3
110	например у	3	2
111	перед нами	2	2
112	с его	4	2
113	все время	2	2
114	на небе	5	2
115	и др	2	2
116	никогда не	13	2
117	что между	4	2
118	связаны с	5	2
119	в этих	2	2
120	в лице	2	2
121	не видел	2	2
122	здесь и	2	2
123	другими словами	3	2
124	в одной	2	2
125	с этим	2	2
126	человека в	2	2
127	и ее	3	2
128	о котором	2	2
129	к тому	2	2
130	связано с	4	2
131	отношению к	2	2
132	и как	2	2
133	мир не	2	2
134	входом в	3	2
135	еще не	9	2
136	того что	2	2
137	своего рода	2	2
138	в индии	3	2
139	на том	8	2
140	а также	4	2
141	здесь нет	2	2
142	не есть	2	2
143	на землю	4	2
144	образом и	2	2
145	по отношению	2	2
146	уже видели	3	2
147	и других	3	2
148	и вот	3	2
149	а не	2	2
150	из которых	3	2
151	уже не	7	2
152	те кто	2	2
153	представлений о	7	2
154	мы не	6	2
155	у них	4	2
156	или в	3	2
157	в данном	3	2
158	и то	3	2
159	их в	3	2
160	во всяком	2	2
161	может иметь	2	2
162	имеем в	4	2
163	в которых	2	2
164	ту же	2	2
165	далеко не	3	2
166	как он	6	2
167	в свое	2	2
168	связан с	6	2
169	с ним	8	2
170	мы имеем	14	2
171	представлениями о	5	2
172	нет ни	2	2
173	за что	2	2
174	том как	3	2
