N	2gram	Tiupa_Teor_1	Problema
1	и не	13	28
2	то есть	12	27
3	не только	16	24
4	только в	6	23
5	вовсе не	3	21
6	в том	16	20
7	и в	18	20
8	ни в	2	17
9	все эти	2	16
10	то что	3	15
11	потому что	3	15
12	у нас	2	14
13	но и	9	14
14	точки зрения	9	14
15	перед нами	2	13
16	или иной	4	13
17	не в	7	13
18	в нашем	4	12
19	в себе	9	12
20	том что	9	12
21	прежде всего	2	11
22	с точки	3	11
23	как будто	2	11
24	не менее	4	10
25	тем не	3	10
26	отнюдь не	3	10
27	в качестве	24	10
28	не является	4	10
29	так и	10	10
30	и его	8	10
31	может быть	17	9
32	все это	2	9
33	и даже	2	9
34	в этом	8	9
35	если бы	3	8
36	таким образом	3	8
37	в той	2	8
38	но в	9	8
39	с другой	7	7
40	это не	2	7
41	есть в	2	7
42	еще не	4	7
43	такого рода	8	7
44	и потому	2	7
45	и тем	3	7
46	то же	7	7
47	именно в	3	7
48	а не	9	7
49	сказать что	3	7
50	об этом	2	6
51	а только	3	6
52	а также	6	6
53	как и	4	6
54	по своему	2	6
55	при этом	12	6
56	в виду	5	6
57	другой стороны	5	6
58	в одно	2	6
59	в данном	8	6
60	мы имеем	7	6
61	но не	9	5
62	хотя и	3	5
63	в нем	4	5
64	можно сказать	3	5
65	в ее	5	5
66	случае не	2	5
67	и о	4	5
68	вместе с	2	5
69	данном случае	5	5
70	как в	5	5
71	так же	2	5
72	не может	4	5
73	в них	2	5
74	если мы	2	5
75	уже не	4	5
76	или в	3	5
77	в этих	3	5
78	времени и	2	4
79	в отношении	3	4
80	в какой	2	4
81	или даже	4	4
82	и для	2	4
83	в одном	2	4
84	и ее	3	4
85	в самой	2	4
86	в этой	3	4
87	тем самым	4	4
88	только не	2	4
89	одной из	2	4
90	в своей	6	4
91	что она	2	4
92	тех или	3	4
93	как бы	5	4
94	отличается от	2	4
95	а в	13	4
96	как раз	2	4
97	в то	6	4
98	в художественном	3	4
99	к тому	2	3
100	казалось бы	2	3
101	о себе	2	3
102	в жизни	2	3
103	этом смысле	2	3
104	или иного	3	3
105	и к	3	3
106	для него	2	3
107	и как	2	3
108	имеем дело	2	3
109	в коем	2	3
110	и является	2	3
111	в его	6	3
112	но она	2	3
113	что и	2	3
114	что в	9	3
115	дело не	2	3
116	в своем	4	3
117	коем случае	2	3
118	с другими	5	3
119	или иных	3	3
120	имеем в	3	3
121	к его	2	3
122	в другом	3	3
123	того или	3	3
124	как это	8	3
125	для искусства	2	3
126	в области	4	3
127	в частности	16	2
128	однако в	7	2
129	со своей	3	2
130	между собой	3	2
131	столь же	2	2
132	в конце	2	2
133	была бы	3	2
134	в литературе	2	2
135	с его	5	2
136	тот или	2	2
137	то в	2	2
138	заключается в	2	2
139	в стихотворении	4	2
140	в пределах	5	2
141	говорит что	2	2
142	в самом	4	2
143	за пределы	2	2
144	по преимуществу	4	2
145	он не	3	2
146	не вполне	2	2
147	никто не	2	2
148	с ее	3	2
149	себя в	6	2
150	не будет	2	2
151	или менее	2	2
152	а именно	2	2
153	жизни в	2	2
154	и притом	2	2
155	и что	3	2
156	и больше	2	2
157	и по	2	2
158	ни к	3	2
159	говорить о	3	2
160	и то	2	2
161	далеко не	2	2
162	его в	2	2
163	произведения искусства	2	2
164	и это	2	2
165	дело в	2	2
166	в которой	2	2
167	того же	3	2
168	более или	2	2
169	понятие о	2	2
170	это было	2	2
