N	2gram	Vinokur_St_2	Myshleni
1	и речи	2	38
2	точки зрения	5	26
3	таким образом	10	26
4	в том	27	24
5	и в	29	23
6	том что	27	21
7	с точки	2	18
8	того чтобы	6	17
9	то что	11	17
10	в этом	21	17
11	так же	3	16
12	не только	19	16
13	того что	5	15
14	для того	7	15
15	что в	19	14
16	может быть	2	14
17	но и	19	14
18	как и	2	14
19	в его	13	14
20	не может	2	12
21	как бы	5	11
22	сказать что	2	11
23	с другой	4	10
24	прежде всего	5	10
25	в отношении	2	10
26	в качестве	5	9
27	не является	3	9
28	другой стороны	3	9
29	и не	9	9
30	между тем	5	9
31	и с	4	9
32	вместе с	7	9
33	самого начала	3	8
34	с самого	3	8
35	и на	6	8
36	в процессе	2	8
37	то же	2	8
38	вопрос о	6	7
39	в этой	2	7
40	в самом	7	7
41	в то	2	7
42	так как	2	7
43	с тем	7	7
44	что он	13	7
45	в другом	4	7
46	с этой	2	6
47	же как	3	6
48	все это	11	6
49	именно в	4	6
50	потому что	9	6
51	с этим	3	6
52	о том	17	6
53	и его	6	6
54	другом месте	2	6
55	тем что	3	6
56	в себе	2	6
57	только в	2	6
58	тому что	7	5
59	в какой	2	5
60	и как	2	5
61	на то	2	5
62	по себе	3	5
63	если бы	2	5
64	но в	8	5
65	и более	2	5
66	а затем	2	5
67	и что	6	5
68	он не	9	5
69	так и	9	5
70	связан с	3	5
71	но не	3	4
72	только что	2	4
73	не в	4	4
74	в пользу	3	4
75	при этом	2	4
76	в котором	7	4
77	отношений между	3	4
78	все эти	2	4
79	не столько	7	4
80	этом отношении	9	4
81	в результате	2	4
82	с его	2	4
83	в одном	6	4
84	к этому	4	4
85	и к	4	4
86	по существу	2	4
87	было бы	5	4
88	к тому	10	4
89	в своей	7	4
90	сих пор	5	4
91	как в	3	4
92	как раз	8	4
93	а с	3	4
94	хотя бы	3	4
95	ни в	3	4
96	как на	9	4
97	до сих	6	4
98	я не	7	3
99	что это	3	3
100	в своем	9	3
101	в заключительной	2	3
102	что именно	2	3
103	что они	2	3
104	в общем	3	3
105	в их	3	3
106	оба эти	3	3
107	его не	3	3
108	вовсе не	6	3
109	в одной	2	3
110	этот вопрос	2	3
111	как он	2	3
112	всяком случае	3	3
113	не могло	3	3
114	об этом	6	3
115	как известно	2	3
116	все же	6	3
117	если не	2	3
118	самом деле	3	3
119	а не	5	3
120	на этот	2	3
121	которые не	3	3
122	во всяком	3	3
123	в каком	2	3
124	связи с	4	3
125	факт что	6	3
126	и это	2	3
127	и который	2	3
128	в которой	11	3
129	в области	2	3
130	ничего не	4	3
131	на вопрос	3	2
132	на всем	2	2
133	в частности	4	2
134	никогда не	3	2
135	что у	4	2
136	в конце	2	2
137	но все	7	2
138	что с	2	2
139	для него	4	2
140	о чем	5	2
141	несмотря на	2	2
142	хотя и	4	2
143	не имеет	2	2
144	с той	2	2
145	не к	2	2
146	значительной степени	2	2
147	нигде не	2	2
148	и даже	3	2
149	и те	2	2
150	что этот	2	2
151	в этих	3	2
152	на нее	3	2
153	как это	2	2
154	в известном	3	2
155	речь идет	4	2
156	в них	2	2
157	и я	2	2
158	к сожалению	2	2
159	идет о	3	2
160	в ее	2	2
161	в значительной	2	2
162	чем он	2	2
163	в один	2	2
164	наконец в	3	2
165	том же	2	2
166	и потому	2	2
167	даже в	2	2
168	как говорит	2	2
169	ее в	2	2
170	того как	7	2
171	в течение	6	2
172	и пр	8	2
173	в речи	4	2
174	в данном	2	2
175	дело в	4	2
176	что эта	3	2
177	из этой	2	2
178	там где	2	2
179	не могли	2	2
180	одном из	3	2
