N	2gram	Tiupa_Hudo_1	Problema
1	то что	8	42
2	и в	14	32
3	и не	2	31
4	не менее	5	19
5	в этом	11	19
6	тем не	4	18
7	не только	12	17
8	потому что	5	16
9	по себе	2	15
10	а не	12	15
11	в себе	11	15
12	как бы	7	14
13	может быть	5	14
14	но в	5	14
15	в нем	3	13
16	как раз	4	13
17	что в	6	12
18	том что	16	12
19	так и	13	12
20	и т	11	11
21	и даже	3	11
22	о том	12	11
23	то же	9	10
24	прежде всего	11	10
25	в этой	8	10
26	т д	3	10
27	отнюдь не	3	10
28	об этом	5	10
29	нет ничего	2	10
30	ничего не	8	10
31	но не	3	9
32	в том	12	9
33	но и	5	9
34	и что	2	9
35	по своему	3	9
36	еще не	7	9
37	что же	2	9
38	того чтобы	3	9
39	в таком	3	9
40	и это	4	9
41	на то	4	8
42	не может	7	8
43	все эти	3	8
44	и о	4	8
45	и на	3	8
46	было бы	6	8
47	в своей	10	8
48	никогда не	6	7
49	ни в	5	7
50	такого рода	3	7
51	все это	2	7
52	того что	4	7
53	и все	4	7
54	что он	9	7
55	как мы	3	7
56	тем что	3	7
57	только в	5	7
58	здесь не	2	7
59	в конце	4	6
60	так что	2	6
61	при этом	12	6
62	в самом	4	6
63	хотя и	2	6
64	то и	3	6
65	это не	7	6
66	но как	2	6
67	говорить о	3	6
68	его в	3	6
69	в то	8	6
70	в его	8	6
71	на самом	2	6
72	самом деле	5	6
73	перед нами	5	5
74	в своем	4	5
75	можно сказать	4	5
76	а только	4	5
77	не имеют	3	5
78	мы уже	4	5
79	что она	4	5
80	то в	4	5
81	связи с	4	5
82	все равно	2	5
83	казалось бы	7	4
84	именно в	7	4
85	тому что	4	4
86	не в	7	4
87	один из	4	4
88	на том	2	4
89	в их	2	4
90	мышления и	2	4
91	не было	4	4
92	а в	7	4
93	как он	2	4
94	если бы	3	4
95	в литературе	3	4
96	же в	3	4
97	никак не	2	4
98	а также	3	4
99	как в	8	4
100	только на	2	4
101	и для	3	4
102	в связи	3	4
103	только для	2	3
104	что не	2	3
105	в этих	5	3
106	в действительности	4	3
107	несмотря на	4	3
108	из них	4	3
109	и его	5	3
110	или не	3	3
111	с этим	3	3
112	но он	3	3
113	точки зрения	5	3
114	однако и	3	3
115	с ним	4	3
116	для себя	3	3
117	же касается	2	3
118	ясно что	2	3
119	в ее	3	3
120	как и	9	3
121	только потому	2	3
122	теории литературы	2	3
123	не нужно	2	3
124	до сих	2	3
125	к тому	7	3
126	он не	4	3
127	о нем	3	3
128	сих пор	2	3
129	да и	2	3
130	может и	3	3
131	уже не	7	3
132	с точки	3	3
133	можно было	5	3
134	пока еще	2	3
135	как будто	4	3
136	же как	2	2
137	в это	2	2
138	для него	10	2
139	например в	2	2
140	на его	2	2
141	не о	2	2
142	в него	2	2
143	так или	2	2
144	не имеет	2	2
145	должно быть	2	2
146	особенно в	2	2
147	в результате	2	2
148	и с	4	2
149	действующих лиц	2	2
150	того или	2	2
151	я и	2	2
152	между тем	8	2
153	том как	3	2
154	поэтому и	2	2
155	с его	5	2
156	однако в	2	2
157	и так	2	2
158	или иного	2	2
159	для всего	2	2
160	в качестве	9	2
161	с такими	2	2
162	она не	4	2
163	но еще	2	2
164	по преимуществу	3	2
165	и потому	2	2
166	только что	4	2
167	для своего	2	2
168	как его	3	2
169	мы не	2	2
170	у чехова	13	2
171	или иначе	2	2
172	и другое	2	2
173	едва ли	3	2
