N	2gram	Nazirov_Tv_2	Problema
1	и не	9	28
2	то есть	5	27
3	не только	13	24
4	только в	2	23
5	в виде	2	22
6	вовсе не	2	21
7	в том	8	20
8	и в	20	20
9	все эти	4	16
10	то что	3	15
11	потому что	7	15
12	у нас	2	14
13	но и	8	14
14	не в	4	13
15	в себе	3	12
16	том что	4	12
17	прежде всего	8	11
18	не менее	2	10
19	отнюдь не	4	10
20	не является	3	10
21	так и	6	10
22	и его	9	10
23	при помощи	2	10
24	едва ли	2	10
25	может быть	8	9
26	все это	6	9
27	и даже	5	9
28	в этом	8	9
29	если бы	4	8
30	что он	6	8
31	таким образом	10	8
32	во всяком	2	8
33	но в	4	8
34	с другой	2	7
35	это не	7	7
36	еще не	5	7
37	мы не	4	7
38	и потому	4	7
39	то же	7	7
40	именно в	6	7
41	а не	6	7
42	и с	8	7
43	об этом	4	6
44	и без	2	6
45	и от	4	6
46	по крайней	2	6
47	так что	2	6
48	как и	6	6
49	но это	5	6
50	при этом	8	6
51	крайней мере	2	6
52	но если	2	6
53	другой стороны	2	6
54	в таком	3	6
55	и вообще	2	6
56	но не	5	5
57	хотя и	4	5
58	в нем	3	5
59	в ее	2	5
60	и если	2	5
61	вместе с	3	5
62	как в	4	5
63	так же	5	5
64	не может	7	5
65	так как	3	5
66	уже не	3	5
67	о том	5	5
68	уже в	2	4
69	и есть	2	4
70	у достоевского	30	4
71	или даже	2	4
72	в одном	2	4
73	и ее	2	4
74	что его	2	4
75	в этой	5	4
76	тем самым	4	4
77	одной из	3	4
78	в своей	6	4
79	что она	4	4
80	как бы	11	4
81	всяком случае	2	4
82	и т	13	4
83	и только	2	4
84	а в	4	4
85	что не	3	4
86	и наконец	2	4
87	в то	10	4
88	с ним	3	4
89	человека в	3	3
90	казалось бы	3	3
91	это уже	2	3
92	не мешает	2	3
93	если не	4	3
94	у пушкина	3	3
95	для него	3	3
96	в начале	3	3
97	в истории	2	3
98	в его	10	3
99	не так	2	3
100	только для	2	3
101	что в	7	3
102	т д	11	3
103	не было	2	3
104	всякого рода	2	3
105	самом деле	2	3
106	с другими	2	3
107	тут же	2	3
108	и на	5	3
109	тем что	3	3
110	из них	2	3
111	нет ничего	3	3
112	из этого	2	3
113	как о	2	3
114	за собой	4	2
115	и вдруг	2	2
116	все время	2	2
117	о великом	3	2
118	в частности	2	2
119	мифа в	3	2
120	в конце	6	2
121	в литературе	2	2
122	нет и	2	2
123	тому же	2	2
124	что они	4	2
125	на его	4	2
126	в самом	3	2
127	по преимуществу	2	2
128	он не	3	2
129	в котором	3	2
130	не могли	2	2
131	все же	5	2
132	себя в	2	2
133	если он	5	2
134	и тогда	2	2
135	жизни в	3	2
136	там же	9	2
137	но эта	2	2
138	и что	2	2
139	и он	2	2
140	и по	2	2
141	ни к	2	2
142	друг друга	2	2
143	действия и	2	2
144	с ними	2	2
145	образ и	2	2
146	xix века	7	2
147	говорить о	2	2
148	однако этот	3	2
149	его в	3	2
150	и это	3	2
151	это все	2	2
152	в чем	4	2
153	в которой	2	2
154	в романах	13	2
155	однако это	2	2
