N	2gram	Bakhtin_Fr_3	Analitik
1	не только	13	22
2	и в	40	18
3	как и	11	14
4	так и	3	14
5	в этом	15	14
6	но и	11	13
7	и его	17	13
8	в частности	3	12
9	том что	4	12
10	и не	13	12
11	при этом	3	11
12	а в	3	10
13	как бы	3	10
14	то есть	18	10
15	может быть	9	9
16	что в	12	9
17	а не	5	9
18	в том	8	9
19	с его	3	8
20	в первой	2	8
21	своего рода	2	8
22	и даже	4	8
23	с другой	2	7
24	но не	2	7
25	в его	13	7
26	отношению к	2	7
27	как раз	5	7
28	по отношению	3	7
29	в начале	3	6
30	для него	5	6
31	еще не	3	6
32	в этой	3	6
33	он не	9	6
34	в их	4	6
35	о том	4	6
36	в конце	3	5
37	прежде всего	16	5
38	или иной	2	5
39	того же	2	5
40	такого рода	3	5
41	в самом	6	5
42	что и	3	5
43	в мире	4	5
44	и т.п	10	5
45	в сущности	9	5
46	лишь в	2	5
47	той же	8	5
48	между тем	3	5
49	не менее	2	4
50	о чем	2	4
51	в своем	7	4
52	в одном	7	4
53	что он	2	4
54	можно сказать	2	4
55	и к	3	4
56	и как	3	4
57	и сам	2	4
58	все же	2	4
59	таким образом	10	4
60	и на	8	4
61	в данном	4	4
62	далеко не	2	4
63	уже в	2	3
64	из этих	2	3
65	к этому	6	3
66	в ее	3	3
67	было бы	4	3
68	же время	6	3
69	той или	2	3
70	к жизни	2	3
71	в целом	2	3
72	дело не	3	3
73	данном случае	2	3
74	как в	3	3
75	все это	4	3
76	который в	2	3
77	так в	4	3
78	то же	7	3
79	не было	5	3
80	этом отношении	2	3
81	еще и	2	3
82	именно в	2	3
83	в году	5	3
84	роль в	4	3
85	мы не	2	3
86	здесь и	5	3
87	с этим	2	3
88	точки зрения	2	3
89	он и	7	3
90	но как	2	3
91	во всем	3	3
92	в то	6	3
93	здесь не	3	3
94	в особенности	5	3
95	представляется нам	2	2
96	все эти	8	2
97	в них	9	2
98	поэтому в	2	2
99	это не	2	2
100	и от	3	2
101	с нею	2	2
102	в нем	5	2
103	и ее	2	2
104	в романе	15	2
105	в дальнейшем	2	2
106	вплоть до	3	2
107	одна из	3	2
108	это и	2	2
109	со всеми	5	2
110	например в	2	2
111	на его	2	2
112	значительной степени	2	2
113	по преимуществу	2	2
114	и той	2	2
115	ни для	4	2
116	в ней	4	2
117	об этом	3	2
118	и потому	4	2
119	а также	4	2
120	даже в	4	2
121	один из	4	2
122	то что	5	2
123	в культуре	4	2
124	во всех	6	2
125	вместе с	3	2
126	связь с	6	2
127	в форме	2	2
128	не может	3	2
129	в отличие	3	2
130	те же	5	2
131	одной и	2	2
132	и вот	2	2
133	в той	6	2
134	самом деле	3	2
135	в значительной	3	2
136	и для	5	2
137	и прежде	3	2
138	сказать что	3	2
139	тем что	3	2
140	нуждается в	3	2
141	в себе	3	2
142	и здесь	4	2
143	только в	3	2
144	этого слова	2	2
145	и все	9	2
146	дело в	2	2
147	хотя в	2	2
148	так сказать	5	2
149	там где	3	2
150	отличие от	3	2
151	но в	8	2
