N	2gram	Berdyaev_M_2	Problemy
1	из подполья	2	36
2	и в	46	34
3	и не	18	29
4	как бы	8	27
5	что он	7	23
6	в его	5	22
7	к другому	3	20
8	может быть	21	19
9	в нем	22	19
10	не может	15	19
11	и все	5	19
12	как и	13	18
13	к себе	2	17
14	но в	10	16
15	и его	5	16
16	в этом	20	16
17	и с	3	15
18	прежде всего	12	15
19	он не	10	15
20	то же	5	14
21	с самим	3	14
22	к нему	2	14
23	для него	18	13
24	у достоевского	34	13
25	т е	4	12
26	но и	15	12
27	и к	7	12
28	потому что	12	12
29	в сущности	2	11
30	то что	5	11
31	с другим	3	11
32	не только	18	10
33	в отношении	5	9
34	не в	9	9
35	самим собою	2	9
36	а не	13	9
37	никогда не	18	8
38	себя и	3	8
39	в самом	5	8
40	так же	6	8
41	точки зрения	2	8
42	с ним	3	8
43	что же	2	8
44	и для	7	8
45	я не	5	7
46	что в	4	7
47	отношении к	3	7
48	с которым	3	7
49	что не	2	7
50	как будто	2	7
51	что они	3	6
52	отношение к	8	6
53	что у	4	6
54	не знает	9	6
55	и на	3	6
56	с его	4	6
57	отношению к	2	6
58	так и	4	6
59	в себе	10	6
60	только в	3	6
61	он сам	6	5
62	все время	2	5
63	что это	6	5
64	это не	5	5
65	и от	3	5
66	в конце	5	5
67	к тому	5	5
68	так что	2	5
69	и что	2	5
70	того что	6	5
71	себе и	2	5
72	по отношению	2	5
73	и вот	5	5
74	не мог	3	5
75	лишь в	2	5
76	а в	2	5
77	творчестве достоевского	3	5
78	что и	4	5
79	к своему	2	5
80	другого человека	2	5
81	ни одного	2	5
82	хотя бы	7	5
83	в чем	3	5
84	настасья филипповна	4	5
85	но на	2	4
86	что все	5	4
87	он хочет	3	4
88	ни в	3	4
89	да и	2	4
90	но это	8	4
91	на этом	2	4
92	у него	22	4
93	на его	2	4
94	его отношение	4	4
95	не о	2	4
96	его с	2	4
97	отношением к	2	4
98	как к	2	4
99	для достоевского	8	4
100	его в	3	4
101	так как	8	4
102	если бы	3	4
103	бы его	2	4
104	с таким	2	4
105	бы и	5	4
106	как в	7	4
107	все равно	3	4
108	в мире	7	4
109	тем что	3	4
110	он в	3	4
111	и это	5	4
112	ничего не	2	4
113	вместе с	2	4
114	уже в	2	3
115	для этого	4	3
116	в каждом	3	3
117	в такой	3	3
118	в том	3	3
119	в братьях	2	3
120	совсем не	5	3
121	тут не	2	3
122	до конца	4	3
123	но для	2	3
124	хотя и	2	3
125	жизни и	6	3
126	мышкина и	2	3
127	достоевского и	2	3
128	братьях карамазовых	2	3
129	должно быть	2	3
130	в ней	11	3
131	но он	11	3
132	во всем	5	3
133	в высшей	3	3
134	как он	3	3
135	бы в	2	3
136	поэтому он	2	3
137	сознания и	2	3
138	и во	3	3
139	по себе	2	3
140	том что	4	3
141	между тем	2	3
142	достоевского нет	2	3
143	смердяков и	2	3
144	и своего	2	3
145	ивана карамазова	7	3
146	не могу	6	3
147	он уже	2	3
148	другим и	2	3
149	еще в	2	3
150	сам не	2	3
151	достоевского в	2	3
152	в своей	5	3
153	к самому	2	3
154	высшей степени	3	3
155	в творчестве	3	3
156	только с	3	3
157	в человеке	2	2
158	не было	11	2
159	человек в	3	2
160	ставрогина к	2	2
161	тому что	4	2
162	та же	10	2
163	не знал	3	2
164	переходит в	8	2
165	вопрос о	6	2
166	или иной	2	2
167	всю жизнь	3	2
168	было в	3	2
169	нет в	4	2
170	и если	2	2
171	же и	2	2
172	один из	5	2
173	от этой	2	2
174	друг друга	12	2
175	в своем	8	2
176	чем не	2	2
177	не для	3	2
178	те же	5	2
179	увидим что	2	2
180	и мир	2	2
181	самого себя	4	2
182	о том	3	2
183	сказать что	3	2
184	то все	2	2
185	и должно	3	2
186	человек и	2	2
187	нет ни	2	2
188	к которому	3	2
189	я и	2	2
190	федора павловича	2	2
191	были бы	2	2
192	в них	3	2
193	этого необходимо	3	2
194	в жизни	4	2
195	великого инквизитора	4	2
196	мысль что	4	2
197	это и	3	2
198	его нельзя	2	2
199	то в	2	2
200	него нет	5	2
201	в обычном	2	2
202	если я	2	2
203	тот же	2	2
204	мы увидим	2	2
205	не бывает	3	2
206	во всех	2	2
207	уже все	2	2
208	к ней	2	2
209	и потому	7	2
210	но этот	2	2
211	противоречии с	2	2
212	быть и	2	2
213	бы не	2	2
214	другого в	2	2
215	жизнь и	4	2
216	еще более	2	2
217	но с	2	2
218	уже не	4	2
219	к чему	4	2
220	и он	11	2
221	в которой	2	2
222	той же	3	2
223	тому как	2	2
224	подобно тому	2	2
225	него и	2	2
226	которые в	2	2
227	много раз	2	2
