N	2gram	Losev_Dial_1	EvropaiE
1	и в	18	37
2	в отношении	5	32
3	точки зрения	17	23
4	что в	13	21
5	не только	13	18
6	с точки	12	17
7	в то	6	16
8	хотя бы	6	15
9	то же	10	15
10	отношении к	3	15
11	в своем	5	14
12	в качестве	2	14
13	же время	4	14
14	но и	7	14
15	и не	30	14
16	но в	6	14
17	в этом	12	12
18	в их	3	11
19	в том	9	11
20	так и	9	10
21	отнюдь не	9	9
22	прежде всего	10	9
23	не может	12	9
24	т е	25	9
25	в себе	11	9
26	только в	3	9
27	так же	4	9
28	думать что	3	8
29	к тому	4	8
30	одной стороны	2	8
31	было бы	12	8
32	в своей	2	8
33	с одной	2	8
34	как и	2	7
35	того что	2	7
36	с другой	6	7
37	также и	7	7
38	так как	11	7
39	с этой	2	6
40	вовсе не	7	6
41	том что	9	6
42	стороны и	3	6
43	может быть	17	6
44	вслед за	2	6
45	для того	2	6
46	на то	5	6
47	как бы	11	6
48	то что	13	6
49	и даже	13	6
50	же как	2	5
51	в частности	2	5
52	не в	6	5
53	но не	4	5
54	но если	5	5
55	со стороны	2	5
56	как мы	4	5
57	от этого	3	5
58	в виде	2	5
59	этой точки	2	5
60	и потому	3	5
61	ни было	2	4
62	именно в	2	4
63	вопрос о	2	4
64	или иной	3	4
65	можно сказать	6	4
66	само по	5	4
67	несмотря на	10	4
68	в самом	3	4
69	то в	7	4
70	в ней	3	4
71	к ней	4	4
72	той или	7	4
73	даже в	3	4
74	по себе	25	4
75	и притом	4	4
76	не имеет	15	4
77	сказать что	10	4
78	тем более	2	4
79	в каком	8	4
80	в полной	2	4
81	как это	4	4
82	этом отношении	2	3
83	уже и	3	3
84	никогда не	9	3
85	в них	3	3
86	и от	2	3
87	этом смысле	3	3
88	ли это	3	3
89	мы можем	4	3
90	и мы	5	3
91	из них	2	3
92	всяком случае	2	3
93	себе не	5	3
94	не является	3	3
95	что и	3	3
96	говорит о	5	3
97	бы и	2	3
98	как в	2	3
99	и для	2	3
100	можно было	5	3
101	к ним	2	3
102	в которых	2	3
103	потому что	14	3
104	во всяком	4	3
105	ни на	6	3
106	в данном	3	3
107	о том	4	3
108	он сам	5	2
109	или хотя	2	2
110	и более	4	2
111	а не	14	2
112	в этих	5	2
113	еще более	3	2
114	сравнению с	2	2
115	по сравнению	2	2
116	с этим	2	2
117	и все	3	2
118	к нему	8	2
119	из того	2	2
120	утверждать что	3	2
121	есть не	3	2
122	и эта	2	2
123	одна и	2	2
124	не нужно	2	2
125	при условии	3	2
126	как же	5	2
127	и как	7	2
128	это значит	11	2
129	такой же	2	2
130	бороться с	2	2
131	что если	2	2
132	но как	2	2
133	должна быть	3	2
134	или по	2	2
135	что это	11	2
136	она не	6	2
137	эти последние	2	2
138	он не	3	2
139	в его	3	2
140	помнить что	2	2
141	мог бы	2	2
142	в котором	4	2
143	если в	3	2
144	точка зрения	2	2
145	не есть	40	2
146	в мире	2	2
147	жизни и	3	2
148	как не	2	2
149	что же	3	2
150	а в	5	2
151	если бы	12	2
152	но с	3	2
153	и сейчас	2	2
154	и что	12	2
155	ко всему	2	2
156	другой стороны	4	2
157	и тут	3	2
158	с другими	2	2
159	мы видим	4	2
160	и та	3	2
161	и с	5	2
162	хотя и	4	2
163	могут быть	3	2
164	и еще	3	2
165	и то	9	2
166	мы должны	5	2
167	стороны в	2	2
168	бы в	3	2
169	то не	2	2
170	заметить что	2	2
171	можем сказать	2	2
172	которое в	2	2
