N	2gram	Voloshinov_1	Problema
1	и в	13	30
2	в своей	4	22
3	то что	6	18
4	не только	6	18
5	том что	2	17
6	в этом	2	17
7	но и	3	13
8	таким образом	6	13
9	в том	2	12
10	в его	7	12
11	и не	8	12
12	точки зрения	7	10
13	все же	5	9
14	но в	4	9
15	только в	6	9
16	и все	3	9
17	вовсе не	2	8
18	с точки	5	8
19	никогда не	3	7
20	как и	3	7
21	может быть	8	7
22	так и	3	7
23	в связи	2	7
24	не в	3	7
25	с другой	2	6
26	прежде всего	9	6
27	несмотря на	2	6
28	и для	3	6
29	как бы	6	6
30	в нем	2	6
31	другой стороны	2	6
32	а в	2	6
33	и его	12	6
34	так как	3	6
35	не менее	2	5
36	что в	3	5
37	в которой	3	5
38	так же	2	5
39	в самом	2	5
40	и их	7	5
41	еще в	2	5
42	для себя	2	5
43	не может	8	5
44	а не	2	5
45	и то	3	5
46	мы можем	4	5
47	еще и	4	4
48	при этом	2	4
49	было бы	4	4
50	и к	2	4
51	не мог	2	4
52	в себе	3	4
53	учение о	2	3
54	в отношении	2	3
55	не что	2	3
56	в ее	3	3
57	что иное	2	3
58	что они	2	3
59	тот же	2	3
60	смысле слова	2	3
61	одной стороны	2	3
62	а также	2	3
63	и тем	2	3
64	иное как	2	3
65	с одной	2	3
66	только и	4	3
67	от этого	2	3
68	в ней	2	3
69	в другом	2	3
70	в одном	3	3
71	в них	2	2
72	хотя бы	5	2
73	как в	2	2
74	с этой	2	2
75	уже в	2	2
76	не чем	2	2
77	со всей	3	2
78	к тому	2	2
79	то же	4	2
80	и наиболее	2	2
81	да и	3	2
82	в данном	2	2
83	в целях	2	2
84	вслед за	2	2
85	для целей	3	2
86	но для	3	2
87	чем иным	2	2
88	и является	2	2
89	отношению к	3	2
90	ее в	2	2
91	данном случае	2	2
92	по отношению	3	2
93	все эти	2	2
94	с помощью	2	2
95	мы не	4	2
96	самом деле	3	2
97	между тем	2	2
98	иным как	2	2
99	тем что	2	2
100	всей своей	2	2
101	его на	2	2
102	в чем	2	2
103	в области	2	2
