N	3gram	Vygotskiy__1	Myshleni
1	в том что	9	17
2	вместе с тем	2	10
3	заключается в том	6	7
4	для того чтобы	5	7
5	так же как	4	6
6	в отличие от	3	6
7	в собственном смысле	3	6
8	с одной стороны	5	5
9	тем не менее	2	5
10	в зависимости от	5	5
11	что и в	2	5
12	смысле этого слова	2	4
13	в то время	5	4
14	во всяком случае	6	4
15	ни в какой	3	4
16	то время как	5	4
17	в последнее время	2	3
18	о том что	7	3
19	состоит в том	2	3
20	так же точно	3	3
21	мы видели что	2	3
22	на то что	8	3
23	с другой стороны	5	3
24	в этом отношении	2	3
25	и той же	3	2
26	силу того что	2	2
27	собственном смысле слова	2	2
28	так и в	2	2
29	в силу того	2	2
30	как и в	4	2
31	само по себе	5	2
32	только в том	3	2
33	с этой точки	4	2
34	мы никогда не	4	2
35	этой точки зрения	5	2
36	не может быть	8	2
37	в этом смысле	2	2
38	одной и той	3	2
