N	2gram	Losev_Prob_3	Problemy
1	и в	44	35
2	как бы	9	31
3	и не	35	27
4	что он	9	24
5	в его	9	21
6	но в	12	19
7	не может	7	18
8	как и	10	18
9	в нем	9	16
10	то есть	34	16
11	то же	13	15
12	с самим	3	15
13	и все	3	15
14	но и	10	14
15	для него	3	14
16	может быть	28	14
17	все это	5	14
18	и его	5	14
19	в этом	17	14
20	он не	8	13
21	прежде всего	3	12
22	и с	9	12
23	и к	6	12
24	в другом	2	12
25	в то	9	11
26	слова и	3	11
27	не в	13	10
28	самом деле	3	10
29	не только	14	10
30	то что	23	10
31	в отношении	2	9
32	на самом	7	9
33	так и	10	8
34	потому что	25	8
35	мы уже	4	8
36	все же	6	8
37	как мы	8	8
38	и для	2	8
39	и сам	5	7
40	так же	5	7
41	а в	5	7
42	точки зрения	5	7
43	с ним	7	7
44	вовсе не	37	7
45	еще не	5	7
46	для себя	2	7
47	что же	8	7
48	в виде	6	7
49	таким образом	9	7
50	он сам	4	6
51	что в	8	6
52	к тому	3	6
53	но это	8	6
54	что они	5	6
55	и что	7	6
56	в самом	3	6
57	что у	3	6
58	от него	2	6
59	но не	3	6
60	в слове	2	6
61	только в	19	6
62	в конце	5	5
63	в том	21	5
64	да и	5	5
65	так что	12	5
66	от себя	2	5
67	и даже	14	5
68	он и	2	5
69	этого слова	5	5
70	к самому	2	5
71	как в	5	5
72	героя в	2	5
73	и то	14	5
74	в себе	8	5
75	и это	9	5
76	никогда не	6	4
77	с другой	7	4
78	или иной	8	4
79	но все	3	4
80	же и	4	4
81	всяком случае	6	4
82	той или	12	4
83	но как	4	4
84	его в	3	4
85	так как	9	4
86	бы в	2	4
87	как раз	8	4
88	по себе	25	4
89	по своему	2	4
90	в своей	5	4
91	только на	5	4
92	в той	3	4
93	а не	18	4
94	и у	2	4
95	и без	4	4
96	во всяком	9	4
97	тем что	4	4
98	он в	2	4
99	как будто	3	4
100	что это	3	4
101	в чем	4	4
102	же не	2	4
103	уже в	3	3
104	то ни	6	3
105	и от	9	3
106	ни было	3	3
107	совсем не	2	3
108	в виду	10	3
109	он только	2	3
110	с ее	2	3
111	бы то	4	3
112	в целом	6	3
113	из них	2	3
114	другой стороны	5	3
115	все эти	7	3
116	но только	6	3
117	того что	8	3
118	это не	9	3
119	сказать что	16	3
120	и во	2	3
121	даже и	16	3
122	говорить о	3	3
123	в начале	2	3
124	мы должны	7	3
125	или как	3	3
126	в котором	2	3
127	с тем	5	3
128	эти слова	2	3
129	с этим	2	3
130	раз и	4	3
131	в ее	4	3
132	это и	7	3
133	том что	12	3
134	одно и	3	3
135	и своего	2	3
136	было бы	8	3
137	нет здесь	2	3
138	за пределы	5	3
139	во всех	2	3
140	конце концов	3	3
141	что и	9	3
142	когда он	2	3
143	только что	2	3
144	а с	2	3
145	уже не	7	3
146	только с	4	3
147	ничего не	3	3
148	не менее	10	2
149	это уже	3	2
150	в этих	2	2
151	тому что	4	2
152	для этого	6	2
153	с этой	3	2
154	переходит в	2	2
155	что все	2	2
156	именно потому	3	2
157	это в	2	2
158	ни в	8	2
159	без всякого	3	2
160	на одно	2	2
161	такого же	2	2
162	но что	2	2
163	при этом	4	2
164	со своим	2	2
165	уже как	3	2
166	хотя и	5	2
167	время как	4	2
168	мы видели	2	2
169	в своем	5	2
170	что оно	2	2
171	не просто	23	2
172	но эта	3	2
173	и по	2	2
174	есть только	4	2
175	чего бы	2	2
176	в которых	3	2
177	в ней	5	2
178	что тут	3	2
179	что даже	4	2
180	ни на	3	2
181	о том	6	2
182	и ни	3	2
183	с которыми	2	2
184	а как	2	2
185	всех этих	2	2
186	для его	3	2
187	однако в	2	2
188	этого необходимо	2	2
189	будто бы	3	2
190	он есть	2	2
191	с собой	3	2
192	быть в	2	2
193	то в	3	2
194	здесь в	3	2
195	но именно	2	2
196	когда она	2	2
197	мы говорили	2	2
198	друг друга	2	2
199	но уже	3	2
200	себя в	2	2
201	вместе с	2	2
202	быть и	3	2
203	в отличие	2	2
204	совсем другое	4	2
205	жизнь и	2	2
206	все равно	3	2
207	на этот	4	2
208	и как	3	2
209	хотя бы	3	2
210	с точки	2	2
211	в которой	2	2
212	да еще	2	2
213	у человека	2	2
214	или в	4	2
215	можно было	4	2
216	с другими	3	2
217	пока еще	2	2
218	мы можем	6	2
219	сам по	6	2
220	и вообще	8	2
221	из этого	3	2
222	отличие от	3	2
223	этот раз	3	2
224	это было	2	2
