N	2gram	Bakhtin_Fr_4	Myshleni
1	в том	7	33
2	том что	3	27
3	точки зрения	4	26
4	то что	4	20
5	в этом	11	19
6	с точки	2	18
7	того что	3	17
8	и в	29	15
9	не только	10	15
10	таким образом	20	14
11	что он	4	12
12	того чтобы	3	12
13	но и	9	10
14	для того	3	10
15	мы можем	3	10
16	в своем	3	9
17	может быть	2	9
18	не может	2	9
19	о том	2	9
20	в сущности	6	9
21	связи с	2	9
22	так и	11	8
23	никогда не	2	8
24	к тому	2	7
25	одной стороны	2	7
26	с одной	2	7
27	и не	16	7
28	как бы	8	7
29	тот же	3	7
30	он не	3	7
31	и т.п	12	7
32	что это	5	6
33	в частности	3	6
34	как мы	10	6
35	в этой	13	6
36	мы уже	10	6
37	в виду	2	6
38	мы видели	7	6
39	с другой	4	6
40	сказать что	5	6
41	как он	2	6
42	но в	12	6
43	вовсе не	9	6
44	и к	2	6
45	как и	12	6
46	по своей	3	6
47	как известно	2	6
48	с таким	2	6
49	к которому	2	6
50	там где	3	6
51	это не	5	5
52	уже в	2	5
53	и др	4	5
54	и их	3	5
55	с помощью	4	5
56	и даже	3	5
57	друг друга	2	5
58	то же	10	5
59	связана с	4	4
60	прежде всего	8	4
61	все это	4	4
62	в них	7	4
63	так же	7	4
64	их в	2	4
65	и с	9	4
66	так как	7	4
67	с его	4	4
68	к этому	2	4
69	все же	3	4
70	мы видим	3	4
71	в качестве	3	4
72	в своей	5	4
73	как в	2	4
74	как раз	2	4
75	и его	8	4
76	только в	2	4
77	в которой	4	4
78	в эту	3	4
79	том числе	3	3
80	только для	4	3
81	все время	3	3
82	что у	3	3
83	во время	10	3
84	числе и	2	3
85	что они	2	3
86	и сам	3	3
87	при этом	3	3
88	но мы	2	3
89	из них	6	3
90	и до	5	3
91	со стороны	2	3
92	все эти	9	3
93	о мире	2	3
94	они не	2	3
95	и по	5	3
96	в результате	4	3
97	в основе	2	3
98	с ним	2	3
99	и все	13	3
100	здесь и	3	3
101	которых он	2	3
102	уже говорили	5	3
103	но не	2	3
104	того же	5	3
105	животных и	3	3
106	одной из	2	3
107	на самом	4	3
108	в игре	2	3
109	или в	2	3
110	это же	2	3
111	и это	2	3
112	быть может	2	2
113	в другой	2	2
114	и есть	4	2
115	в этих	2	2
116	перед нами	4	2
117	ни в	2	2
118	и как	3	2
119	и мы	2	2
120	в котором	2	2
121	с ее	3	2
122	на этой	2	2
123	после этого	2	2
124	в их	2	2
125	и других	3	2
126	в других	2	2
127	то он	2	2
128	что каждая	2	2
129	что здесь	3	2
130	также и	4	2
131	мира и	4	2
132	а также	2	2
133	все те	2	2
134	уже и	2	2
135	у него	5	2
136	именно в	2	2
137	мы увидим	2	2
138	в один	2	2
139	том же	2	2
140	в его	8	2
141	раз в	2	2
142	или менее	3	2
143	и для	2	2
144	в себя	2	2
145	и эта	2	2
146	той же	3	2
147	у них	3	2
148	тому как	3	2
149	тем что	4	2
150	подобно тому	3	2
151	в себе	3	2
152	в споре	2	2
153	на эту	3	2
154	его к	2	2
155	более или	3	2
156	учения о	2	2
