N	2gram	Propp_Isto_4	Dialekti
1	не есть	2	40
2	и не	9	30
3	по себе	2	25
4	т е	18	25
5	и т	27	21
6	т д	24	19
7	и в	26	18
8	ничего не	5	17
9	может быть	14	17
10	в нем	2	16
11	и есть	2	16
12	ни в	2	15
13	так что	2	15
14	не имеет	3	15
15	а не	6	14
16	потому что	6	14
17	что в	14	13
18	то что	16	13
19	не только	15	13
20	и даже	4	13
21	если бы	2	12
22	было бы	2	12
23	в мифе	2	12
24	и что	5	12
25	в этом	7	12
26	не может	6	12
27	что это	2	11
28	что он	10	11
29	как бы	3	11
30	все это	2	11
31	в себе	2	11
32	так как	9	11
33	то же	8	10
34	сказать что	2	10
35	никогда не	2	9
36	это не	5	9
37	в том	3	9
38	так и	10	9
39	том что	3	9
40	и то	6	9
41	но это	3	8
42	к нему	6	8
43	не просто	4	7
44	вовсе не	4	7
45	и как	5	7
46	но и	12	7
47	что она	3	7
48	с другой	4	6
49	хотя бы	2	6
50	она не	3	6
51	и вот	2	6
52	не в	5	6
53	но в	5	6
54	в этих	7	5
55	в своем	2	5
56	на то	3	5
57	говорит о	2	5
58	в дальнейшем	6	5
59	есть и	2	5
60	и пр	11	5
61	все же	9	5
62	отношение к	2	5
63	в особенности	2	5
64	и он	3	5
65	есть только	3	5
66	а в	8	5
67	и с	5	5
68	мы должны	5	5
69	и более	3	4
70	что эта	3	4
71	это мы	2	4
72	об этом	7	4
73	это и	5	4
74	мы видим	6	4
75	не говорит	2	4
76	но не	5	4
77	от него	2	4
78	хотя и	2	4
79	то это	5	4
80	так же	18	4
81	другой стороны	4	4
82	как мы	5	4
83	мы можем	6	4
84	о том	4	4
85	как он	6	4
86	как это	3	4
87	содержит в	2	3
88	что ни	3	3
89	должна быть	2	3
90	в одну	2	3
91	но эта	4	3
92	же это	2	3
93	что и	9	3
94	что я	2	3
95	что они	6	3
96	говорит что	2	3
97	конечно не	2	3
98	он не	7	3
99	только с	2	3
100	в его	5	3
101	даже в	4	3
102	его с	2	3
103	указывает на	4	3
104	но все	5	3
105	только что	3	3
106	в данном	3	3
107	могут быть	6	3
108	даже и	2	3
109	только в	3	3
110	и все	2	3
111	на этом	2	2
112	не менее	2	2
113	того что	2	2
114	же как	13	2
115	на нем	5	2
116	в виде	2	2
117	в частности	2	2
118	в отдельности	2	2
119	в качестве	7	2
120	сравнению с	3	2
121	как в	7	2
122	живая и	4	2
123	с этой	2	2
124	из этих	3	2
125	точно так	5	2
126	можно указать	2	2
127	к этому	5	2
128	вопрос о	4	2
129	как и	7	2
130	и при	3	2
131	с той	2	2
132	что здесь	7	2
133	связанные с	3	2
134	до сих	5	2
135	только тогда	3	2
136	еще не	6	2
137	мы увидим	3	2
138	о чем	3	2
139	но есть	2	2
140	по сравнению	3	2
141	к ним	2	2
142	же он	4	2
143	относится к	3	2
144	другими словами	2	2
145	из них	2	2
146	в своей	4	2
147	и их	2	2
148	в современной	2	2
149	дело не	2	2
150	сих пор	5	2
151	тут и	2	2
152	с этим	2	2
153	на земле	3	2
154	все эти	3	2
155	мы имеем	7	2
156	уже не	5	2
157	этой стороны	2	2
158	и у	5	2
159	с ними	5	2
160	или на	2	2
161	то мы	2	2
162	в которых	4	2
163	он всегда	3	2
164	в другом	5	2
165	во всем	3	2
166	можно найти	2	2
