N	2gram	Vinokur_St_3	Narrotol
1	не только	12	31
2	но и	9	27
3	и не	10	23
4	может быть	19	15
5	в качестве	4	14
6	как и	4	13
7	а не	5	13
8	а в	6	13
9	только в	6	12
10	в этом	24	12
11	и в	25	11
12	состоит в	4	10
13	такого рода	5	10
14	своего рода	3	10
15	и его	3	10
16	времени и	2	9
17	то что	12	9
18	то есть	2	9
19	то же	5	8
20	в том	20	8
21	со стороны	3	8
22	не может	7	8
23	уже не	3	8
24	в рассказе	3	8
25	если бы	4	7
26	у него	9	7
27	том что	15	7
28	на протяжении	4	7
29	но в	5	7
30	одного из	2	6
31	к тому	2	6
32	об этом	5	6
33	а также	4	6
34	не в	6	6
35	в самом	2	6
36	не мог	2	6
37	как бы	6	6
38	один из	2	6
39	как раз	3	6
40	во втором	2	6
41	или в	2	6
42	в его	12	6
43	в этой	14	6
44	действующих лиц	4	5
45	можно сказать	4	5
46	точка зрения	4	5
47	в своей	4	5
48	так и	5	5
49	и на	6	5
50	потому что	5	5
51	точки зрения	7	5
52	с его	3	4
53	никогда не	2	4
54	из этих	6	4
55	или иной	2	4
56	все же	4	4
57	для него	3	4
58	то в	4	4
59	но не	2	4
60	же время	3	4
61	прежде всего	10	4
62	еще не	2	4
63	к нему	4	4
64	в ней	4	4
65	и тем	4	4
66	как в	6	4
67	внимание на	2	4
68	того что	5	4
69	в речи	4	4
70	в то	7	4
71	что у	2	4
72	о том	8	4
73	одна из	2	4
74	не менее	2	3
75	но они	2	3
76	что в	19	3
77	обращается к	3	3
78	это не	7	3
79	в жизни	4	3
80	что он	19	3
81	тем не	2	3
82	у нас	4	3
83	в начале	4	3
84	в целом	4	3
85	самом деле	2	3
86	но как	2	3
87	для того	2	3
88	при всей	2	3
89	он не	5	3
90	речь идет	2	3
91	не является	3	3
92	в центре	4	3
93	быть не	2	3
94	начиная с	2	3
95	не было	4	3
96	этом отношении	4	3
97	лишь в	4	3
98	мы не	2	3
99	и с	4	3
100	и ее	2	3
101	в русской	6	3
102	у карамзина	7	3
103	мы имеем	5	3
104	между тем	6	3
105	в этих	11	2
106	в конце	6	2
107	этих двух	2	2
108	в сущности	2	2
109	в свою	2	2
110	на то	5	2
111	как мы	2	2
112	а по	2	2
113	с ее	2	2
114	до конца	3	2
115	до сих	2	2
116	всяком случае	4	2
117	если в	2	2
118	не имеет	2	2
119	вместе с	2	2
120	дело не	2	2
121	сих пор	2	2
122	в форме	2	2
123	и тогда	2	2
124	другой стороны	5	2
125	только что	2	2
126	в связи	3	2
127	и только	2	2
128	в особенности	4	2
129	в году	5	2
130	что не	2	2
131	с другой	5	2
132	и для	4	2
133	ничего не	4	2
134	в результате	2	2
135	сказать что	4	2
136	во всяком	4	2
137	что касается	7	2
138	он и	2	2
139	связи с	3	2
140	что мы	3	2
141	жизни но	2	2
142	так сказать	2	2
143	в чем	4	2
144	в области	6	2
145	это было	8	2
