N	2gram	Vygotskiy__2	FransuaR
1	и в	32	45
2	то есть	21	25
3	и не	10	15
4	не только	12	14
5	в этом	13	14
6	но в	3	14
7	в его	2	13
8	во всех	3	13
9	и его	7	13
10	как бы	6	12
11	что в	20	12
12	в романе	2	11
13	то же	13	11
14	в то	5	11
15	в том	37	10
16	в нем	4	10
17	но и	10	10
18	как и	10	10
19	и с	4	10
20	же время	2	9
21	вовсе не	2	8
22	в ней	5	8
23	жизни и	4	8
24	таким образом	21	8
25	в самой	2	8
26	так же	18	8
27	с его	2	7
28	в конце	3	7
29	том что	21	7
30	не в	8	7
31	что и	17	7
32	все это	5	7
33	также и	2	7
34	потому что	21	7
35	и все	4	7
36	что он	13	6
37	в этой	6	6
38	он не	6	6
39	так и	3	6
40	того чтобы	14	6
41	для того	13	6
42	так как	12	6
43	в них	2	6
44	и к	3	5
45	мы видим	4	5
46	но это	2	5
47	на этом	3	5
48	например в	3	5
49	с ее	3	5
50	и их	3	5
51	как раз	5	5
52	не может	17	5
53	этом отношении	5	5
54	все эти	7	5
55	форм и	2	5
56	на самом	5	5
57	самом деле	16	5
58	и у	2	5
59	и как	7	5
60	и на	5	5
61	же как	4	4
62	об этом	3	4
63	и от	2	4
64	мы не	3	4
65	и здесь	2	4
66	такой же	7	4
67	но не	2	4
68	по своему	3	4
69	ничего не	4	4
70	в самом	12	4
71	в сущности	7	4
72	в общем	3	4
73	в их	3	4
74	мы находим	2	4
75	а не	7	4
76	и даже	5	4
77	как на	5	4
78	а в	4	4
79	той же	8	4
80	можно было	7	4
81	сказать что	7	4
82	в основе	11	4
83	с этим	4	4
84	точки зрения	17	4
85	только в	7	4
86	о том	6	4
87	и это	4	4
88	как это	4	4
89	это было	3	4
90	не менее	8	3
91	как в	9	3
92	это не	2	3
93	в одном	2	3
94	что на	4	3
95	ни в	2	3
96	по существу	3	3
97	того же	2	3
98	то время	3	3
99	в своей	3	3
100	от того	4	3
101	до сих	5	3
102	вместе с	2	3
103	сих пор	5	3
104	что она	16	3
105	не было	2	3
106	и вот	3	3
107	того что	8	3
108	на этот	2	3
109	и он	3	3
110	не имеет	4	3
111	и для	4	3
112	в которых	3	3
113	но он	3	3
114	в поэзии	3	3
115	как он	2	3
116	там где	2	3
117	применяется к	2	2
118	не могут	3	2
119	их с	2	2
120	если мы	12	2
121	с тем	11	2
122	и без	2	2
123	хотя бы	3	2
124	относится к	3	2
125	что все	9	2
126	это в	2	2
127	на все	5	2
128	значение и	2	2
129	к тому	7	2
130	видим что	3	2
131	в отношении	3	2
132	ли он	2	2
133	отличие от	2	2
134	то что	21	2
135	было бы	11	2
136	что это	8	2
137	несмотря на	4	2
138	может быть	18	2
139	вплоть до	2	2
140	том же	2	2
141	если в	2	2
142	один из	3	2
143	в каждом	2	2
144	человеком и	3	2
145	все же	4	2
146	в целом	4	2
147	когда он	10	2
148	на том	2	2
149	на него	2	2
150	и до	4	2
151	данном случае	4	2
152	в свете	2	2
153	так в	2	2
154	и только	2	2
155	в особенности	2	2
156	при этом	13	2
157	но эта	2	2
158	и что	22	2
159	с точки	10	2
160	к нему	2	2
161	роль в	2	2
162	жизнь и	3	2
163	в данном	4	2
164	между тем	4	2
165	мы можем	3	2
166	он в	3	2
167	и вообще	2	2
168	ту же	4	2
169	же самое	6	2
170	заметить что	2	2
171	в чем	4	2
172	которая не	2	2
173	это очень	2	2
174	том как	2	2
