N	2gram	Propp_Russ_1	Problema
1	то что	6	42
2	то есть	3	33
3	и в	36	32
4	и не	6	31
5	не просто	2	23
6	не менее	3	19
7	в этом	12	19
8	тем не	3	18
9	не только	22	17
10	потому что	10	16
11	а не	2	15
12	в виде	6	15
13	как бы	5	14
14	может быть	8	14
15	у нас	8	14
16	но в	2	14
17	в нем	2	13
18	что в	19	12
19	том что	19	12
20	так и	7	12
21	и т	10	11
22	о том	8	11
23	так как	15	11
24	ничего общего	2	11
25	то же	3	10
26	т д	9	10
27	отнюдь не	2	10
28	об этом	9	10
29	ничего не	3	10
30	но не	2	9
31	в том	17	9
32	но и	16	9
33	и что	4	9
34	так же	3	9
35	еще не	4	9
36	не может	4	8
37	все эти	2	8
38	и на	10	8
39	но это	4	8
40	все это	6	7
41	того что	4	7
42	всех этих	2	7
43	в них	6	7
44	во всех	4	7
45	как мы	10	7
46	тем что	4	7
47	только в	4	7
48	так что	2	6
49	и как	2	6
50	при этом	6	6
51	хотя и	2	6
52	как символ	2	6
53	таким образом	6	6
54	это не	10	6
55	и здесь	2	6
56	как это	8	6
57	о чем	3	6
58	в его	2	6
59	на самом	2	6
60	в своем	3	5
61	для нас	6	5
62	что она	2	5
63	мы должны	2	5
64	с тем	8	5
65	связи с	4	5
66	далеко не	3	5
67	в других	11	5
68	тому что	4	4
69	в дальнейшем	2	4
70	с целью	2	4
71	и пр	2	4
72	один из	8	4
73	после этого	4	4
74	в их	4	4
75	для обозначения	2	4
76	не было	2	4
77	или в	2	4
78	а в	9	4
79	их в	3	4
80	как он	2	4
81	в отдельности	2	4
82	а также	3	4
83	как в	5	4
84	только на	3	4
85	входит в	4	4
86	и для	2	4
87	мы можем	2	4
88	в связи	4	4
89	только для	2	3
90	что это	3	3
91	в этих	3	3
92	его от	2	3
93	но все	3	3
94	что они	7	3
95	несмотря на	3	3
96	в настоящее	3	3
97	из них	8	3
98	но она	2	3
99	для этого	2	3
100	в которых	5	3
101	с этим	2	3
102	точки зрения	3	3
103	настоящее время	3	3
104	с ним	2	3
105	по этому	3	3
106	в жизни	2	3
107	как и	10	3
108	мы увидим	8	3
109	к тому	4	3
110	быть и	2	3
111	этому поводу	2	3
112	того как	5	3
113	уже не	6	3
114	не на	2	3
115	на этот	3	3
116	с точки	3	3
117	как будто	5	3
118	которые не	3	3
119	или на	3	3
120	значит что	2	3
121	в это	3	2
122	иное как	2	2
123	как они	2	2
124	этом случае	5	2
125	в целях	3	2
126	его как	2	2
127	нас не	2	2
128	но что	2	2
129	например в	2	2
130	на что	2	2
131	на этой	2	2
132	и до	2	2
133	не имеет	6	2
134	мы наблюдаем	2	2
135	во многих	5	2
136	и с	2	2
137	одно из	5	2
138	из этих	4	2
139	то на	3	2
140	мы имеем	4	2
141	между тем	7	2
142	с собой	4	2
143	для них	3	2
144	могут быть	2	2
145	не что	2	2
146	увидим ниже	3	2
147	по существу	4	2
148	мы видим	2	2
149	петра i	4	2
150	в качестве	3	2
151	она не	2	2
152	но есть	2	2
153	между прочим	2	2
154	не значит	2	2
155	и потому	2	2
156	и другим	2	2
157	не будем	3	2
158	вместе с	10	2
159	разница между	2	2
160	мы не	6	2
161	что этот	4	2
162	на себя	2	2
163	тем и	2	2
164	что иное	2	2
165	в области	3	2
166	других случаях	3	2
167	не можем	3	2
