N	2gram	Voloshinov_1	VLabPisa
1	таким образом	21	27
2	в этом	13	26
3	и в	15	25
4	не только	5	22
5	во сне	2	21
6	может быть	13	21
7	хотя бы	7	20
8	и не	16	19
9	не может	13	17
10	в его	9	15
11	в процессе	4	14
12	прежде всего	11	13
13	в том	4	13
14	этом отношении	2	13
15	все это	5	12
16	не могут	3	10
17	в качестве	2	10
18	к этому	7	9
19	об этом	4	9
20	что в	6	9
21	для него	5	9
22	и др	8	9
23	но и	4	9
24	то же	7	9
25	все эти	9	8
26	на основании	2	8
27	в своем	2	8
28	могут быть	6	8
29	не следует	2	8
30	ни один	2	8
31	из этих	4	7
32	как и	6	7
33	том что	5	7
34	было бы	6	7
35	отношению к	9	7
36	во всех	8	7
37	вместе с	4	7
38	по отношению	11	7
39	не было	4	7
40	а не	2	7
41	у него	3	6
42	это не	2	6
43	в себе	4	6
44	идеи и	2	6
45	то что	10	6
46	художественное творчество	2	6
47	главным образом	4	6
48	в основном	2	6
49	в нем	4	6
50	в зависимости	2	6
51	так и	10	6
52	бы и	2	6
53	и его	15	6
54	их в	2	6
55	между тем	2	6
56	в то	6	6
57	тому что	3	5
58	же время	5	5
59	все же	5	5
60	и при	3	5
61	зависимости от	2	5
62	и есть	2	5
63	образы и	2	5
64	в искусстве	3	5
65	одним из	3	5
66	как бы	11	5
67	один из	4	5
68	приводит к	2	5
69	сказать что	6	5
70	только в	6	5
71	не в	4	5
72	не является	3	5
73	к тому	4	4
74	никогда не	7	4
75	в одном	3	4
76	в целом	2	4
77	что все	5	4
78	что он	8	4
79	с его	8	4
80	можно сказать	4	4
81	художественный образ	2	4
82	в ее	4	4
83	одна из	3	4
84	в своей	9	4
85	них не	2	4
86	в самом	6	4
87	должен быть	2	4
88	как раз	2	4
89	с ними	4	4
90	чем же	5	4
91	в этой	5	4
92	это только	2	4
93	и к	7	3
94	во время	5	3
95	всех этих	5	3
96	и ее	3	3
97	человека и	6	3
98	и образы	3	3
99	мы знаем	7	3
100	у нас	3	3
101	мы видели	5	3
102	по поводу	2	3
103	с этим	6	3
104	сил и	3	3
105	далеко не	4	3
106	его в	8	3
107	что и	2	3
108	жизни и	5	3
109	ее в	2	3
110	в основных	3	3
111	именно в	3	3
112	этой области	3	3
113	сводится к	3	3
114	того что	2	3
115	и по	5	3
116	как на	3	3
117	точки зрения	13	3
118	она не	2	3
119	явлений и	2	3
120	бы в	2	3
121	не менее	3	2
122	в самых	2	2
123	разобраться в	3	2
124	он сам	4	2
125	три года	2	2
126	формы и	2	2
127	не всегда	4	2
128	в жизни	5	2
129	вовсе не	2	2
130	роль в	6	2
131	по себе	2	2
132	сновидения и	2	2
133	что при	2	2
134	связанное с	2	2
135	до сих	3	2
136	и потому	8	2
137	но не	5	2
138	в различных	2	2
139	смысле слова	2	2
140	из основных	2	2
141	еще не	7	2
142	и может	4	2
143	он и	2	2
144	и бессознательное	5	2
145	если бы	3	2
146	на язык	2	2
147	в ней	5	2
148	что она	2	2
149	и даже	2	2
150	всяком случае	3	2
151	отнюдь не	2	2
152	только то	3	2
153	сих пор	3	2
154	все они	2	2
155	этот процесс	4	2
156	от того	3	2
157	а в	6	2
158	и через	2	2
159	что оно	2	2
160	в течение	2	2
161	человека в	3	2
162	чтобы не	2	2
163	того чтобы	2	2
164	должны быть	3	2
165	что такое	3	2
166	между ними	2	2
167	и для	2	2
168	к этим	2	2
169	отметить что	2	2
170	с другими	5	2
171	в своих	4	2
172	во всяком	4	2
173	знаем что	3	2
174	он не	4	2
175	они не	2	2
176	самого себя	2	2
177	что мы	2	2
178	рассказывает что	2	2
179	будто бы	2	2
180	в чем	4	2
181	в области	3	2
182	в сознании	3	2
183	но в	9	2
