N	2gram	Bakhtin_sl_2	formyVre
1	и в	39	50
2	то есть	26	33
3	в романе	46	32
4	в этом	16	25
5	в нем	19	24
6	человека в	5	17
7	и его	33	16
8	прежде всего	8	15
9	и не	22	14
10	как мы	7	14
11	вовсе не	10	13
12	в его	7	13
13	так и	15	12
14	человека и	3	11
15	может быть	37	11
16	таким образом	8	11
17	мы уже	2	11
18	то же	4	11
19	и как	3	10
20	но в	6	10
21	в том	5	9
22	же время	4	9
23	и др	4	9
24	в особенности	3	9
25	все эти	6	9
26	в то	4	9
27	не только	24	9
28	с его	7	9
29	роль в	2	9
30	и т	35	8
31	и их	5	8
32	но и	21	8
33	и на	4	8
34	жизни в	2	8
35	как и	6	8
36	жизни и	6	8
37	ни в	4	8
38	т п	33	8
39	на античной	4	7
40	не было	2	7
41	героя и	5	7
42	так сказать	6	7
43	все же	6	6
44	это не	5	6
45	в дальнейшем	2	6
46	например в	5	6
47	с ее	2	6
48	в их	2	6
49	не может	20	6
50	лишь в	3	6
51	в результате	2	6
52	так как	4	6
53	у него	3	6
54	с этим	2	6
55	и все	5	6
56	связи с	3	6
57	античной почве	5	6
58	во всех	12	6
59	то что	2	6
60	как в	13	6
61	что в	3	5
62	и другие	2	5
63	не в	9	5
64	в пределах	13	5
65	значение в	2	5
66	в связи	2	5
67	только и	2	5
68	в основе	4	5
69	точки зрения	8	5
70	всех этих	4	5
71	но все	5	5
72	романа в	5	5
73	но не	6	5
74	еще не	7	5
75	он не	2	5
76	в основном	4	5
77	отношению к	4	5
78	и речи	2	5
79	того чтобы	2	5
80	для того	2	5
81	этих романов	4	5
82	могут быть	7	5
83	в роман	3	4
84	идеи испытания	5	4
85	в своем	6	4
86	романе и	2	4
87	кроме того	2	4
88	до конца	17	4
89	европейского романа	7	4
90	романа но	2	4
91	все это	16	4
92	влияние на	2	4
93	конечно и	2	4
94	и с	9	4
95	в ней	3	4
96	именно как	2	4
97	в них	6	4
98	роман в	3	4
99	конечно не	5	4
100	и проч	2	4
101	в процессе	13	4
102	или как	4	4
103	и т.п	2	4
104	в той	4	4
105	том что	5	4
106	и для	5	4
107	только в	5	4
108	здесь не	4	4
109	например у	2	3
110	не могут	5	3
111	человек в	6	3
112	себя и	4	3
113	в этих	7	3
114	в отношении	4	3
115	романе не	2	3
116	в быту	5	3
117	при этом	7	3
118	в новое	4	3
119	хотя и	2	3
120	один из	5	3
121	со всеми	2	3
122	в форме	2	3
123	по отношению	4	3
124	отношения к	4	3
125	этом отношении	3	3
126	с одной	5	3
127	именно в	2	3
128	чем не	2	3
129	и других	4	3
130	но эта	2	3
131	в одно	2	3
132	они не	2	3
133	романа и	5	3
134	а в	4	3
135	сказать что	3	3
136	его в	4	3
137	авантюрного романа	3	3
138	в одном	2	3
139	ни к	2	3
140	поэтому и	4	3
141	не знает	2	3
142	в xvii	2	3
143	и образ	2	3
144	на фоне	4	3
145	романе как	2	3
146	в сущности	6	3
147	здесь это	2	3
148	и потому	7	3
149	что и	3	3
150	вместе с	2	3
151	сих пор	2	3
152	всем этим	2	3
153	еще более	2	3
154	а не	14	3
155	мы не	2	3
156	в таком	4	3
157	или в	2	3
158	с другими	4	3
159	более того	2	3
160	во всяком	3	3
161	в себе	2	3
162	входит в	4	3
163	и вне	2	3
164	до сих	2	3
165	уже в	2	2
166	никогда не	7	2
167	в нашем	2	2
168	его и	2	2
169	точку зрения	3	2
170	с другой	5	2
171	и нет	2	2
172	на материале	2	2
173	нем в	3	2
174	оно уже	2	2
175	или иной	5	2
176	дальнейшем развитии	2	2
177	для нас	5	2
178	его от	3	2
179	мировой литературе	2	2
180	с их	3	2
181	тип авантюрного	3	2
182	в свою	3	2
183	для него	7	2
184	одной стороны	5	2
185	xvii века	2	2
186	не входят	2	2
187	роман испытания	4	2
188	их целом	2	2
189	удельный вес	6	2
190	можно прямо	3	2
191	отношение к	4	2
192	в некоторых	3	2
193	в эпосе	4	2
194	на них	2	2
195	к своему	9	2
196	те же	2	2
197	с помощью	4	2
198	и даже	7	2
199	рядом с	3	2
200	также и	2	2
201	в более	2	2
202	точном смысле	2	2
203	же и	2	2
204	но он	2	2
205	той или	5	2
206	прямо сказать	3	2
207	во всем	4	2
208	в истории	11	2
209	как он	2	2
210	романе в	3	2
211	с ним	7	2
212	человек и	14	2
213	в романах	3	2
214	вне его	2	2
215	для всех	4	2
216	тогда когда	2	2
217	по себе	5	2
218	стороны и	3	2
219	в различных	2	2
220	и к	6	2
221	авантюрный роман	2	2
222	в чем	3	2
223	одна из	4	2
224	чем в	2	2
225	здесь в	3	2
226	благодаря этой	2	2
227	но оно	2	2
228	к ней	2	2
229	а также	3	2
230	на почве	4	2
231	оно не	8	2
232	но она	2	2
233	как бы	7	2
234	быть и	3	2
235	в отличие	12	2
236	в точном	2	2
237	уже не	5	2
238	в значительной	6	2
239	с точки	3	2
240	хотя бы	3	2
241	той же	3	2
242	в мировой	2	2
243	в данном	2	2
244	необходимо отметить	3	2
245	автора и	2	2
246	ту же	3	2
247	далеко не	2	2
248	слова и	8	2
249	дело в	2	2
250	там где	6	2
251	здесь как	2	2
252	отличие от	13	2
