N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	8	32
2	и в	38	31
3	в том	8	30
4	и т	14	26
5	то есть	46	26
6	что в	7	23
7	может быть	26	22
8	таким образом	10	20
9	ясно что	3	19
10	при этом	5	19
11	художественного произведения	11	17
12	не может	27	17
13	как и	7	16
14	том что	3	16
15	и не	42	16
16	т п	13	16
17	искусства и	3	15
18	точки зрения	8	15
19	только в	13	14
20	а не	5	13
21	не только	9	13
22	что и	2	13
23	в этом	15	12
24	в самом	7	11
25	могут быть	5	11
26	не в	7	11
27	в области	11	11
28	на то	2	10
29	художественное произведение	8	10
30	того что	2	10
31	искусства в	2	9
32	ни в	11	9
33	как в	4	9
34	самом деле	6	9
35	никогда не	5	8
36	все это	3	8
37	показать что	2	8
38	и что	2	8
39	что он	2	7
40	и его	16	7
41	того чтобы	2	7
42	сказать что	4	7
43	о том	4	7
44	что это	2	6
45	вовсе не	2	6
46	одной стороны	3	6
47	художественного творчества	12	6
48	было бы	8	6
49	если бы	3	6
50	отнюдь не	19	6
51	а в	6	6
52	для того	2	6
53	и даже	3	6
54	в его	43	6
55	художественной формы	9	5
56	и есть	2	5
57	формы и	5	5
58	и все	3	5
59	не является	3	5
60	теории искусства	2	5
61	в ее	4	5
62	все же	6	5
63	с одной	3	5
64	она не	2	5
65	несмотря на	3	5
66	совершенно не	7	5
67	в эстетике	2	5
68	в какой	2	5
69	как бы	22	5
70	в целом	3	5
71	искусства не	3	5
72	другой стороны	4	5
73	и для	11	5
74	то же	5	5
75	с другой	7	5
76	в то	4	5
77	в котором	2	4
78	и другие	2	4
79	в виду	4	4
80	искусства как	2	4
81	прежде всего	13	4
82	столь же	2	4
83	в себе	4	4
84	отличие от	5	4
85	по существу	2	4
86	одна из	2	4
87	мы увидим	3	4
88	со всеми	3	4
89	у нас	2	4
90	и о	5	4
91	точка зрения	3	4
92	в этих	2	4
93	к этому	2	4
94	и у	2	4
95	в своих	2	4
96	совпадает с	2	4
97	мы можем	6	4
98	в искусстве	12	4
99	там где	6	4
100	между тем	7	4
101	как это	2	4
102	мы имеем	2	4
103	дело с	6	3
104	не могут	2	3
105	в частности	2	3
106	конечном счете	4	3
107	в своем	5	3
108	только при	2	3
109	что все	2	3
110	в каждом	2	3
111	должна быть	4	3
112	и к	3	3
113	но это	3	3
114	но не	12	3
115	все что	3	3
116	смысле слова	2	3
117	не можем	2	3
118	из которых	2	3
119	например в	3	3
120	хотя и	3	3
121	в слове	3	3
122	он не	3	3
123	в конечном	4	3
124	художественном произведении	5	3
125	себе не	2	3
126	не есть	6	3
127	от всех	4	3
128	в своей	7	3
129	так и	5	3
130	задачи и	2	3
131	и другими	3	3
132	в отличие	5	3
133	не было	2	3
134	что оно	2	3
135	и других	2	3
136	должны быть	4	3
137	какой мере	2	3
138	в таком	3	3
139	и только	4	3
140	нуждается в	2	3
141	слова в	7	3
142	во всем	2	3
143	может стать	3	3
144	все то	3	3
145	и это	3	3
146	в художественном	20	3
147	в произведении	4	3
148	что эта	2	3
149	но в	4	3
150	в музыке	5	2
151	в основе	5	2
152	не менее	4	2
153	или иное	2	2
154	но совершенно	2	2
155	независимо от	13	2
156	этом смысле	3	2
157	и как	8	2
158	с совершенно	2	2
159	в них	5	2
160	и во	2	2
161	и от	3	2
162	в применении	3	2
163	не всегда	6	2
164	с ним	5	2
165	и здесь	2	2
166	художественная форма	10	2
167	есть не	2	2
168	а только	2	2
169	тем не	3	2
170	основных понятий	2	2
171	и потому	4	2
172	себя и	3	2
173	не дает	2	2
174	случае не	2	2
175	по поводу	2	2
176	это отношение	2	2
177	имеет место	5	2
178	в область	3	2
179	том же	2	2
180	далеко не	5	2
181	что содержание	2	2
182	об искусстве	3	2
183	в него	2	2
184	на почве	3	2
185	форму и	2	2
186	материала для	2	2
187	и тем	3	2
188	в нем	15	2
189	произведения но	2	2
190	отношение к	10	2
191	произведение как	4	2
192	но и	9	2
193	приводит к	3	2
194	как мы	7	2
195	эстетики и	3	2
196	отличается от	2	2
197	к чему-то	2	2
198	в связи	2	2
199	этом отношении	2	2
200	же самое	2	2
201	на самом	4	2
202	в себя	2	2
203	этой области	2	2
204	применении к	3	2
205	на основе	6	2
206	тем самым	4	2
207	к чему	2	2
208	к нему	10	2
209	есть только	2	2
210	с точки	6	2
211	то или	2	2
212	от него	3	2
213	для эстетики	2	2
214	его не	2	2
215	отметить что	7	2
216	в чем	2	2
217	ничего не	6	2
218	как к	2	2
219	и с	17	2
220	понятий и	2	2
221	но как	2	2
222	и художественного	3	2
223	в поэзии	9	2
224	его в	9	2
225	искусства но	4	2
226	или как	3	2
227	оно было	2	2
228	при восприятии	2	2
