N	2gram	Vygotskiy__7	Analitik
1	в этом	29	18
2	и в	26	16
3	не только	24	16
4	так и	3	15
5	как и	15	14
6	в том	18	12
7	но и	11	12
8	и не	18	12
9	том что	17	12
10	в качестве	5	11
11	могут быть	2	10
12	как бы	6	10
13	а не	6	10
14	лишь в	2	9
15	в этой	3	9
16	ничего не	2	9
17	в данном	5	8
18	состоит в	3	8
19	в целом	5	8
20	представляет собой	19	8
21	к тому	7	7
22	в себе	9	7
23	то что	24	7
24	о том	4	7
25	с другой	4	6
26	в самом	9	6
27	может быть	7	6
28	как это	5	6
29	но в	4	6
30	и к	7	5
31	данном случае	5	5
32	с одной	5	5
33	не менее	4	4
34	только не	11	4
35	столь же	2	4
36	в конце	4	4
37	можно сказать	5	4
38	о его	3	4
39	в ходе	12	4
40	этом случае	14	4
41	не в	4	4
42	но не	3	4
43	тем самым	8	4
44	для него	3	4
45	одной стороны	5	4
46	в сущности	9	4
47	имеет место	4	4
48	совпадает с	3	4
49	и является	3	4
50	внутренней речи	67	4
51	и тем	6	4
52	отношению к	5	4
53	во второй	5	4
54	во всех	6	4
55	как в	4	4
56	все это	3	4
57	как раз	3	4
58	по отношению	6	4
59	не может	11	4
60	и его	12	4
61	то же	8	4
62	между двумя	3	4
63	точки зрения	28	4
64	только в	8	4
65	в сознании	6	4
66	содержит в	3	3
67	казалось бы	2	3
68	никогда не	4	3
69	в нашем	4	3
70	одного из	2	3
71	прежде всего	7	3
72	этого слова	3	3
73	что на	2	3
74	одной из	4	3
75	тем не	3	3
76	не удивительно	2	3
77	его от	2	3
78	не мог	2	3
79	так что	4	3
80	в ситуации	7	3
81	есть в	3	3
82	было бы	6	3
83	в действительности	2	3
84	несмотря на	2	3
85	на его	2	3
86	в речи	5	3
87	или в	2	3
88	что и	3	3
89	в первой	3	3
90	в их	2	3
91	приводит к	4	3
92	только на	3	3
93	если бы	5	3
94	ответ на	2	3
95	этом отношении	3	3
96	именно в	6	3
97	самом начале	3	3
98	можно было	2	3
99	а в	2	3
100	как мы	14	3
101	и то	7	3
102	случае в	3	3
103	тем что	9	3
104	бы в	5	3
105	едва ли	4	3
106	в конечном	2	3
107	того что	14	2
108	что все	2	2
109	к этому	2	2
110	в случае	2	2
111	вовсе не	2	2
112	в одну	2	2
113	по себе	3	2
114	на то	4	2
115	конечном счете	2	2
116	а затем	2	2
117	отличие от	2	2
118	все что	6	2
119	ведь это	2	2
120	что в	12	2
121	что с	5	2
122	она не	5	2
123	еще не	4	2
124	о чем	4	2
125	в своей	3	2
126	нас к	6	2
127	в котором	4	2
128	для нее	3	2
129	даже в	2	2
130	один из	2	2
131	не есть	4	2
132	с ее	2	2
133	как говорит	5	2
134	и их	5	2
135	в отличие	2	2
136	вместе с	12	2
137	всего в	2	2
138	что она	8	2
139	ли не	2	2
140	внимание на	2	2
141	отношения к	2	2
142	таким образом	23	2
143	той же	8	2
144	на котором	3	2
145	того и	2	2
146	но эта	2	2
147	при переходе	3	2
148	и слово	3	2
149	по природе	2	2
150	и он	2	2
151	не имеет	2	2
152	речи в	27	2
153	и для	5	2
154	с точки	21	2
155	так же	14	2
156	и до	2	2
157	никак не	5	2
158	речи и	30	2
159	и во	4	2
160	одно из	5	2
161	он не	3	2
162	переходит от	2	2
163	к его	2	2
164	в то	3	2
165	в его	4	2
166	его в	2	2
167	в этих	2	2
168	сказать что	8	2
169	с ним	3	2
