N	2gram	Vygotskiy__1	Hudozhes
1	в качестве	2	19
2	то есть	26	18
3	состоит в	3	16
4	и не	16	16
5	в том	30	15
6	и в	31	15
7	не только	13	15
8	в частности	3	13
9	может быть	22	13
10	при этом	19	12
11	а в	6	12
12	и его	7	12
13	но не	3	11
14	в этом	12	11
15	в себе	4	11
16	представляет собой	2	10
17	как бы	5	10
18	но и	2	10
19	так и	3	10
20	то же	5	10
21	а не	13	10
22	в его	6	9
23	точки зрения	15	9
24	произведение искусства	8	8
25	с другой	5	7
26	в отличие	3	7
27	в искусстве	4	7
28	в то	5	7
29	отличие от	4	7
30	но в	3	7
31	в основе	2	6
32	что в	23	6
33	в ее	5	6
34	том что	16	6
35	не в	11	6
36	отношение к	2	6
37	приводит к	2	6
38	не может	17	6
39	художественного творчества	6	5
40	могут быть	11	5
41	ни в	9	5
42	только в	14	5
43	тем самым	2	5
44	в самом	11	5
45	того что	10	5
46	в нем	2	5
47	то что	32	5
48	или менее	2	5
49	другой стороны	5	5
50	уже не	2	5
51	более или	2	5
52	искусства в	9	4
53	в этих	4	4
54	прежде всего	4	4
55	к тому	4	4
56	а только	2	4
57	и как	2	4
58	например в	3	4
59	хотя и	3	4
60	он не	3	4
61	и тем	2	4
62	в своей	3	4
63	со стороны	4	4
64	как к	2	4
65	в слове	3	4
66	и то	2	4
67	сказать что	7	4
68	между тем	4	4
69	мы имеем	4	4
70	как это	4	4
71	художественного произведения	17	3
72	не менее	2	3
73	если бы	6	3
74	конечном счете	3	3
75	одного и	2	3
76	этом смысле	2	3
77	что он	7	3
78	и к	3	3
79	тем не	2	3
80	того же	2	3
81	или иным	2	3
82	о чем	2	3
83	имеет место	2	3
84	иначе говоря	5	3
85	как раз	2	3
86	в конечном	3	3
87	далеко не	2	3
88	к нему	2	3
89	не будет	3	3
90	как говорит	2	3
91	в целом	5	3
92	таким образом	20	3
93	и состоит	2	3
94	как и	16	3
95	и что	8	3
96	с точки	2	3
97	и для	5	3
98	в таком	3	3
99	их в	2	3
100	потому что	10	3
101	его в	2	3
102	в художественном	3	3
103	в произведении	3	3
104	в которой	4	3
105	в области	11	3
106	на деле	3	3
107	в виду	4	3
108	слова в	3	2
109	том и	2	2
110	сама по	2	2
111	речь идет	3	2
112	и составляет	2	2
113	таком случае	2	2
114	из которого	2	2
115	искусства как	4	2
116	себя и	2	2
117	тому что	4	2
118	в своем	3	2
119	в них	2	2
120	в одном	2	2
121	человека и	2	2
122	этих двух	2	2
123	вовсе не	6	2
124	по себе	9	2
125	только о	2	2
126	роль в	3	2
127	искусства но	2	2
128	идет о	2	2
129	произведении искусства	3	2
130	есть в	7	2
131	одна из	4	2
132	без остатка	2	2
133	тем или	2	2
134	одной стороны	6	2
135	говорит что	5	2
136	случае не	2	2
137	несмотря на	5	2
138	и о	4	2
139	совпадает с	4	2
140	и потому	2	2
141	к жизни	2	2
142	на почве	2	2
143	даже в	2	2
144	не является	5	2
145	области искусства	2	2
146	художественное произведение	10	2
147	как в	9	2
148	с одной	5	2
149	это и	3	2
150	в себя	2	2
151	от себя	4	2
152	того чтобы	7	2
153	для того	6	2
154	из которых	3	2
155	и по	3	2
156	я думаю	2	2
157	так же	12	2
158	с ним	2	2
159	от всех	3	2
160	в силу	3	2
161	у него	4	2
162	одно из	2	2
163	но как	2	2
164	в этой	3	2
165	о том	7	2
166	и это	3	2
167	из этого	2	2
168	в чем	2	2
