N	2gram	Losev_Dial_1	Komedia
1	и в	18	22
2	т е	25	13
3	том что	9	12
4	в том	9	11
5	но и	7	11
6	не только	13	10
7	из них	2	10
8	в то	6	10
9	как и	2	9
10	и т	21	9
11	может быть	17	9
12	и не	30	8
13	о том	4	8
14	в облаках	2	8
15	что в	13	6
16	в отношении	5	6
17	в конце	4	6
18	что он	11	6
19	к тому	4	6
20	ни в	15	6
21	тому же	2	6
22	то же	10	6
23	не в	6	6
24	а в	5	6
25	с другой	6	5
26	прежде всего	10	5
27	о которых	2	5
28	в его	3	5
29	один из	3	5
30	так и	9	5
31	как в	2	5
32	все это	11	5
33	другой стороны	4	5
34	и даже	13	5
35	потому что	14	5
36	т п	2	5
37	именно в	2	4
38	в их	3	4
39	к этому	2	4
40	ясно что	8	4
41	несмотря на	10	4
42	как мы	4	4
43	в другом	2	4
44	что они	3	4
45	в качестве	2	4
46	же время	4	4
47	в котором	4	4
48	в нем	16	4
49	что и	3	4
50	т д	19	4
51	и вот	6	4
52	время как	2	4
53	точки зрения	17	4
54	конце концов	3	4
55	так как	11	4
56	но в	6	4
57	мы можем	4	4
58	же как	2	3
59	не менее	2	3
60	в них	3	3
61	чаще всего	2	3
62	вопрос о	2	3
63	на всю	4	3
64	на то	5	3
65	и как	7	3
66	здесь в	2	3
67	одной стороны	2	3
68	и у	2	3
69	в частности	2	3
70	и о	3	3
71	да и	6	3
72	хотя и	4	3
73	он не	3	3
74	даже в	3	3
75	все же	5	3
76	отношение к	5	3
77	так же	4	3
78	этом отношении	2	3
79	с одной	2	3
80	как раз	4	3
81	в этом	12	3
82	и с	5	3
83	в виде	2	3
84	могут быть	3	3
85	и еще	3	3
86	только в	3	3
87	и все	3	3
88	в чем	6	3
89	как это	4	3
90	ничего не	17	3
91	в сознании	3	3
92	в противоположность	5	2
93	ни было	2	2
94	еще и	3	2
95	связанные с	2	2
96	вовсе не	7	2
97	указывает на	3	2
98	точек зрения	3	2
99	такой же	2	2
100	на этом	2	2
101	но не	4	2
102	до сих	2	2
103	еще не	2	2
104	было бы	12	2
105	мог бы	2	2
106	и из	3	2
107	в самом	3	2
108	в первую	2	2
109	относится к	2	2
110	всяком случае	2	2
111	то что	13	2
112	со стороны	2	2
113	или менее	3	2
114	вслед за	2	2
115	даже не	3	2
116	только что	3	2
117	то и	2	2
118	для этого	2	2
119	не может	12	2
120	даже если	3	2
121	и притом	4	2
122	к нему	8	2
123	почти всегда	4	2
124	почти не	2	2
125	но это	8	2
126	во всяком	4	2
127	к ней	4	2
128	что касается	2	2
129	в себе	11	2
130	об отношении	5	2
131	на нем	2	2
132	ли это	3	2
133	или по	2	2
134	сих пор	2	2
