N	2gram	Vinokur_St_1	Myshleni
1	и речи	2	38
2	точки зрения	11	26
3	таким образом	7	26
4	в том	36	24
5	и в	44	23
6	том что	29	21
7	в целом	5	20
8	с точки	8	18
9	того чтобы	11	17
10	то что	18	17
11	в этом	21	17
12	так же	5	16
13	не только	18	16
14	того что	9	15
15	для того	10	15
16	что в	30	14
17	может быть	15	14
18	но и	10	14
19	как и	9	14
20	в его	9	14
21	не может	8	12
22	как бы	4	11
23	сказать что	7	11
24	с другой	9	10
25	прежде всего	7	10
26	в отношении	9	10
27	в качестве	4	9
28	одной стороны	2	9
29	не является	3	9
30	другой стороны	7	9
31	и не	16	9
32	между тем	3	9
33	и с	3	9
34	с одной	3	8
35	заключается в	4	8
36	в основе	3	8
37	то же	5	8
38	вопрос о	4	7
39	в этой	11	7
40	в самом	7	7
41	по отношению	3	7
42	в то	9	7
43	так как	5	7
44	что он	10	7
45	отношению к	3	7
46	мы не	2	7
47	в другом	3	7
48	столь же	4	6
49	с этой	3	6
50	же как	3	6
51	и тем	3	6
52	все это	5	6
53	именно в	6	6
54	лишь в	3	6
55	потому что	6	6
56	с этим	3	6
57	о том	17	6
58	в сущности	2	6
59	и его	8	6
60	другом месте	2	6
61	тем что	5	6
62	в себе	2	6
63	только в	10	6
64	тому что	3	5
65	в какой	3	5
66	то время	2	5
67	из того	2	5
68	на то	4	5
69	для этого	2	5
70	что для	3	5
71	в своих	2	5
72	что мы	5	5
73	и все	2	5
74	если бы	9	5
75	но в	10	5
76	и более	2	5
77	по своей	2	5
78	и что	4	5
79	он не	2	5
80	так и	9	5
81	тем самым	2	5
82	тем более	4	5
83	но не	3	4
84	что все	2	4
85	не в	12	4
86	в пользу	2	4
87	при этом	2	4
88	что она	4	4
89	время как	2	4
90	в котором	5	4
91	убедиться в	2	4
92	целый ряд	2	4
93	все эти	5	4
94	этом отношении	7	4
95	в результате	3	4
96	их в	2	4
97	по существу	2	4
98	в чем	3	4
99	было бы	17	4
100	для себя	3	4
101	должен быть	3	4
102	в своей	6	4
103	сих пор	7	4
104	как в	13	4
105	как раз	4	4
106	а с	3	4
107	говорит что	3	4
108	хотя бы	6	4
109	ни в	3	4
110	этого слова	2	4
111	до сих	7	4
112	может не	2	3
113	уже в	2	3
114	я не	7	3
115	что это	4	3
116	в своем	2	3
117	из этих	6	3
118	в наших	2	3
119	в такой	2	3
120	что они	7	3
121	в первую	2	3
122	на эти	7	3
123	отношения к	2	3
124	оба эти	2	3
125	мы находим	4	3
126	в которых	5	3
127	вовсе не	19	3
128	этот вопрос	4	3
129	всяком случае	6	3
130	в новом	4	3
131	смысле этого	2	3
132	превращается в	2	3
133	этих двух	3	3
134	что оно	3	3
135	об этом	3	3
136	такой же	5	3
137	во всех	8	3
138	первую очередь	2	3
139	она не	2	3
140	все же	8	3
141	если не	2	3
142	самом деле	11	3
143	а не	16	3
144	на этот	3	3
145	можно было	13	3
146	и то	5	3
147	во всяком	6	3
148	могут быть	5	3
149	в каком	3	3
150	и это	2	3
151	ответ на	3	3
152	в которой	4	3
153	в области	14	3
154	ничего не	2	3
155	на вопрос	4	2
156	в основу	4	2
157	в частности	4	2
158	никогда не	5	2
159	точку зрения	3	2
160	что у	4	2
161	в конце	3	2
162	представление о	4	2
163	ответа на	2	2
164	бы что	2	2
165	но все	4	2
166	же время	4	2
167	что с	2	2
168	для него	6	2
169	несмотря на	2	2
170	не имеет	4	2
171	жизни и	5	2
172	данном случае	6	2
173	занимает в	2	2
174	той же	5	2
175	начиная с	2	2
176	в слове	5	2
177	и даже	5	2
178	бы и	4	2
179	а в	17	2
180	что как	2	2
181	и те	2	2
182	свою собственную	2	2
183	что этот	2	2
184	одно из	2	2
185	говорить о	2	2
186	о котором	2	2
187	в первом	2	2
188	в этих	2	2
189	нас сейчас	2	2
190	как это	4	2
191	от этого	2	2
192	этой главы	3	2
193	всех этих	2	2
194	речь идет	4	2
195	каждого из	2	2
196	поэтому в	3	2
197	и я	3	2
198	он должен	2	2
199	к сожалению	3	2
200	ясно что	10	2
201	точно и	2	2
202	идет о	2	2
203	в ее	4	2
204	со всеми	2	2
205	за пределы	2	2
206	и потому	2	2
207	в равной	2	2
208	даже в	3	2
209	на него	2	2
210	в двух	3	2
211	на которой	2	2
212	в данном	14	2
213	можно назвать	2	2
214	в виде	3	2
215	вопроса о	3	2
216	дело в	6	2
217	что эта	2	2
218	там где	5	2
219	если это	3	2
220	равной мере	2	2
