N	2gram	Tiupa_Hudo_1	Komedia
1	и в	14	22
2	по адресу	2	14
3	т е	4	13
4	том что	16	12
5	в том	12	11
6	но и	5	11
7	не только	12	10
8	из них	4	10
9	в то	8	10
10	как и	9	9
11	и т	11	9
12	может быть	5	9
13	и не	2	8
14	и его	5	8
15	о том	12	8
16	едва ли	3	7
17	в этой	8	7
18	что в	6	6
19	в конце	4	6
20	что он	9	6
21	к тому	7	6
22	ни в	5	6
23	такого рода	3	6
24	и по	3	6
25	то же	9	6
26	не в	7	6
27	а в	7	6
28	прежде всего	11	5
29	при этом	12	5
30	со своим	2	5
31	в его	8	5
32	еще в	3	5
33	один из	4	5
34	на его	2	5
35	так и	13	5
36	как в	8	5
37	все это	2	5
38	и даже	3	5
39	потому что	5	5
40	т п	8	5
41	между тем	8	5
42	именно в	7	4
43	в их	2	4
44	ясно что	2	4
45	несмотря на	4	4
46	как мы	3	4
47	же в	3	4
48	в другом	2	4
49	в качестве	9	4
50	же время	8	4
51	участие в	2	4
52	а также	3	4
53	в нем	3	4
54	на него	2	4
55	так в	2	4
56	т д	3	4
57	тем что	3	4
58	в результате	2	4
59	действующих лиц	2	4
60	точки зрения	5	4
61	но в	5	4
62	же как	2	3
63	казалось бы	7	3
64	не менее	5	3
65	однако в	2	3
66	вопрос о	2	3
67	идет о	3	3
68	на то	4	3
69	по своему	3	3
70	первую очередь	2	3
71	во второй	5	3
72	одной из	2	3
73	в начале	2	3
74	в частности	5	3
75	и о	4	3
76	у него	9	3
77	да и	2	3
78	хотя и	2	3
79	он не	4	3
80	речь идет	3	3
81	даже в	3	3
82	все же	3	3
83	отношению к	8	3
84	в целом	2	3
85	по отношению	8	3
86	этом отношении	3	3
87	там же	2	3
88	мы не	2	3
89	как раз	4	3
90	и на	3	3
91	в этом	11	3
92	и с	4	3
93	только в	5	3
94	как правило	6	3
95	и все	4	3
96	его в	3	3
97	ничего не	8	3
98	в рамках	2	2
99	столь же	4	2
100	первой половине	3	2
101	в следующем	2	2
102	тем не	4	2
103	мы знаем	2	2
104	раз в	2	2
105	такой же	3	2
106	одна из	2	2
107	на этом	3	2
108	но не	3	2
109	а то	2	2
110	в себя	2	2
111	до конца	2	2
112	до сих	2	2
113	еще не	7	2
114	было бы	6	2
115	в действительности	4	2
116	в самом	4	2
117	в первую	2	2
118	художественного мышления	6	2
119	для себя	3	2
120	с ее	2	2
121	то что	8	2
122	в первой	6	2
123	со стороны	3	2
124	также в	2	2
125	как по	2	2
126	только что	4	2
127	второй половине	2	2
128	то и	3	2
129	не может	7	2
130	не раз	2	2
131	что у	3	2
132	в форме	2	2
133	в городе	5	2
134	не следует	2	2
135	но он	3	2
136	в своих	3	2
137	в себе	11	2
138	в финале	3	2
139	по своей	4	2
140	как будто	4	2
141	будто бы	3	2
142	сих пор	2	2
