N	2gram	Propp_Isto_1	Problemy
1	и в	28	34
2	и не	9	29
3	как бы	2	27
4	что он	10	23
5	в его	5	22
6	может быть	25	19
7	в нем	2	19
8	не может	15	19
9	как и	4	18
10	но в	8	16
11	все это	4	16
12	и его	3	16
13	в этом	8	16
14	и с	4	15
15	прежде всего	10	15
16	он не	2	15
17	то же	12	14
18	для него	2	13
19	т е	10	12
20	но и	10	12
21	потому что	4	12
22	в то	3	12
23	вовсе не	2	11
24	то что	9	11
25	не только	12	10
26	не в	9	9
27	а не	15	9
28	самого начала	2	8
29	никогда не	14	8
30	с самого	2	8
31	и т	25	8
32	так же	7	8
33	с ним	2	8
34	что же	3	8
35	и для	4	8
36	в другом	3	8
37	я не	3	7
38	что в	12	7
39	и даже	4	7
40	все же	10	7
41	на него	4	7
42	как мы	3	7
43	что не	2	7
44	как будто	4	7
45	там где	4	7
46	что они	5	6
47	в пределах	4	6
48	у меня	3	6
49	не знает	5	6
50	и на	4	6
51	отношению к	3	6
52	так и	9	6
53	в себе	2	6
54	только в	11	6
55	что это	8	5
56	это не	7	5
57	и от	2	5
58	к тому	6	5
59	так что	4	5
60	но все	4	5
61	и что	10	5
62	того что	4	5
63	в целом	2	5
64	из них	3	5
65	по отношению	3	5
66	таким образом	8	5
67	на них	2	5
68	и вот	2	5
69	а в	7	5
70	мы должны	13	5
71	с тем	4	5
72	в одном	5	5
73	даже в	4	5
74	что и	6	5
75	к своему	2	5
76	героя в	5	5
77	хотя бы	4	5
78	на вопрос	2	4
79	то ни	2	4
80	с другой	6	4
81	ни было	2	4
82	но это	4	4
83	на этом	3	4
84	при этом	3	4
85	бы то	2	4
86	все эти	4	4
87	в начале	3	4
88	его в	6	4
89	так как	6	4
90	если бы	8	4
91	как раз	2	4
92	но не	5	4
93	еще не	7	4
94	как в	2	4
95	тем что	3	4
96	он в	2	4
97	в виде	2	4
98	ничего не	2	4
99	вместе с	6	4
100	за собой	2	3
101	не менее	6	3
102	для этого	3	3
103	но так	2	3
104	в такой	2	3
105	в том	9	3
106	в котором	3	3
107	есть только	3	3
108	мы видели	2	3
109	другой стороны	5	3
110	его и	2	3
111	должно быть	2	3
112	их в	5	3
113	в ней	7	3
114	во всем	3	3
115	как он	2	3
116	большинстве случаев	4	3
117	бы в	2	3
118	поэтому он	2	3
119	не как	3	3
120	раз и	3	3
121	по себе	3	3
122	героя из	2	3
123	в ее	2	3
124	том что	7	3
125	так чтобы	2	3
126	между тем	2	3
127	еще в	2	3
128	а с	2	3
129	и как	2	3
130	только с	2	3
131	это было	2	3
132	столь же	2	2
133	вследствие этого	2	2
134	вопрос о	5	2
135	тем не	6	2
136	мы знаем	4	2
137	в большинстве	4	2
138	нет в	2	2
139	и если	2	2
140	друг с	4	2
141	например в	5	2
142	что такое	2	2
143	был бы	2	2
144	один из	4	2
145	в форме	3	2
146	в своем	5	2
147	и только	2	2
148	т д	22	2
149	увидим что	5	2
150	отказаться от	2	2
151	с этим	4	2
152	о том	9	2
153	на нее	2	2
154	сказать что	5	2
155	и должно	3	2
156	к которому	5	2
157	во время	3	2
158	нисколько не	2	2
159	всех этих	2	2
160	отчего же	2	2
161	однако в	2	2
162	были бы	2	2
163	он должен	2	2
164	не с	3	2
165	у вас	2	2
166	в темноте	2	2
167	говорит о	2	2
168	очень часто	3	2
169	с другом	3	2
170	тот же	2	2
171	было бы	7	2
172	мы увидим	10	2
173	конечно не	2	2
174	во всех	2	2
175	и потому	2	2
176	о нем	2	2
177	когда он	6	2
178	находится в	4	2
179	так в	4	2
180	в отличие	2	2
181	уже не	3	2
182	к чему	3	2
183	и он	3	2
184	вступает в	2	2
185	не то	4	2
186	будто бы	3	2
187	которые в	2	2
188	отличие от	2	2
189	же не	3	2
