N	2gram	Vygotskiy__7	Problema
1	и в	26	30
2	в своей	3	22
3	то что	24	18
4	не только	24	18
5	том что	17	17
6	в этом	29	17
7	но и	11	13
8	таким образом	23	13
9	потому что	16	13
10	в том	18	12
11	в его	4	12
12	и не	18	12
13	также и	2	12
14	о том	4	12
15	так что	4	11
16	для нас	2	10
17	точки зрения	28	10
18	в этой	3	10
19	все же	6	9
20	сказать что	8	9
21	но в	4	9
22	только в	8	9
23	в конце	4	8
24	вовсе не	2	8
25	никак не	5	8
26	с точки	21	8
27	никогда не	4	7
28	что он	8	7
29	подобного рода	2	7
30	у нас	2	7
31	как и	15	7
32	связи с	4	7
33	но не	3	7
34	может быть	7	7
35	вместе с	12	7
36	так и	3	7
37	мы находим	3	7
38	не в	4	7
39	с другой	4	6
40	прежде всего	7	6
41	можно сказать	5	6
42	несмотря на	2	6
43	и для	5	6
44	как бы	6	6
45	в нем	2	6
46	что и	3	6
47	и что	6	6
48	а в	2	6
49	и его	12	6
50	его в	2	6
51	так как	14	6
52	не менее	4	5
53	с тем	5	5
54	что в	12	5
55	что у	4	5
56	в которой	11	5
57	тем не	3	5
58	в силу	5	5
59	так же	14	5
60	в самом	9	5
61	и их	5	5
62	и о	3	5
63	для себя	24	5
64	не может	11	5
65	а не	6	5
66	что этот	5	5
67	и то	7	5
68	но он	2	5
69	как раз	3	5
70	того как	2	5
71	и с	5	5
72	мы можем	3	5
73	тогда когда	5	4
74	ни в	2	4
75	в смысле	6	4
76	об этом	3	4
77	было бы	6	4
78	в качестве	5	4
79	оказывается что	2	4
80	гораздо более	4	4
81	в период	2	4
82	и к	7	4
83	не мог	2	4
84	и он	2	4
85	или в	2	4
86	нас в	2	4
87	в себе	9	4
88	в то	3	4
89	из этого	2	4
90	едва ли	4	4
91	учение о	3	3
92	в самой	3	3
93	именно в	6	3
94	в отношении	2	3
95	точно так	2	3
96	но только	3	3
97	перейти к	4	3
98	в ее	6	3
99	что его	2	3
100	в начале	5	3
101	что они	10	3
102	то время	2	3
103	еще не	4	3
104	одной стороны	5	3
105	для того	18	3
106	он не	3	3
107	и тем	6	3
108	с одной	5	3
109	только и	3	3
110	на первом	2	3
111	того что	14	3
112	тем же	5	3
113	к нему	3	3
114	есть только	2	3
115	внимание на	2	3
116	время как	2	3
117	в ней	3	3
118	и другое	3	3
119	с ним	3	3
120	в виду	5	3
121	я не	3	2
122	не могут	4	2
123	находим в	2	2
124	прежде чем	2	2
125	по этому	4	2
126	в какой	6	2
127	как в	4	2
128	это не	3	2
129	во втором	3	2
130	с этой	5	2
131	уже в	2	2
132	не чем	2	2
133	один из	2	2
134	представление о	7	2
135	к этому	2	2
136	значение и	2	2
137	по себе	3	2
138	на то	4	2
139	к тому	7	2
140	то же	8	2
141	и наиболее	2	2
142	как мы	14	2
143	которого не	2	2
144	раз в	2	2
145	ли не	2	2
146	из всех	5	2
147	мы и	2	2
148	в свою	2	2
149	и другой	3	2
150	до сих	3	2
151	со всеми	2	2
152	бы с	2	2
153	в данном	5	2
154	что не	2	2
155	на его	2	2
156	о своем	2	2
157	но для	2	2
158	чем иным	2	2
159	и является	3	2
160	гораздо больше	2	2
161	и делает	2	2
162	в котором	4	2
163	отношению к	5	2
164	в первой	3	2
165	наряду с	2	2
166	и до	2	2
167	ее в	8	2
168	все что	6	2
169	данном случае	5	2
170	и речи	19	2
171	в середине	2	2
172	отношение к	2	2
173	по отношению	6	2
174	то и	4	2
175	этому поводу	3	2
176	и только	4	2
177	которого мы	2	2
178	все эти	6	2
179	с помощью	13	2
180	мы не	7	2
181	здесь как	2	2
182	самом деле	6	2
183	того чтобы	19	2
184	можно было	2	2
185	во всяком	2	2
186	иным как	2	2
187	тем что	9	2
188	в м	2	2
189	в одной	3	2
190	мере в	2	2
191	по своей	10	2
192	нас и	2	2
193	есть в	3	2
194	в чем	3	2
195	в области	4	2
196	ничего не	2	2
197	и которые	2	2
198	сих пор	3	2
