N	2gram	Bakhtin_Pr_2	KulturaY
1	и т	13	39
2	т п	9	24
3	и в	43	23
4	т е	26	22
5	не только	11	20
6	в том	6	19
7	в этом	13	18
8	и не	29	16
9	было бы	5	15
10	так как	4	15
11	может быть	23	15
12	т д	4	14
13	точки зрения	13	14
14	если бы	3	12
15	у нас	2	12
16	в самом	7	12
17	все эти	5	12
18	том что	2	11
19	но в	10	11
20	что в	4	10
21	по себе	11	10
22	а не	7	10
23	вовсе не	5	9
24	вопрос о	2	9
25	в сущности	9	9
26	то что	7	9
27	самом деле	5	9
28	хотя бы	2	9
29	можно было	3	9
30	не может	18	9
31	с другой	4	8
32	прежде всего	10	8
33	не в	11	8
34	уже не	3	8
35	и что	5	8
36	и пр	2	8
37	с точки	8	8
38	что это	2	7
39	не менее	3	7
40	все же	3	7
41	но и	14	7
42	другой стороны	3	7
43	и с	5	7
44	слова в	12	6
45	это не	3	6
46	да и	5	6
47	но не	5	6
48	что не	2	6
49	в речи	5	6
50	тем не	2	6
51	то же	8	6
52	этот вопрос	4	6
53	между тем	3	6
54	и на	10	6
55	ту же	2	6
56	я не	4	5
57	не могут	4	5
58	должна быть	3	5
59	этом смысле	2	5
60	что он	13	5
61	об этом	2	5
62	по существу	3	5
63	тот же	3	5
64	еще не	9	5
65	в его	10	5
66	этого слова	2	5
67	слова и	12	5
68	речь в	2	5
69	что же	7	5
70	приводит к	6	5
71	все это	5	5
72	таким образом	5	5
73	там где	4	5
74	лишь в	8	5
75	целый ряд	2	5
76	и то	2	5
77	речи и	4	5
78	во всяком	2	5
79	и здесь	3	5
80	только в	4	5
81	также и	3	5
82	в узком	2	4
83	была бы	2	4
84	в них	4	4
85	перед нами	7	4
86	бы и	2	4
87	на то	5	4
88	если мы	2	4
89	к тому	4	4
90	что на	2	4
91	для нас	2	4
92	ни в	2	4
93	но все	2	4
94	что я	6	4
95	должно быть	4	4
96	в пределах	16	4
97	на себе	2	4
98	или в	8	4
99	хотя и	5	4
100	как бы	22	4
101	в нем	12	4
102	так же	2	4
103	это слово	5	4
104	и о	2	4
105	в результате	4	4
106	сказать что	2	4
107	могут быть	3	4
108	в то	7	4
109	в конце	2	4
110	ничего не	3	4
111	так и	3	4
112	уже в	2	3
113	у него	6	3
114	для этого	2	3
115	на фоне	5	3
116	же время	5	3
117	но это	4	3
118	знает что	2	3
119	в которые	2	3
120	того же	3	3
121	до конца	4	3
122	совершенно не	4	3
123	но для	3	3
124	никак не	5	3
125	он не	9	3
126	что и	3	3
127	в процессе	2	3
128	как в	2	3
129	отличается от	2	3
130	как раз	4	3
131	в форме	2	3
132	с этим	2	3
133	то и	2	3
134	не знает	3	3
135	как мы	10	3
136	того что	2	3
137	что такое	2	3
138	а в	5	3
139	и его	8	3
140	слов в	2	3
141	конце концов	2	3
142	слова как	3	3
143	тем что	3	3
144	и это	4	3
145	есть в	3	3
146	здесь не	6	3
147	в виду	3	3
148	в отношении	3	2
149	мы будем	3	2
150	сознания и	3	2
151	никогда не	9	2
152	что у	2	2
153	но так	2	2
154	не как	6	2
155	и все	6	2
156	но здесь	5	2
157	и до	4	2
158	и речь	2	2
159	его к	2	2
160	но зато	3	2
161	в самой	4	2
162	узком смысле	2	2
163	в другом	7	2
164	что если	3	2
165	мы с	2	2
166	она не	3	2
167	в плоскости	2	2
168	при этом	6	2
169	конечно не	2	2
170	может служить	2	2
171	же и	4	2
172	и даже	3	2
173	к нему	5	2
174	превращается в	2	2
175	в своей	4	2
176	на том	2	2
177	не хочет	3	2
178	формулы и	2	2
179	в их	3	2
180	и следовательно	3	2
181	в своем	4	2
182	не на	4	2
183	в отличие	4	2
184	того как	2	2
185	и для	3	2
186	достоевского и	2	2
187	как и	14	2
188	чтобы не	2	2
189	в той	5	2
190	здесь мы	2	2
191	должны быть	2	2
192	на этот	4	2
193	тем же	2	2
194	той же	3	2
195	рядом с	5	2
196	почти всегда	2	2
197	с ними	2	2
198	в которых	2	2
199	он и	3	2
200	в своих	2	2
201	и еще	2	2
202	ни на	3	2
203	установка на	4	2
204	большинстве случаев	8	2
205	отличие от	4	2
206	отношения к	2	2
207	слов и	5	2
