N	2gram	Vygotskiy__3	Istorich
1	и в	38	22
2	в этом	13	17
3	и т	14	16
4	т д	4	15
5	что в	20	15
6	не только	12	14
7	мы видели	6	13
8	но и	5	12
9	и не	10	12
10	может быть	19	11
11	в этих	2	11
12	или в	5	11
13	таким образом	12	10
14	но в	3	10
15	что он	11	9
16	в нем	4	9
17	что и	4	9
18	вместе с	5	9
19	в том	25	9
20	этот случай	2	8
21	что они	4	8
22	с этим	8	8
23	том что	14	8
24	мы видим	12	8
25	как мы	7	8
26	другой стороны	5	7
27	с другой	7	7
28	к этому	3	7
29	то что	35	7
30	из них	6	7
31	уже не	2	7
32	и здесь	6	7
33	так как	6	7
34	там где	6	7
35	в них	3	6
36	что здесь	2	6
37	мы уже	7	6
38	то и	3	6
39	а в	7	6
40	то же	10	6
41	в течение	4	6
42	а не	7	6
43	мы можем	7	6
44	ничего не	2	6
45	если бы	14	6
46	показывает что	2	5
47	так что	8	5
48	до сих	6	5
49	один из	6	5
50	все же	8	5
51	что она	16	5
52	он не	6	5
53	здесь мы	4	5
54	того что	4	5
55	сих пор	5	5
56	в этой	13	5
57	видели что	2	4
58	и другие	2	4
59	видим что	8	4
60	как это	6	4
61	у нас	2	4
62	не в	12	4
63	только в	4	4
64	на этом	5	4
65	в свою	4	4
66	она не	6	4
67	они не	2	4
68	к ней	2	4
69	для нас	8	4
70	и его	6	4
71	и на	6	4
72	в данном	2	4
73	не может	7	4
74	но он	2	4
75	тем что	3	4
76	представляют собой	2	4
77	все эти	4	4
78	должны были	2	3
79	я не	5	3
80	состоит в	3	3
81	что у	7	3
82	целый ряд	2	3
83	в одной	2	3
84	он все	2	3
85	и все	10	3
86	очень часто	2	3
87	к тому	6	3
88	и к	3	3
89	и эти	2	3
90	увидим ниже	2	3
91	как и	8	3
92	и как	8	3
93	но это	3	3
94	эти два	3	3
95	представляет собой	2	3
96	он видит	2	3
97	у него	4	3
98	было бы	12	3
99	мы увидим	12	3
100	в его	5	3
101	никогда не	4	3
102	в целом	4	3
103	ее в	4	3
104	данном случае	2	3
105	со стороны	2	3
106	должен был	2	3
107	так же	2	3
108	сказать что	4	3
109	потому что	14	3
110	и ее	2	3
111	из этих	3	3
112	далеко не	3	3
113	в русской	2	3
114	о том	6	3
115	его в	3	3
116	при помощи	4	3
117	здесь не	3	3
118	их в	2	3
119	как только	3	2
120	все время	30	2
121	всех этих	2	2
122	с тем	8	2
123	друг другу	2	2
124	в одном	8	2
125	если он	4	2
126	вовсе не	8	2
127	а я	3	2
128	в тех	4	2
129	указать на	3	2
130	уже давно	2	2
131	во всяком	2	2
132	или не	2	2
133	бы она	2	2
134	же в	2	2
135	ни в	3	2
136	в нее	2	2
137	в силу	2	2
138	такой же	2	2
139	и более	2	2
140	но они	2	2
141	одна из	4	2
142	с одной	6	2
143	как в	4	2
144	при этом	4	2
145	в качестве	2	2
146	то время	2	2
147	ли это	2	2
148	одной стороны	5	2
149	совершенно не	5	2
150	например в	2	2
151	одного из	2	2
152	здесь несколько	2	2
153	исторической действительности	2	2
154	не мог	4	2
155	и о	3	2
156	в ней	15	2
157	всяком случае	2	2
158	в малой	2	2
159	в котором	6	2
160	не имеет	6	2
161	то это	2	2
162	и уже	2	2
163	и это	8	2
164	образом и	2	2
165	не имеют	2	2
166	в своем	5	2
167	не могла	2	2
168	образом мы	4	2
169	той же	2	2
170	на самом	2	2
171	и вот	2	2
172	мы рассмотрим	2	2
173	мы найдем	2	2
174	и что	18	2
175	что не	3	2
176	и даже	4	2
177	есть только	2	2
178	и для	4	2
179	время как	4	2
180	в которых	6	2
181	и то	8	2
182	между тем	7	2
183	в виде	2	2
184	точки зрения	16	2
185	в другом	5	2
186	в то	3	2
187	утверждать что	2	2
188	как будто	4	2
189	на это	3	2
190	что по	3	2
191	и действительно	2	2
