N	2gram	Bakhtin_Fr_2	Istorich
1	и в	49	28
2	может быть	5	25
3	не может	7	15
4	никогда не	5	14
5	мы должны	2	13
6	что в	2	12
7	то же	7	12
8	не только	17	12
9	только в	13	11
10	что он	3	10
11	все же	7	10
12	прежде всего	19	10
13	но и	13	10
14	в том	3	9
15	о том	3	9
16	то что	6	9
17	и не	15	9
18	так и	6	9
19	таким образом	7	8
20	в этом	15	8
21	но в	4	8
22	в этих	4	7
23	том что	4	7
24	еще не	2	7
25	было бы	3	7
26	в ней	2	7
27	и др	9	7
28	а в	4	7
29	так же	2	7
30	с другой	4	6
31	так например	2	6
32	в этой	10	6
33	так как	6	6
34	вместе с	2	6
35	в одном	3	5
36	по существу	2	5
37	в дальнейшем	2	5
38	что они	2	5
39	но не	5	5
40	до сих	4	5
41	в качестве	2	5
42	ее в	2	5
43	сих пор	4	5
44	другой стороны	3	5
45	в своем	5	5
46	можно было	3	5
47	на основе	2	5
48	их в	3	5
49	сказать что	6	5
50	в его	18	5
51	все это	9	4
52	связи с	2	4
53	и другие	2	4
54	там где	4	4
55	превращается в	3	4
56	в пределах	2	4
57	на то	2	4
58	но все	4	4
59	но это	2	4
60	одной стороны	3	4
61	даже в	3	4
62	один из	7	4
63	другими словами	3	4
64	связь с	3	4
65	так в	3	4
66	в связи	2	4
67	с одной	3	4
68	как и	11	4
69	и даже	2	4
70	и с	6	4
71	и на	17	4
72	могут быть	2	4
73	все эти	7	4
74	здесь не	2	4
75	мы еще	2	3
76	точку зрения	2	3
77	во время	12	3
78	в книге	3	3
79	и эти	2	3
80	именно в	6	3
81	в начале	5	3
82	при этом	5	3
83	в целях	2	3
84	в обряде	2	3
85	эти формы	2	3
86	из них	3	3
87	того как	2	3
88	в форме	4	3
89	в их	2	3
90	и его	17	3
91	ключ к	2	3
92	как мы	7	3
93	мы здесь	2	3
94	также и	3	3
95	очень много	2	3
96	тем что	4	3
97	должен был	2	3
98	в другом	2	3
99	во всем	3	3
100	в то	6	3
101	на эту	2	3
102	но они	3	2
103	всех этих	3	2
104	или меньшей	3	2
105	и потому	5	2
106	вовсе не	10	2
107	вследствие этого	2	2
108	здесь в	6	2
109	в тех	2	2
110	в ее	3	2
111	а затем	3	2
112	мы видели	3	2
113	этот момент	4	2
114	одна из	4	2
115	большей или	3	2
116	здесь же	2	2
117	связанные с	2	2
118	не дает	3	2
119	связано с	2	2
120	для него	9	2
121	тот же	5	2
122	одной из	2	2
123	никто не	2	2
124	с ним	4	2
125	как бы	11	2
126	относится к	5	2
127	еще в	2	2
128	точка зрения	3	2
129	в нем	9	2
130	во всех	6	2
131	образов и	3	2
132	в ту	2	2
133	в особенности	5	2
134	отношения к	4	2
135	в эпоху	13	2
136	и вот	3	2
137	там же	2	2
138	именно на	2	2
139	одним из	2	2
140	ничего не	2	2
141	xix века	2	2
142	в основном	5	2
143	в себе	4	2
144	только с	3	2
145	в области	4	2
