N	2gram	Potebnia_M_4	Komedia
1	и в	23	22
2	том что	12	12
3	в том	23	11
4	но и	11	11
5	не только	10	10
6	в то	4	10
7	как и	14	9
8	и т	7	9
9	может быть	26	9
10	в одном	4	8
11	таким образом	24	8
12	и не	18	8
13	и его	2	8
14	о том	8	8
15	и других	3	7
16	что в	17	6
17	что он	4	6
18	к тому	3	6
19	и по	3	6
20	то же	14	6
21	не в	11	6
22	а в	5	6
23	в которой	6	6
24	уже в	5	5
25	с другой	2	5
26	во время	2	5
27	при этом	15	5
28	со своим	4	5
29	в его	5	5
30	один из	2	5
31	на его	3	5
32	в истории	4	5
33	так и	6	5
34	как в	7	5
35	все это	5	5
36	и даже	2	5
37	потому что	33	5
38	т п	4	5
39	между тем	9	5
40	именно в	3	4
41	по поводу	4	4
42	как мы	2	4
43	же время	3	4
44	в котором	4	4
45	в нем	7	4
46	что и	7	4
47	так в	3	4
48	т д	3	4
49	тем что	10	4
50	точки зрения	4	4
51	известно что	6	4
52	так как	14	4
53	одном из	2	4
54	но в	8	4
55	мы можем	10	4
56	не менее	5	3
57	все более	3	3
58	в них	3	3
59	в образе	2	3
60	вопрос о	2	3
61	на то	7	3
62	судить по	2	3
63	у нас	2	3
64	и как	2	3
65	по своему	2	3
66	после того	2	3
67	тот же	2	3
68	и у	2	3
69	и о	4	3
70	да и	4	3
71	хотя и	5	3
72	он не	2	3
73	даже в	2	3
74	отношению к	8	3
75	отношение к	2	3
76	на основании	4	3
77	так же	4	3
78	по отношению	10	3
79	того как	6	3
80	в течение	2	3
81	там же	3	3
82	здесь мы	2	3
83	мы не	8	3
84	и на	3	3
85	в более	2	3
86	в этом	23	3
87	и с	4	3
88	в виде	2	3
89	могут быть	7	3
90	только в	15	3
91	и все	4	3
92	его в	4	3
93	в сознании	4	3
94	и здесь	2	2
95	независимо от	6	2
96	и без	2	2
97	в состоянии	2	2
98	столь же	2	2
99	вовсе не	7	2
100	образом в	5	2
101	слов но	2	2
102	указывает на	2	2
103	в свою	2	2
104	тем не	4	2
105	именно на	2	2
106	как теперь	2	2
107	до сих	4	2
108	еще не	3	2
109	было бы	8	2
110	в действительности	3	2
111	и из	3	2
112	в самом	3	2
113	между прочим	3	2
114	можем судить	2	2
115	всяком случае	3	2
116	и тем	4	2
117	то что	29	2
118	вместе с	6	2
119	судя по	2	2
120	все что	2	2
121	со стороны	3	2
122	находится в	5	2
123	даже не	2	2
124	только что	3	2
125	то и	4	2
126	в сущности	2	2
127	не может	11	2
128	и таким	3	2
129	в других	2	2
130	что у	3	2
131	а мы	3	2
132	и хотя	3	2
133	из которых	2	2
134	и притом	2	2
135	к нему	5	2
136	в силу	7	2
137	нас в	2	2
138	но это	3	2
139	не следует	2	2
140	тем как	2	2
141	во всяком	5	2
142	к ней	2	2
143	время когда	2	2
144	в своих	2	2
145	в себе	14	2
146	ту же	3	2
147	же самое	4	2
148	об отношении	2	2
149	в области	2	2
150	что по	2	2
151	сих пор	4	2
