N	2gram	Losev_Vlad_1	Psycholo
1	в том	11	37
2	и в	31	32
3	и что	6	22
4	том что	14	21
5	то что	18	21
6	таким образом	3	21
7	потому что	11	21
8	то есть	3	21
9	что в	14	20
10	может быть	6	18
11	что и	5	17
12	не может	6	17
13	точки зрения	2	17
14	что она	2	16
15	того чтобы	2	14
16	что он	12	13
17	при этом	2	13
18	то же	6	13
19	для того	2	13
20	в этом	14	13
21	в самом	2	12
22	не только	24	12
23	с и	2	12
24	так как	8	12
25	на то	5	11
26	с тем	2	11
27	было бы	2	11
28	как и	4	10
29	и т	2	10
30	когда он	5	10
31	но и	19	10
32	и не	17	10
33	никогда не	9	9
34	что все	2	9
35	как в	3	9
36	в своих	5	9
37	тем что	2	9
38	не менее	2	8
39	не в	5	8
40	той же	2	8
41	того что	2	8
42	к тому	3	7
43	ясно что	2	7
44	мы знаем	2	7
45	и как	4	7
46	говорит что	4	7
47	все эти	3	7
48	и его	7	7
49	что для	4	7
50	сказать что	7	7
51	только в	9	7
52	что они	3	7
53	в этой	4	6
54	тот же	3	6
55	и мы	2	6
56	и из	3	6
57	он не	10	6
58	о том	11	6
59	отнюдь не	3	5
60	что у	4	5
61	на все	2	5
62	что его	4	5
63	он говорит	2	5
64	все это	5	5
65	как раз	7	5
66	только на	3	5
67	и даже	15	5
68	как на	2	5
69	и на	3	5
70	в то	8	5
71	едва ли	3	4
72	в жизни	3	4
73	что на	2	4
74	тем не	2	4
75	как это	7	4
76	в чем	2	4
77	и сам	6	4
78	несмотря на	4	4
79	из этого	2	4
80	никак не	4	4
81	совершенно не	2	4
82	и по	8	4
83	в нем	4	4
84	все же	3	4
85	из них	2	4
86	жизни и	5	4
87	и до	2	4
88	но только	3	4
89	а в	9	4
90	и все	4	4
91	и для	2	4
92	и с	14	4
93	знаем что	2	4
94	в целом	3	4
95	и это	2	4
96	ничего не	3	4
97	в общем	3	3
98	по своему	3	3
99	главным образом	4	3
100	в частности	2	3
101	но он	5	3
102	хотя бы	2	3
103	с другой	3	3
104	в конце	9	3
105	указывает на	2	3
106	и к	6	3
107	по существу	2	3
108	об этом	7	3
109	так что	10	3
110	но как	5	3
111	что с	2	3
112	в своей	4	3
113	на это	2	3
114	конце концов	3	3
115	один из	4	3
116	так и	6	3
117	то как	2	3
118	том чтобы	2	3
119	и так	3	3
120	в отношении	3	3
121	что же	5	3
122	на этом	2	3
123	и других	2	3
124	образом в	2	3
125	и вот	3	3
126	и сейчас	2	3
127	и он	3	3
128	жизнь и	3	3
129	то время	2	3
130	как к	2	3
131	в нас	4	3
132	он в	3	3
133	в каком	2	3
134	и то	10	3
135	во всем	4	3
136	мы должны	2	3
137	но в	12	3
138	это было	6	3
139	место в	2	2
140	по учению	2	2
141	с его	11	2
142	мы будем	2	2
143	с в	3	2
144	но даже	2	2
145	в них	2	2
146	все что	2	2
147	и от	5	2
148	во всяком	2	2
149	и здесь	3	2
150	ни в	2	2
151	же время	4	2
152	а к	22	2
153	тем более	2	2
154	еще не	2	2
155	но не	3	2
156	того же	6	2
157	но что	3	2
158	с этими	3	2
159	и тот	2	2
160	вовсе не	5	2
161	на его	3	2
162	к нему	4	2
163	и никогда	2	2
164	в его	12	2
165	всяком случае	2	2
166	для нее	2	2
167	как он	4	2
168	его жизни	6	2
169	отношение к	3	2
170	для нас	4	2
171	вместе с	3	2
172	речи с	2	2
173	на него	3	2
174	другой стороны	3	2
175	в особенности	4	2
176	т д	2	2
177	а с	5	2
178	не было	5	2
179	этой области	2	2
180	к своему	3	2
181	здесь мы	3	2
182	и у	4	2
183	на этот	6	2
184	в очень	2	2
185	и всегда	3	2
186	которой мы	2	2
187	что этот	3	2
188	это можно	3	2
189	но это	3	2
190	также и	10	2
191	в себе	4	2
192	того и	2	2
193	и вообще	4	2
194	с того	2	2
195	в свое	5	2
196	философии и	11	2
197	ответ на	2	2
198	в которой	4	2
199	же с	11	2
200	всю жизнь	3	2
