N	2gram	Potebnia_M_4	Problema
1	и не	18	28
2	то есть	34	27
3	не только	10	24
4	только в	15	23
5	в виде	2	22
6	вовсе не	7	21
7	в том	23	20
8	и в	23	20
9	все эти	3	16
10	то что	29	15
11	потому что	33	15
12	у нас	2	14
13	было бы	8	14
14	но и	11	14
15	точки зрения	4	14
16	не в	11	13
17	даже и	3	13
18	в нашем	2	12
19	не есть	9	12
20	в себе	14	12
21	том что	12	12
22	по себе	11	11
23	с точки	3	11
24	не менее	5	10
25	тем не	4	10
26	так и	6	10
27	и его	2	10
28	при помощи	3	10
29	может быть	26	9
30	есть нечто	5	9
31	все это	5	9
32	и даже	2	9
33	в этом	23	9
34	если бы	13	8
35	что он	4	8
36	таким образом	24	8
37	в той	4	8
38	во всяком	5	8
39	и все	4	8
40	но в	8	8
41	с другой	2	7
42	это не	7	7
43	есть в	5	7
44	еще не	3	7
45	мы не	8	7
46	и потому	10	7
47	и тем	4	7
48	то же	14	7
49	именно в	3	7
50	а не	12	7
51	сказать что	8	7
52	и с	4	7
53	в ней	2	7
54	хотя бы	4	7
55	об этом	2	6
56	и без	2	6
57	по крайней	5	6
58	так что	5	6
59	для нас	14	6
60	как и	14	6
61	но это	3	6
62	есть не	4	6
63	по своему	2	6
64	при этом	15	6
65	крайней мере	5	6
66	в виду	3	6
67	в таком	4	6
68	в данном	4	6
69	сам по	4	6
70	в каком	4	6
71	и вообще	2	6
72	же самое	4	6
73	мы имеем	4	6
74	не существует	2	5
75	на самом	3	5
76	каждый раз	4	5
77	хотя и	5	5
78	в нем	7	5
79	в смысле	3	5
80	можно сказать	4	5
81	в ее	2	5
82	да и	4	5
83	и если	3	5
84	и о	4	5
85	вместе с	6	5
86	данном случае	2	5
87	как в	7	5
88	так же	4	5
89	то и	4	5
90	не может	11	5
91	в них	3	5
92	так как	14	5
93	если мы	2	5
94	уже не	3	5
95	и вполне	2	5
96	когда мы	6	5
97	в этих	3	5
98	о том	8	5
99	уже в	5	4
100	с тем	7	4
101	и есть	3	4
102	но даже	2	4
103	и для	2	4
104	в одном	4	4
105	в самой	2	4
106	что его	2	4
107	тем самым	4	4
108	указывает на	2	4
109	только не	3	4
110	кроме того	3	4
111	что она	2	4
112	как бы	5	4
113	всяком случае	3	4
114	тем более	5	4
115	не имеет	5	4
116	и т	7	4
117	и только	3	4
118	с этим	7	4
119	в разных	3	4
120	а в	5	4
121	что не	6	4
122	можно было	2	4
123	в то	4	4
124	с ним	5	4
125	человека в	2	3
126	к тому	3	3
127	и более	4	3
128	уже и	2	3
129	независимо от	6	3
130	точно так	2	3
131	и к	6	3
132	как мы	2	3
133	все в	2	3
134	для него	5	3
135	здесь мы	2	3
136	и как	2	3
137	в ряд	2	3
138	это есть	3	3
139	связи с	3	3
140	в истории	4	3
141	имеем дело	2	3
142	на себе	3	3
143	себе в	3	3
144	конечно не	2	3
145	между прочим	3	3
146	образы и	3	3
147	в его	5	3
148	не так	2	3
149	только для	2	3
150	то это	8	3
151	что и	7	3
152	что в	17	3
153	другими словами	8	3
154	дело не	2	3
155	бы и	5	3
156	в своем	8	3
157	т д	3	3
158	не было	12	3
159	и сама	2	3
160	все равно	3	3
161	заметим что	3	3
162	самом деле	3	3
163	и другое	2	3
164	для того	6	3
165	из которых	2	3
166	что мы	10	3
167	к нему	5	3
168	с другими	4	3
169	и на	3	3
170	тем что	10	3
171	к его	2	3
172	в сознании	4	3
173	мы должны	2	3
174	нет ничего	3	3
175	а если	2	3
176	из этого	2	3
177	в области	2	3
178	если и	2	3
179	мы можем	10	3
180	эти образы	2	2
181	до того	3	2
182	из себя	2	2
183	а может	2	2
184	столь же	2	2
185	но так	2	2
186	то он	2	2
187	этом мы	2	2
188	представить себе	2	2
189	как же	4	2
190	то в	3	2
191	что чем	2	2
192	слова то	4	2
193	не что	2	2
194	тот же	2	2
195	и может	4	2
196	в это	2	2
197	что это	7	2
198	на его	3	2
199	в самом	3	2
200	нам представляется	2	2
201	между собою	4	2
202	они могут	2	2
203	он не	2	2
204	к ней	2	2
205	не вполне	2	2
206	никто не	2	2
207	в котором	4	2
208	сами по	2	2
209	нам кажется	2	2
210	не будет	3	2
211	если оно	2	2
212	в сравнении	4	2
213	можно назвать	2	2
214	а именно	4	2
215	только на	4	2
216	и прежде	2	2
217	и притом	2	2
218	можно только	2	2
219	уже по	2	2
220	там же	3	2
221	но эта	2	2
222	и что	7	2
223	того чтобы	4	2
224	только что	3	2
225	и по	3	2
226	есть только	5	2
227	ни к	2	2
228	друг друга	2	2
229	в других	2	2
230	с ними	3	2
231	то мы	3	2
232	и когда	2	2
233	это можно	2	2
234	что иное	2	2
235	говорить о	5	2
236	и то	5	2
237	за ним	2	2
238	мы его	3	2
239	его в	4	2
240	и это	2	2
241	том смысле	2	2
242	в которой	6	2
243	которое в	3	2
244	и понятия	2	2
245	не то	5	2
246	иное как	2	2
247	еще более	2	2
248	это было	2	2
