N	2gram	Losev_Prob_2	KulturaY
1	и т	6	39
2	потому что	13	25
3	и в	35	23
4	не только	24	20
5	в том	12	19
6	в этом	17	18
7	и не	37	16
8	было бы	8	15
9	так как	7	15
10	может быть	18	15
11	т д	6	14
12	точки зрения	2	14
13	если бы	4	12
14	у нас	18	12
15	в самом	5	12
16	все эти	7	12
17	том что	19	11
18	того чтобы	2	11
19	в области	6	11
20	но в	6	11
21	что в	11	10
22	русском языке	2	10
23	по себе	8	10
24	в языке	15	10
25	а не	10	10
26	вовсе не	37	9
27	вопрос о	3	9
28	то что	38	9
29	самом деле	4	9
30	для того	3	9
31	хотя бы	12	9
32	можно было	5	9
33	не может	13	9
34	с другой	6	8
35	прежде всего	11	8
36	не в	2	8
37	в качестве	2	8
38	уже не	8	8
39	и что	13	8
40	языка и	5	8
41	не менее	13	7
42	в нашем	3	7
43	все же	8	7
44	но и	16	7
45	другой стороны	5	7
46	и с	10	7
47	по крайней	6	6
48	крайней мере	6	6
49	да и	10	6
50	в этой	9	6
51	но не	4	6
52	что не	5	6
53	тем не	12	6
54	то же	5	6
55	и на	5	6
56	что мы	14	6
57	не могут	4	5
58	что все	6	5
59	этом смысле	5	5
60	ясно что	8	5
61	что он	4	5
62	подобного рода	4	5
63	об этом	2	5
64	тот же	4	5
65	еще не	10	5
66	несмотря на	3	5
67	в его	7	5
68	всяком случае	10	5
69	один из	3	5
70	и тем	4	5
71	слова и	4	5
72	вместе с	2	5
73	что же	9	5
74	все это	4	5
75	таким образом	4	5
76	лишь в	3	5
77	и то	10	5
78	во всяком	13	5
79	само по	2	5
80	и здесь	4	5
81	только в	14	5
82	зависимости от	2	5
83	также и	12	5
84	можно ли	6	4
85	отнюдь не	5	4
86	в зависимости	2	4
87	в них	2	4
88	перед нами	2	4
89	бы и	7	4
90	на то	6	4
91	если мы	9	4
92	можно сказать	6	4
93	к тому	3	4
94	что на	4	4
95	но только	4	4
96	для нас	9	4
97	ни в	6	4
98	но все	2	4
99	должно быть	2	4
100	в нашей	3	4
101	или в	2	4
102	хотя и	3	4
103	как бы	4	4
104	на этой	2	4
105	так же	5	4
106	в связи	5	4
107	не было	3	4
108	этой области	3	4
109	и о	4	4
110	не имеет	7	4
111	в данном	10	4
112	в результате	4	4
113	сказать что	24	4
114	в каком	4	4
115	говорить о	10	4
116	в то	6	4
117	в конце	7	4
118	ничего не	10	4
119	так и	7	4
120	уже в	3	3
121	или иное	2	3
122	казалось бы	7	3
123	всех этих	4	3
124	для этого	3	3
125	что слово	3	3
126	точно так	3	3
127	гораздо более	4	3
128	что оно	2	3
129	а только	6	3
130	а также	2	3
131	о которых	3	3
132	это и	3	3
133	но это	6	3
134	знает что	2	3
135	совершенно не	2	3
136	связи с	5	3
137	никак не	11	3
138	в ней	2	3
139	он не	2	3
140	а главное	2	3
141	что и	2	3
142	не все	4	3
143	что она	4	3
144	уже о	4	3
145	отличается от	2	3
146	как раз	8	3
147	с этим	5	3
148	то и	4	3
149	не знает	3	3
150	как мы	5	3
151	сводится к	2	3
152	того что	12	3
153	из которых	2	3
154	что такое	18	3
155	и по	3	3
156	то или	3	3
157	или иначе	6	3
158	а в	4	3
159	конце концов	7	3
160	слова как	3	3
161	тем что	4	3
162	языка в	3	3
163	на это	2	3
164	указание на	3	3
165	в таких	3	3
166	и это	5	3
167	есть в	4	3
168	здесь не	2	3
169	в виду	8	3
170	смысла и	2	2
171	в отношении	4	2
172	том случае	2	2
173	и более	5	2
174	с тем	3	2
175	сознания и	2	2
176	это в	2	2
177	и есть	4	2
178	в частности	5	2
179	но даже	3	2
180	о котором	3	2
181	самым мы	2	2
182	случае если	2	2
183	свое место	2	2
184	оно не	3	2
185	и от	3	2
186	и все	5	2
187	не просто	11	2
188	представить себе	4	2
189	или иного	5	2
190	язык не	2	2
191	говоря уже	4	2
192	что они	3	2
193	мы могли	2	2
194	то тем	2	2
195	языка как	2	2
196	но зато	2	2
197	этом случае	7	2
198	всякого рода	4	2
199	утверждать что	2	2
200	только о	8	2
201	с одной	5	2
202	что если	4	2
203	нельзя было	3	2
204	этот термин	2	2
205	смысле слова	7	2
206	тех пор	4	2
207	как будто	6	2
208	язык и	2	2
209	ли это	2	2
210	она не	3	2
211	при этом	3	2
212	по поводу	2	2
213	и если	3	2
214	мы в	3	2
215	конечно не	2	2
216	по преимуществу	2	2
217	того или	7	2
218	или о	2	2
219	же и	2	2
220	и даже	11	2
221	речь идет	2	2
222	так или	6	2
223	был бы	6	2
224	здесь то	2	2
225	к нему	2	2
226	но уже	5	2
227	хотелось бы	2	2
228	на том	3	2
229	мы скажем	3	2
230	не говоря	4	2
231	данном случае	5	2
232	а именно	6	2
233	в их	3	2
234	вообще и	2	2
235	и следовательно	4	2
236	но можно	2	2
237	в своем	4	2
238	мы говорим	4	2
239	о значении	3	2
240	и для	6	2
241	еще и	5	2
242	все равно	3	2
243	на самом	4	2
244	как и	5	2
245	чтобы не	2	2
246	в той	2	2
247	этого термина	8	2
248	здесь мы	3	2
249	можно говорить	3	2
250	тем самым	7	2
251	под этим	5	2
252	и вовсе	6	2
253	говорим о	3	2
254	в корне	2	2
255	той же	2	2
256	что для	3	2
257	роль в	2	2
258	быть только	3	2
259	даже и	18	2
260	в своих	3	2
261	это только	3	2
262	и вообще	16	2
263	мы должны	3	2
264	могли бы	3	2
265	заключается в	4	2
266	но вот	2	2
267	будто бы	5	2
268	а это	3	2
269	то не	3	2
270	не то	2	2
271	только как	3	2
