N	2gram	Voloshinov_1	Problema
1	и в	16	30
2	в своей	2	22
3	то что	3	18
4	не только	7	18
5	том что	3	17
6	в этом	9	17
7	и даже	4	14
8	но и	4	13
9	таким образом	9	13
10	в том	3	12
11	в его	4	12
12	и не	4	12
13	о том	2	12
14	у него	2	11
15	для нас	2	10
16	точки зрения	8	10
17	в этой	4	10
18	сказать что	7	9
19	но в	4	9
20	и вообще	2	9
21	только в	4	9
22	и все	4	9
23	художественного творчества	4	8
24	с точки	6	8
25	никогда не	2	7
26	что он	2	7
27	как и	2	7
28	может быть	17	7
29	вместе с	3	7
30	так и	4	7
31	прежде всего	9	6
32	можно сказать	4	6
33	и как	3	6
34	и для	2	6
35	как бы	5	6
36	в нем	4	6
37	что и	2	6
38	а в	3	6
39	и его	8	6
40	и на	4	6
41	его в	4	6
42	так как	4	6
43	не менее	2	5
44	что в	3	5
45	так же	2	5
46	в самом	2	5
47	и их	4	5
48	и о	2	5
49	не может	8	5
50	и притом	3	5
51	и с	8	5
52	мы можем	9	5
53	в частности	2	4
54	отнюдь не	4	4
55	по крайней	3	4
56	ни в	5	4
57	при этом	6	4
58	того же	2	4
59	было бы	2	4
60	крайней мере	3	4
61	и к	6	4
62	едва ли	3	4
63	учение о	3	3
64	в начале	2	3
65	совсем не	2	3
66	еще не	5	3
67	он не	2	3
68	только и	2	3
69	этом смысле	3	3
70	с ним	2	3
71	в одном	3	3
72	только для	5	2
73	поэтому и	2	2
74	не могут	2	2
75	в них	2	2
76	по всему	2	2
77	хотя бы	4	2
78	с этой	2	2
79	один из	2	2
80	к этому	2	2
81	то же	2	2
82	как мы	4	2
83	не будет	2	2
84	до сих	3	2
85	со всеми	2	2
86	жизни и	3	2
87	что не	2	2
88	конечно не	6	2
89	всяком случае	3	2
90	от матери	2	2
91	ее в	2	2
92	все что	4	2
93	отношение к	5	2
94	и только	9	2
95	все эти	5	2
96	с помощью	2	2
97	мы не	2	2
98	они не	2	2
99	самом деле	6	2
100	в науке	2	2
101	во всяком	3	2
102	как с	2	2
103	является по	2	2
104	об его	2	2
105	из тех	2	2
106	есть в	2	2
107	мира и	3	2
108	в чем	5	2
109	в области	3	2
110	в мир	2	2
111	сих пор	3	2
