N	2gram	Vygotskiy__7	Literetu
1	не только	24	24
2	в качестве	5	17
3	но и	11	17
4	а не	6	16
5	в том	18	16
6	том что	17	14
7	может быть	7	13
8	и не	18	12
9	в этом	29	12
10	состоит в	3	11
11	прежде всего	7	11
12	то что	24	10
13	не в	4	8
14	в целом	5	8
15	и в	26	8
16	только в	8	8
17	как это	5	8
18	не менее	4	7
19	я не	3	7
20	в его	4	7
21	как бы	6	7
22	в себе	9	7
23	как и	15	6
24	связи с	4	6
25	того что	14	6
26	точки зрения	28	6
27	казалось бы	2	5
28	с этой	5	5
29	что он	8	5
30	в конечном	2	5
31	для себя	24	5
32	как в	4	5
33	не может	11	5
34	то же	8	5
35	в отличие	2	5
36	уже в	2	5
37	тем самым	8	5
38	одним из	2	5
39	в данном	5	5
40	в то	3	5
41	отличие от	2	5
42	конечном счете	2	4
43	для этого	3	4
44	столь же	2	4
45	это не	3	4
46	в конце	4	4
47	в случае	2	4
48	в силу	5	4
49	представляет собой	19	4
50	но не	3	4
51	еще не	4	4
52	и тем	6	4
53	все же	6	4
54	в своей	3	4
55	деятельности в	2	4
56	данном случае	5	4
57	так и	3	4
58	никогда не	4	4
59	лишь в	2	4
60	друг друга	4	4
61	и его	12	4
62	как раз	3	4
63	в своих	2	4
64	в этой	3	4
65	в уме	2	4
66	с собой	3	4
67	в основе	3	3
68	что в	12	3
69	и есть	2	3
70	с другой	4	3
71	одного из	2	3
72	что его	2	3
73	что ему	3	3
74	в самом	9	3
75	несмотря на	2	3
76	не мог	2	3
77	том же	2	3
78	один из	2	3
79	всего в	2	3
80	ли не	2	3
81	в их	2	3
82	приводит к	4	3
83	по отношению	6	3
84	а в	2	3
85	таким образом	23	3
86	этой точки	4	3
87	тем же	5	3
88	той же	8	3
89	потому что	16	3
90	во всяком	2	3
91	одно из	5	3
92	нуждается в	3	3
93	но в	4	3
94	по своей	10	3
95	также и	2	3
96	его в	2	3
97	в области	4	3
98	в виду	5	3
99	по этому	4	2
100	из этих	3	2
101	к тому	7	2
102	от всякой	2	2
103	тем не	3	2
104	отношения между	4	2
105	для него	3	2
106	одной стороны	5	2
107	было бы	6	2
108	о своем	2	2
109	мы в	3	2
110	относится к	2	2
111	и является	3	2
112	говорится в	4	2
113	для нее	3	2
114	даже в	2	2
115	не является	3	2
116	в нем	2	2
117	не есть	4	2
118	отношению к	5	2
119	в сущности	9	2
120	только на	3	2
121	то и	4	2
122	и только	4	2
123	мышления и	9	2
124	этом отношении	3	2
125	с одной	5	2
126	все эти	6	2
127	из того	3	2
128	своей внутренней	2	2
129	самом деле	6	2
130	ко всему	2	2
131	во втором	3	2
132	что не	2	2
133	с точки	21	2
134	что для	2	2
135	в слове	11	2
136	можно было	2	2
137	самим собой	2	2
138	и то	7	2
139	тем что	9	2
140	могут быть	2	2
141	себе в	5	2
142	ту же	2	2
143	к общему	2	2
144	о том	4	2
145	здесь как	2	2
146	поэзии и	2	2
147	в сознании	6	2
