N	2gram	Vinokur_Ku_1	Myshleni
1	с помощью	7	42
2	и в	24	25
3	в том	30	23
4	том что	21	20
5	что в	17	17
6	так же	4	17
7	таким образом	12	17
8	с тем	5	16
9	как и	2	15
10	то что	9	15
11	в его	12	15
12	в этом	14	14
13	вместе с	7	14
14	может быть	13	13
15	в целом	4	13
16	так как	9	12
17	в качестве	7	12
18	могли бы	2	11
19	что они	4	10
20	как бы	7	10
21	и не	12	10
22	и что	5	10
23	того что	9	10
24	было бы	15	10
25	что и	4	10
26	только в	11	10
27	заключается в	2	9
28	связи с	7	9
29	как в	4	9
30	ни в	2	9
31	того чтобы	17	8
32	не является	2	8
33	тем что	8	8
34	речи и	5	8
35	уже в	3	7
36	все эти	6	7
37	как это	3	7
38	по себе	2	7
39	для того	16	7
40	в области	7	7
41	не менее	7	6
42	с другой	7	6
43	в собственном	2	6
44	не в	11	6
45	один из	4	6
46	не может	7	6
47	в связи	3	6
48	и на	4	6
49	потому что	23	6
50	от этого	2	6
51	что он	6	6
52	в силу	10	6
53	зависимости от	6	6
54	но не	5	6
55	того же	4	6
56	не только	10	6
57	все же	12	6
58	точки зрения	14	6
59	все это	6	6
60	можно было	6	6
61	слова и	4	6
62	так и	7	5
63	именно в	6	5
64	что это	5	5
65	тем не	4	5
66	и как	2	5
67	при этом	6	5
68	одним из	2	5
69	что она	3	5
70	если бы	9	5
71	в зависимости	5	5
72	о том	9	5
73	в этой	3	5
74	не могут	2	4
75	в частности	4	4
76	никогда не	2	4
77	в своем	3	4
78	в какой	6	4
79	из этих	4	4
80	прежде всего	9	4
81	на то	4	4
82	в смысле	2	4
83	к тому	5	4
84	значение слова	3	4
85	что с	2	4
86	не мог	2	4
87	в ряде	2	4
88	смысле этого	3	4
89	всяком случае	5	4
90	из них	4	4
91	но и	6	4
92	не столько	2	4
93	то и	2	4
94	а в	5	4
95	в то	2	4
96	с ним	5	4
97	мы имеем	6	4
98	тогда когда	6	4
99	что слово	3	4
100	с этим	4	4
101	и все	2	4
102	что оно	3	4
103	так называемая	2	4
104	и того	2	4
105	одного и	2	4
106	еще не	5	4
107	мы увидим	3	4
108	он не	2	4
109	речи в	4	4
110	той же	3	4
111	во всяком	5	4
112	этого слова	3	4
113	там где	4	4
114	как с	2	4
115	с этой	2	3
116	что эти	4	3
117	в свою	3	3
118	переход от	4	3
119	формы в	2	3
120	обе эти	3	3
121	когда в	2	3
122	в самом	10	3
123	в котором	3	3
124	если в	2	3
125	на том	3	3
126	другой стороны	6	3
127	по отношению	8	3
128	то обстоятельство	8	3
129	с ними	4	3
130	в которых	6	3
131	этом отношении	5	3
132	в результате	5	3
133	между тем	5	3
134	обстоятельство что	8	3
135	к которому	3	3
136	были бы	2	3
137	состоит в	3	3
138	его к	3	3
139	или иной	3	3
140	не есть	4	3
141	или менее	3	3
142	а с	3	3
143	когда он	3	3
144	если мы	2	3
145	между ними	2	3
146	того как	4	3
147	то же	8	2
148	можно ли	2	2
149	в этих	4	2
150	тому что	3	2
151	этой точки	2	2
152	в тех	4	2
153	для нас	2	2
154	задача не	2	2
155	так что	4	2
156	но все	2	2
157	свою очередь	3	2
158	как они	2	2
159	хотя и	3	2
160	в нем	4	2
161	для этого	3	2
162	силу того	2	2
163	должно быть	3	2
164	как на	3	2
165	на себя	3	2
166	на его	3	2
167	и здесь	3	2
168	того или	4	2
169	слово с	2	2
170	бы в	7	2
171	с его	4	2
172	к жизни	2	2
173	в них	7	2
174	в одном	3	2
175	этом смысле	3	2
176	ясно что	3	2
177	или иного	3	2
178	и эти	3	2
179	же в	4	2
180	только потому	6	2
181	речи не	2	2
182	в таком	3	2
183	о котором	2	2
184	с их	3	2
185	тот же	2	2
186	и может	3	2
187	иначе говоря	2	2
188	и потому	4	2
189	оно не	3	2
190	отношению к	9	2
191	в своей	2	2
192	внимание на	4	2
193	уже не	8	2
194	тем самым	4	2
195	в речи	3	2
196	на этот	2	2
197	и для	2	2
198	речь в	4	2
199	и его	5	2
200	или в	2	2
201	или иначе	2	2
202	и то	3	2
203	в каком	2	2
204	в себе	3	2
