N	2gram	Bakhtin_Pr_1	PoTuStor
1	может быть	24	17
2	и в	29	16
3	и пр	3	12
4	прежде всего	7	9
5	таким образом	12	9
6	в этом	22	9
7	и его	14	8
8	и с	4	8
9	точки зрения	19	8
10	не может	12	8
11	с его	9	7
12	сказать что	3	7
13	не только	15	7
14	и это	5	6
15	и к	2	6
16	с точки	13	6
17	самом деле	6	6
18	для него	18	6
19	при этом	2	6
20	конечно не	2	6
21	отношение к	2	5
22	все эти	9	5
23	ни в	3	5
24	ту сторону	2	5
25	сознание и	5	5
26	еще не	5	5
27	как бы	19	5
28	самого начала	2	4
29	в нем	19	4
30	по ту	2	4
31	но и	14	4
32	так и	7	4
33	все это	6	4
34	хотя бы	2	4
35	мысли и	5	4
36	так как	6	4
37	и не	31	4
38	на самом	5	4
39	а потому	2	4
40	как мы	4	4
41	и ее	2	4
42	и наконец	4	4
43	и даже	2	4
44	и на	7	4
45	в этой	4	4
46	художественного творчества	3	4
47	все что	3	4
48	только в	10	4
49	в один	2	4
50	его в	6	4
51	но в	7	4
52	в его	24	4
53	что в	8	3
54	жизни и	2	3
55	и есть	2	3
56	и др	5	3
57	могут быть	6	3
58	сих пор	2	3
59	в большинстве	2	3
60	отношения к	3	3
61	в одном	10	3
62	к себе	2	3
63	этом смысле	10	3
64	те же	2	3
65	большинстве случаев	2	3
66	в том	8	3
67	а в	7	3
68	том что	7	3
69	и как	7	3
70	с другими	7	3
71	с их	5	3
72	то что	15	3
73	их в	4	3
74	в основе	4	3
75	только как	2	3
76	если б	2	3
77	мира и	7	3
78	во всяком	5	3
79	и потому	6	3
80	до сих	2	3
81	между ними	2	3
82	всяком случае	3	3
83	поэтому и	4	2
84	один из	2	2
85	не могут	6	2
86	что и	4	2
87	не есть	2	2
88	ни было	2	2
89	сознания и	5	2
90	как не	8	2
91	никогда не	3	2
92	в них	3	2
93	находится в	2	2
94	во всей	2	2
95	оно не	3	2
96	с этой	2	2
97	с этим	2	2
98	его целом	6	2
99	в жизни	2	2
100	то же	14	2
101	что оно	2	2
102	не знает	3	2
103	что он	8	2
104	мир по	2	2
105	у него	5	2
106	и для	4	2
107	нам кажется	2	2
108	войти в	2	2
109	как и	12	2
110	они не	4	2
111	мы видим	2	2
112	так же	6	2
113	но это	4	2
114	мы уже	2	2
115	не на	4	2
116	он не	5	2
117	и этим	3	2
118	есть и	2	2
119	в пределах	13	2
120	было бы	5	2
121	кажется что	2	2
122	все то	4	2
123	из тех	2	2
124	в самом	10	2
125	но как	3	2
126	за пределы	7	2
127	в своей	8	2
128	только то	3	2
129	и о	5	2
130	с ним	5	2
131	в мир	3	2
132	себя и	2	2
